book,key,g_lo_star,g_hi_star,sharpe_leg_dead,pred,meas,exact,d_lo,d_hi
42,BSTK100/MA-RS/M,0.5403772852695592,0.6373163669899865,False,.......PP........,.......PP........,True,0.0,0.0
43,BSTK100/BAND3/W,0.8777525529685413,1.2020951296048077,False,..............PPP,..............PPP,True,0.0,0.0
44,BSTK100/BAND3/M,0.845344850958772,0.9276267276575061,False,.............PP..,.............PP..,True,0.0,0.0
45,BSTK100/CAND20/W,0.7379142004760578,0.7608668395052396,True,.................,.................,True,,
46,BSTK100/CAND20/M,0.6374718019162987,0.6163994537131018,True,.................,.................,True,,
47,BSTK100/R620/W,0.44824130349613706,0.6652838828517792,False,.....PPPPP.......,......PPP........,False,-1.0,1.0
48,BSTK100/R620/M,0.4000158272123779,0.6299488590990115,False,.....PPPP........,.....PPP.........,False,0.0,1.0
49,SMALL/EWALL/W,0.7465454454773194,0.45786865247770936,True,.................,.................,True,,
50,SMALL/EWALL/M,0.7782962693259465,0.46680661880450114,True,.................,.................,True,,
51,SMALL/MA-DG/W,1.9240299463226396,1.1499212622069122,True,.................,.................,True,,
52,SMALL/MA-DG/M,1.5675611442586246,0.9859841649835865,True,.................,.................,True,,
53,SMALL/MA-RS/W,1.132012853733222,0.44046870217620515,True,.................,.................,True,,
54,SMALL/MA-RS/M,0.8445042971566866,0.4202773868061635,True,.................,.................,True,,
55,SMALL/BAND3/W,1.7397145323939815,1.1138370316362065,True,.................,.................,True,,
56,SMALL/BAND3/M,1.5002166528527896,0.9234055366339774,True,.................,.................,True,,
57,SMALL/CAND20/W,1.3856971118492378,0.5203850646021078,True,.................,.................,True,,
58,SMALL/CAND20/M,1.2058090164600557,0.4257666831137041,True,.................,.................,True,,
59,SMALL/R620/W,0.5293940682554034,0.41190766687384406,True,.................,.................,True,,
60,SMALL/R620/M,0.4322543218291518,0.4705572490029735,True,.................,.................,True,,
