book,key,g_lo_star,g_hi_star,sharpe_leg_dead,pred,meas,exact,d_lo,d_hi
1,U56/EWALL/W,0.600667845048299,0.6933190112980697,False,.........P.......,.........P.......,True,0.0,0.0
2,U56/EWALL/M,0.598480343391875,0.6975651023238632,False,........PP.......,.........P.......,False,-1.0,0.0
3,U56/MA-DG/W,0.9712763285319795,1.2772855622094343,False,................P,................P,True,0.0,0.0
4,U56/MA-DG/M,0.890359719434042,1.3064058107598022,False,..............PPP,..............PPP,True,0.0,0.0
5,U56/MA-RS/W,0.6909706963987766,0.8319626413550841,False,..........PPP....,..........PPP....,True,0.0,0.0
6,U56/MA-RS/M,0.6302108786055279,0.8515140320528468,False,.........PPPPP...,.........PPPP....,False,0.0,1.0
7,U56/BAND3/W,0.9194147508051216,1.2714696468270041,False,...............PP,...............PP,True,0.0,0.0
8,U56/BAND3/M,0.8909103875761207,1.0757806805849988,False,..............PPP,..............PPP,True,0.0,0.0
9,U56/CAND20/W,0.8117557806941629,0.8875170529336498,False,.............P...,.............P...,True,0.0,0.0
10,U56/CAND20/M,0.7050380580577751,0.8557178109539046,False,...........PPP...,...........PP....,False,0.0,1.0
11,U56/R620/W,0.5268994607504991,0.7078799818913782,False,.......PPPP......,.......PPP.......,False,0.0,1.0
12,U56/R620/M,0.482739111864988,0.6612981489286097,False,......PPPP.......,......PPP........,False,0.0,1.0
13,ETF36/EWALL/W,1.008210818097292,0.7004373986882402,True,.................,.................,True,,
14,ETF36/EWALL/M,1.0152005727681035,0.7092658721134973,True,.................,.................,True,,
15,ETF36/MA-DG/W,1.7826353027658748,1.5450536354824758,True,.................,.................,True,,
16,ETF36/MA-DG/M,1.531121072995907,1.6249758235692342,True,.................,.................,True,,
17,ETF36/MA-RS/W,1.6012326326225343,0.7776355422369464,True,.................,.................,True,,
18,ETF36/MA-RS/M,1.3200028644989794,0.6675789792161763,True,.................,.................,True,,
19,ETF36/BAND3/W,1.6680744595946928,1.4586087909568481,True,.................,.................,True,,
20,ETF36/BAND3/M,1.5165847866802349,1.2237451097395753,True,.................,.................,True,,
21,ETF36/CAND20/W,1.3225428574277152,1.0326564995338523,True,.................,.................,True,,
22,ETF36/CAND20/M,1.0690811618721103,1.1114706200947075,True,.................,.................,True,,
23,ETF36/R620/W,0.940054224685277,0.7463761593673172,True,.................,.................,True,,
24,ETF36/R620/M,0.8461014523897802,0.8249521299434486,False,.................,.................,True,,
25,B136/EWALL/W,0.5642919247434149,0.618229052161819,False,........P........,.................,False,,
26,B136/EWALL/M,0.5675362110313958,0.6223267475117176,False,........P........,.................,False,,
27,B136/MA-DG/W,1.028424470495519,1.2164003232698366,False,.................,.................,True,,
28,B136/MA-DG/M,0.9456816586323057,1.2580495528318163,False,...............PP,...............PP,True,0.0,0.0
29,B136/MA-RS/W,0.6877421013697423,0.7720365286579973,False,..........PP.....,..........PP.....,True,0.0,0.0
30,B136/MA-RS/M,0.6407177332590294,0.7134317636434935,False,.........PP......,.........P.......,False,0.0,1.0
31,B136/BAND3/W,0.9963761975710139,1.2519862143621747,False,................P,................P,True,0.0,0.0
32,B136/BAND3/M,0.9503743038515367,0.9867427319517156,False,.................,.................,True,,
33,B136/CAND20/W,0.9399533195164232,0.88429199717664,True,.................,.................,True,,
34,B136/CAND20/M,0.7477519948674186,0.8370054070669455,False,...........PP....,...........PP....,True,0.0,0.0
35,B136/R620/W,0.4579538415029676,0.7035876463666462,False,......PPPPP......,......PPPP.......,False,0.0,1.0
36,B136/R620/M,0.4176353333360584,0.6310579293611259,False,.....PPPP........,.....PPP.........,False,0.0,1.0
37,BSTK100/EWALL/W,0.48480819302529615,0.5932227163709524,False,......PP.........,......PP.........,True,0.0,0.0
38,BSTK100/EWALL/M,0.4873505636678659,0.5962872987453147,False,......PP.........,......PP.........,True,0.0,0.0
39,BSTK100/MA-DG/W,0.8907584384441825,1.1295643238169621,False,..............PPP,..............PPP,True,0.0,0.0
40,BSTK100/MA-DG/M,0.8298138035231737,1.1472855852290287,False,.............PPPP,.............PPPP,True,0.0,0.0
41,BSTK100/MA-RS/W,0.5590045308693691,0.7029354282467202,False,........PPP......,........PP.......,False,0.0,1.0
