panel,cadence,family,level,w,depth,gross,rung,g_eff,switch,on_share,CAGR,Sharpe,MaxDD,twin_CAGR,twin_Sharpe,twin_MaxDD,dSharpe,win
U56,W,ABS,0.3,,0.5,0.75,0.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.1120498290066898,1.1735206828254905,-0.15769536970935938,0.10860688376346639,1.1292450081155554,-0.15211315460497132,0.0442756747099351,True
U56,W,ABS,0.3,,0.5,0.75,1.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.1112041706146234,1.165448080130844,-0.1578005614028143,0.10773043105385294,1.1209361887947749,-0.15221516510876387,0.04451189133606914,True
U56,W,ABS,0.3,,0.5,0.75,2.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.11035913278221354,1.1573731953820208,-0.1579057470595373,0.10685464544425405,1.1126250073853694,-0.15231716997469047,0.04474818799665137,True
U56,W,ABS,0.3,,0.5,0.75,3.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.10951471507005528,1.1492960776553356,-0.15801092667954597,0.10597952644576347,1.1043115212281303,-0.15241916920276755,0.044984556427205336,True
U56,W,ABS,0.3,,0.5,0.75,5.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.1078277382503765,1.1331353397655362,-0.15822126780950407,0.104231286328206,1.0876778642436478,-0.15262315074544652,0.04545747552188839,True
U56,W,ABS,0.3,,0.5,0.75,7.5,0.722400405131668,0.003038487508440243,0.07359891964888589,0.10572249758700969,1.1129227325348379,-0.15848416026579182,0.10204972717355498,1.0668738517811118,-0.15287809596121016,0.04604888075372604,True
U56,W,ABS,0.3,,0.5,0.75,10.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.10362111760500792,1.092697860344778,-0.1587470149933008,0.0998723175716203,1.046057410232423,-0.15313300594102863,0.04664045011235496,True
U56,W,ABS,0.3,,0.5,0.75,15.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.0994299123697211,1.0522144047454027,-0.15927261126321723,0.09552991663865251,1.004390841065924,-0.15364272019393854,0.04782356367947882,True
U56,W,ABS,0.3,,0.5,0.75,20.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.09525406803028047,1.011691149829246,-0.1597980566217223,0.0912040228887141,0.9626853683383819,-0.15415229350639514,0.0490057814908641,True
U56,W,ABS,0.3,,0.5,0.75,25.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.09109353025846456,0.971134284433822,-0.16032335107128493,0.08689457589495686,0.9209482140313019,-0.15555969425086846,0.0501860704025201,True
U56,W,ABS,0.3,,0.5,0.75,30.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.08694824491145492,0.9305500046610009,-0.160848494614373,0.0826015154435471,0.8791866042895593,-0.15976833845101845,0.0513634003714416,True
U56,W,ABS,0.3,,0.5,0.75,40.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.07870321584392559,0.8493239944596906,-0.16189832899100098,0.07406431437317229,0.7956189066476367,-0.16921052506070577,0.053705087812053964,True
U56,W,ABS,0.3,,0.5,0.75,50.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.07051855137002594,0.7680626546330187,-0.16294755977135533,0.06559194219980102,0.7120399324601235,-0.178549960045288,0.05602272217289517,True
U56,W,ABS,0.3,,0.5,0.75,75.0,0.722400405131668,0.003038487508440243,0.07359891964888589,0.050318193331062355,0.5650777601952562,-0.17985101734943953,0.04469153501972922,0.5034180631012571,-0.20310216962593752,0.0616596970939991,True
