n,IS_spread,IS_sd,pick_ix,IS_Sharpe_pick,OOS_Sharpe_pick,OOS_MaxDD_pick,OOS_Sharpe_best,OOS_MaxDD_best,OOS_spread,OOS_DD_spread_pp,regret_S,regret_D_pp,rank_S,rank_D,good_S,good_D,flip,sharpe_ok_dd_bad,rho,rho_D,pick_is_OOS_best,pick_is_DD_best,source,axis,ctx,validated
3,0.439469148465678,0.24728380185485757,1,0.9928957406191272,1.1696570016117327,-0.1830832162946142,1.1696570016117327,-0.1382780482122781,0.4185937517053694,4.480516808233609,0.0,4.480516808233609,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=-|gate=-|cap=0.0|universe=universe.json,0
3,0.42187054361814724,0.23923092012480973,1,1.0522407138797223,1.2257536788149177,-0.1815860103366006,1.2257536788149177,-0.1365092343614964,0.3758736242545947,4.507677597510421,0.0,4.507677597510421,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=same|cap=0.05|universe=universe.json,0
3,0.403092055881635,0.2300627154404187,1,1.1043974683864597,1.236543368815977,-0.1908572716152957,1.236543368815977,-0.1504449343559812,0.33119401900906587,4.041233725931451,0.0,4.041233725931451,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=same|cap=0.1|universe=universe.json,0
3,0.3837559110234353,0.22007152289946655,1,1.148761485572542,1.2122294413911536,-0.2326193552080159,1.2122294413911536,-0.1915720221024653,0.2878958815479449,4.104733310555061,0.0,4.104733310555061,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=same|cap=0.15|universe=universe.json,0
3,0.4184657556690671,0.23816949850109137,1,1.072271110266363,1.3194565574084796,-0.1973785443533018,1.3194565574084796,-0.1556529809974852,0.3249955768261974,4.1725563355816595,0.0,4.1725563355816595,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=trend|cap=0.05|universe=universe.json,0
3,0.3951552788576165,0.22703526290750495,1,1.1396550545645263,1.3142860957629297,-0.235825184078377,1.3142860957629297,-0.1763129842624297,0.24602269393993215,5.95121998159473,0.0,5.95121998159473,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=trend|cap=0.1|universe=universe.json,0
3,0.372015384754818,0.21446454402806753,2,1.1944767968140524,1.1849691642527382,-0.2906467121908408,1.246157949021076,-0.2293369072350859,0.18473857495576085,6.676729168927512,-0.06118878476833767,6.130980495575492,0.5,0.5,1,1,0,0,0.5,-0.5,0,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=matched|gate=trend|cap=0.15|universe=universe.json,0
3,0.4299737710122956,0.24354357050700345,1,1.0568144675782452,1.2397511214805617,-0.1876281769518114,1.2397511214805617,-0.1430995885267817,0.38517913980541396,4.452858842502969,0.0,4.452858842502969,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=add|gate=same|cap=0.05|universe=universe.json,0
3,0.4194357449137024,0.23875638279419872,1,1.113419833970661,1.2647568792639554,-0.201023491248083,1.2647568792639554,-0.1604829392301263,0.35204457148956303,4.05405520179567,0.0,4.05405520179567,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=add|gate=same|cap=0.1|universe=universe.json,0
3,0.4083102388447617,0.23313365973213132,1,1.1621500889340828,1.2589669435786697,-0.2470753421155092,1.2589669435786697,-0.1988411598605306,0.32167410728799006,4.823418225497858,0.0,4.823418225497858,1.0,0.0,1,0,1,1,1.0,-1.0,1,0,2026-09-04_crypto-sleeve_C.grid.csv,book,fund=add|gate=same|cap=0.15|universe=universe.json,0
