panel,family,con,gross,level,cad,oos_CAGR,oos_Sharpe,oos_MaxDD,full_Sharpe,full_CAGR,full_MaxDD,H1,H2,p4a,p4b
U56,QUANTILE,RESPREAD,0.5,0.5,M,0.10546180114681203,1.2166683936241893,-0.13572854785659882,1.234554692770601,0.10213855881700251,-0.1357285478565986,1.3402830903748402,1.152789006043552,False,False
U56,QUANTILE,RESPREAD,0.75,0.5,M,0.15964208733643837,1.2185040095743447,-0.19803537531858728,1.2370972223892225,0.1547505906160629,-0.19803537531858695,1.343856807083736,1.1546551112620669,False,True
U56,QUANTILE,RESPREAD,1.0,0.5,M,0.21463991269446137,1.2201521488714406,-0.2569400256886012,1.2394452368583975,0.20827295903015286,-0.2569400256886012,1.3472205560890007,1.1563758816170187,False,False
U56,QUANTILE,DEGROSS,0.25,0.5,M,0.026347297729611974,1.2167288978981823,-0.035397656685118184,1.2318516536602726,0.025430718891524373,-0.03539765668511807,1.3348926820106817,1.1523617095763936,False,False
U56,QUANTILE,DEGROSS,0.5,0.5,M,0.0529742304530294,1.2178434396487268,-0.06979713153789757,1.2333087513362888,0.05114809193424574,-0.06979713153789724,1.3368601472394548,1.1534535499744585,False,False
U56,QUANTILE,DEGROSS,0.75,0.5,M,0.07986934874528417,1.218916030476539,-0.10323051723743637,1.2347254144344841,0.07714340854632296,-0.10323051723743615,1.3387853439434647,1.154513901587082,False,False
U56,QUANTILE,DEGROSS,1.0,0.5,M,0.1070201258026251,1.2199438213063118,-0.13572854785659927,1.2360983678285327,0.10340700408458292,-0.13572854785659894,1.34066515845839,1.1555396512986662,False,False
U56,MA-THRESH,RESPREAD,0.25,0.2,Q,0.07339074530884893,0.9186625391963918,-0.12495405584029251,1.1442944283913867,0.09634136331773169,-0.12495405584029307,1.3877771057105972,0.8941900708033526,False,False
U56,MA-THRESH,RESPREAD,0.5,0.2,Q,0.14463502727586586,0.9294018862553771,-0.23214339635057257,1.1520604970186847,0.19224178863068175,-0.2321433963505729,1.3948380892106362,0.9030319855565679,False,False
U56,MA-THRESH,RESPREAD,0.75,0.2,Q,0.21373618572005704,0.9395000962061374,-0.3251050086163134,1.1585463249259524,0.28747143378734163,-0.3266319354230298,1.3998650099616539,0.9114192214605418,False,False
U56,MA-THRESH,RESPREAD,1.0,0.2,Q,0.280573692606066,0.949165779360367,-0.4064953568851879,1.1640446115522696,0.3816725150689406,-0.4198400991917879,1.4032127145470517,0.9195645496446928,False,False
U56,MA-THRESH,DEGROSS,0.25,0.3,Q,0.0035280038264062785,0.569020082758029,-0.01146526121990743,0.7798041920017882,0.004137397709426116,-0.011465261219907208,1.2225660165332721,0.5410969783741453,False,False
U56,MA-THRESH,DEGROSS,0.5,0.3,Q,0.007047960921755525,0.5712833879635091,-0.02273030713776325,0.7814440183234644,0.008270759195483146,-0.02273030713776303,1.2228554663519526,0.5433469066682448,False,False
U56,MA-THRESH,DEGROSS,0.75,0.3,Q,0.010559858632380514,0.573532201792293,-0.03380033683121386,0.7830711099293494,0.012400085787651838,-0.03380033683121397,1.2231413164411453,0.5455823478218971,False,False
U56,MA-THRESH,DEGROSS,1.0,0.3,Q,0.014063683666538207,0.5757668247487788,-0.04468037091371535,0.7846857324280353,0.016525378137139946,-0.04468037091371546,1.2234236321201915,0.5478036118589947,False,False
U56,QUANTILE,RESPREAD,-1.0,0.5,M,0.21463991269446137,1.2201521488714406,-0.2569400256886012,1.2394452368583975,0.20827295903015286,-0.2569400256886012,1.3472205560890007,1.1563758816170187,False,False
U56,QUANTILE,DEGROSS,-1.0,0.5,M,0.1070201258026251,1.2199438213063118,-0.13572854785659927,1.2360983678285327,0.10340700408458292,-0.13572854785659894,1.34066515845839,1.1555396512986662,False,False
U56,MA-THRESH,RESPREAD,-1.0,0.2,Q,0.280573692606066,0.949165779360367,-0.4064953568851879,1.1640446115522696,0.3816725150689406,-0.4198400991917879,1.4032127145470517,0.9195645496446928,False,False
U56,MA-THRESH,DEGROSS,-1.0,0.3,Q,0.014063683666538207,0.5757668247487788,-0.04468037091371535,0.7846857324280353,0.016525378137139946,-0.04468037091371546,1.2234236321201915,0.5478036118589947,False,False
B136,QUANTILE,RESPREAD,0.25,0.9,Q,0.04534686230481899,1.125714333018662,-0.08458322989754374,1.144581896058034,0.04592100439222779,-0.08458322989754374,1.263901120890294,1.037377565636068,True,False
B136,QUANTILE,RESPREAD,0.5,0.9,Q,0.0908483185257718,1.1196665652221067,-0.16671731781985544,1.1419988807214865,0.09220282239460786,-0.16671731781985577,1.2650409903682824,1.032124129395585,False,False
B136,QUANTILE,RESPREAD,0.75,0.9,Q,0.13638225645533342,1.1121782772422981,-0.2465071195554479,1.1383420333844818,0.13875089726527068,-0.24650711955544757,1.2655757892461876,1.0256260355603657,False,False
B136,QUANTILE,RESPREAD,1.0,0.9,M,0.17859949441616463,1.0899612387509205,-0.31461845617955886,1.1275612009214078,0.18411063936818506,-0.31461845617955897,1.2690869301811103,1.0022491327548884,False,False
B136,QUANTILE,DEGROSS,0.25,0.9,Q,0.040908801977256326,1.1261058564571689,-0.0764254356239209,1.1452010242976667,0.04144066176762462,-0.07642543562392068,1.2645147141798085,1.037938460952805,True,False
B136,QUANTILE,DEGROSS,0.5,0.9,Q,0.08195255613577235,1.1208423441113775,-0.15084857598664736,1.1430092257073865,0.08318307455145924,-0.15084857598664747,1.2656209210603875,1.0333651356205138,False,False
B136,QUANTILE,DEGROSS,0.75,0.9,Q,0.12304309969302296,1.1144133017724926,-0.22334709182110812,1.1399481746798252,0.1251588933998049,-0.22334709182110823,1.2662308221304206,1.0277813732592298,False,False
B136,QUANTILE,DEGROSS,1.0,0.9,M,0.1609233061634292,1.0912390383436852,-0.28659863266452734,1.1281795738513716,0.1658646240752497,-0.28659863266452734,1.2685858569490565,1.0033837899183138,False,False
B136,MA-THRESH,RESPREAD,0.25,0.2,Q,0.07074653249954732,1.0563340769508949,-0.10757502937170815,1.2328680772069414,0.08202483472542976,-0.10757502937170815,1.5222247842308048,0.9712464317438886,True,False
B136,MA-THRESH,RESPREAD,0.5,0.2,Q,0.14088342387961417,1.0609559223916452,-0.20559755511172095,1.2364789443008262,0.16493759777239614,-0.2055975551117213,1.5254959979452796,0.9750610884976288,False,False
B136,MA-THRESH,RESPREAD,0.75,0.2,Q,0.21032267274198468,1.0645771435146665,-0.2952858587296351,1.2391181706663523,0.24859615631052656,-0.295285858729635,1.5279895946948563,0.9782350421595036,False,False
B136,MA-THRESH,RESPREAD,1.0,0.2,Q,0.27890883440783987,1.0673691280665307,-0.3776595043498795,1.2409557488106895,0.33281248924330975,-0.3776595043498797,1.5298662572512192,0.9809390788931603,False,False
B136,MA-THRESH,DEGROSS,0.25,-0.25,Q,0.04447119612330552,1.1420320631561234,-0.08290358802998754,1.1729660806531472,0.04428276545318077,-0.08290358802998743,1.318623259495633,1.0537833325022967,True,False
B136,MA-THRESH,DEGROSS,0.5,-0.25,Q,0.08912077854302036,1.1342893555893314,-0.163415405480124,1.1685543861471717,0.08888453591098511,-0.16341540548012412,1.3186534220447335,1.0469632922578793,False,False
B136,MA-THRESH,DEGROSS,0.75,-0.25,Q,0.13383268403998594,1.1252922570295516,-0.24163748449664102,1.163150259493918,0.13371441005092488,-0.24163748449664135,1.3182016783535062,1.0390721734481778,False,False
B136,MA-THRESH,DEGROSS,1.0,-0.25,Q,0.17847731938564748,1.114964275412951,-0.3176661350507458,1.1566800197956932,0.17867115527728994,-0.3176661350507457,1.317280483635372,1.030065255490589,False,False
B136,QUANTILE,RESPREAD,-1.0,0.9,M,0.17859949441616463,1.0899612387509205,-0.31461845617955886,1.1275612009214078,0.18411063936818506,-0.31461845617955897,1.2690869301811103,1.0022491327548884,False,False
B136,QUANTILE,DEGROSS,-1.0,0.9,M,0.1609233061634292,1.0912390383436852,-0.28659863266452734,1.1281795738513716,0.1658646240752497,-0.28659863266452734,1.2685858569490565,1.0033837899183138,False,False
B136,MA-THRESH,RESPREAD,-1.0,0.2,Q,0.27890883440783987,1.0673691280665307,-0.3776595043498795,1.2409557488106895,0.33281248924330975,-0.3776595043498797,1.5298662572512192,0.9809390788931603,False,False
B136,MA-THRESH,DEGROSS,-1.0,-0.25,Q,0.13383268403998594,1.1252922570295516,-0.24163748449664102,1.163150259493918,0.13371441005092488,-0.24163748449664135,1.3182016783535062,1.0390721734481778,False,False
