panel,family,con,gross,level,cad,oos_CAGR,oos_Sharpe,oos_MaxDD,full_Sharpe,full_CAGR,full_MaxDD,H1,H2,p4a,p4b
SMALL665,QUANTILE,RESPREAD,0.25,0.8,Q,0.029430271535356045,0.5834003713584586,-0.11207691756641769,0.6928351517020858,0.032054142525117735,-0.11207691756641869,0.9492952730519116,0.5553568187907865,True,False
SMALL665,QUANTILE,RESPREAD,0.5,0.8,Q,0.05641209166875405,0.5780046908494718,-0.22446904958787284,0.6883697415650805,0.062459943763901515,-0.22446904958787284,0.9485396982700172,0.5490965816856808,False,False
SMALL665,QUANTILE,RESPREAD,0.75,0.8,Q,0.08064604776237694,0.57087851977298,-0.33641466050253865,0.6821147066929247,0.09097959625567276,-0.3364146605025391,0.9473225640233373,0.5411969789705495,False,False
SMALL665,QUANTILE,RESPREAD,1.0,0.8,Q,0.1017493113471779,0.5620011140246709,-0.4471236314088094,0.6738678686114841,0.1173153982418107,-0.44712363140880873,0.9456602816275799,0.5317588704939609,False,False
SMALL665,QUANTILE,DEGROSS,0.25,0.8,Q,0.023761122096459975,0.5845294354961893,-0.08958068020980625,0.6938639420029243,0.025805441604287438,-0.08958068020980559,0.9497479557125258,0.5565777075711996,True,False
SMALL665,QUANTILE,DEGROSS,0.5,0.8,Q,0.04598851468622245,0.5806405095509949,-0.17946591197438067,0.6907151715908247,0.05058275111288313,-0.17946591197437878,0.9492619008715938,0.5519861912258709,False,False
SMALL665,QUANTILE,DEGROSS,0.75,0.8,Q,0.06653955634609421,0.5756528095233168,-0.26927023132810657,0.686459457333436,0.07421784319081803,-0.269270231328105,0.9484764807675254,0.546332876601918,False,False
SMALL665,QUANTILE,DEGROSS,1.0,0.8,Q,0.08524188369773467,0.5695490970278718,-0.3585953604946399,0.6810152737982613,0.09657507222235395,-0.3585953604946416,0.9473979838116502,0.5396464948269171,False,False
SMALL665,MA-THRESH,RESPREAD,0.25,0.3,M,0.07904711773419293,1.1323392658749944,-0.10251158449770426,1.1069495943554348,0.07267309928555465,-0.10251158449770414,1.0870871123687158,1.1408452493253645,True,False
SMALL665,MA-THRESH,RESPREAD,0.5,0.3,M,0.15847981369937814,1.1308468977861326,-0.20176016762941562,1.1063943582725382,0.14560515231593119,-0.20176016762941607,1.0881833504543927,1.1391216627716871,False,True
SMALL665,MA-THRESH,RESPREAD,0.75,0.3,M,0.23778886266977906,1.1287655329365776,-0.2981015390815811,1.1053913315835997,0.21837520998967164,-0.298101539081581,1.0891379056447879,1.1368718045596586,False,False
SMALL665,MA-THRESH,RESPREAD,1.0,0.3,M,0.31642371488563903,1.1260456906368985,-0.39184156083267063,1.103902568187673,0.29052902358788746,-0.39184156083267085,1.0899755574241843,1.1340670468844865,False,False
SMALL665,MA-THRESH,DEGROSS,0.25,-0.06,M,0.01442513161661263,0.5115224922252899,-0.07543129913905788,0.6791120490956627,0.018552732592753474,-0.07543129913905844,0.9346086471123981,0.4768734099029942,False,False
SMALL665,MA-THRESH,DEGROSS,0.5,-0.06,M,0.02826246688252043,0.5125113006901095,-0.14701135916714048,0.6805831009546703,0.036758213914612314,-0.14701135916714203,0.9362575310390211,0.4778385637857038,False,False
SMALL665,MA-THRESH,DEGROSS,0.75,-0.06,M,0.04148623588007516,0.513437549863385,-0.21482862486959764,0.6819964338281894,0.05458903045757535,-0.21482862486959986,0.9378924825682319,0.47875565881156507,False,False
SMALL665,MA-THRESH,DEGROSS,1.0,-0.06,M,0.0540705376779389,0.5143130879721926,-0.27897500663123864,0.6833617288899537,0.07201732670878469,-0.27897500663123886,0.9395180764895834,0.47963846394838117,False,False
SMALL665,QUANTILE,RESPREAD,-1.0,0.8,Q,0.029430271535356045,0.5834003713584586,-0.11207691756641769,0.6928351517020858,0.032054142525117735,-0.11207691756641869,0.9492952730519116,0.5553568187907865,True,False
SMALL665,QUANTILE,DEGROSS,-1.0,0.8,Q,0.023761122096459975,0.5845294354961893,-0.08958068020980625,0.6938639420029243,0.025805441604287438,-0.08958068020980559,0.9497479557125258,0.5565777075711996,True,False
SMALL665,MA-THRESH,RESPREAD,-1.0,0.3,M,0.31642371488563903,1.1260456906368985,-0.39184156083267063,1.103902568187673,0.29052902358788746,-0.39184156083267085,1.0899755574241843,1.1340670468844865,False,False
SMALL665,MA-THRESH,DEGROSS,-1.0,-0.06,M,0.0540705376779389,0.5143130879721926,-0.27897500663123864,0.6833617288899537,0.07201732670878469,-0.27897500663123886,0.9395180764895834,0.47963846394838117,False,False
U56,QUANTILE,RESPREAD,0.25,0.5,M,0.05221406832673092,1.2146465424458537,-0.0697971315378969,1.2318237642521155,0.050528620125410484,-0.06979713153789713,1.3365110157193751,1.150775886216486,False,False
