panel,topk_4b,topk_n,topk_4a,cells_4b,anchor_4b,anchor_full_Sharpe,best_topk,best_topk_full_Sharpe,best_topk_oos_Sharpe
U56,4,54,0,7,True,1.1289540511462697,k=24/EXPANDING/SHARPE,1.1416101969668035,1.1703243965388124
B135,0,54,0,1,False,1.040302315196114,k=6/ROLL1260/CAGR,1.1474135555343299,1.0526689291050944
SMALL663,0,54,0,0,False,0.5336309510940064,k=1/EXPANDING/CAGR,1.0900000054520051,1.0501270082459815
