panel,ladder,claimset,mult,floor,pick,margin,below,rungs,tie_n,tie_share,whole_ladder,ties,argmax_CAGR,argmax_Sharpe,argmax_MaxDD,argmax_H1,argmax_H2,argmax_OOS_CAGR,argmax_OOS_Sharpe,argmax_OOS_MaxDD,tie_CAGR,tie_Sharpe,tie_MaxDD,tie_H1,tie_H2,tie_OOS_CAGR,tie_OOS_Sharpe,tie_OOS_MaxDD,d_OOS_Sharpe,d_OOS_CAGR,d_OOS_MaxDD,d_Sharpe,tie_drift_OOS_Sharpe,d_OOS_Sharpe_drift,argmax_in_tie_adv,tie_oos_lo,tie_oos_hi,argmax_oos_rank,argmax_4b_full,tie_4b_full,argmax_4b_oos,tie_4b_oos,argmax_4a,tie_4a
U56,L_N,CORE,0.0,0.0,40,0.010077615517875893,False,9,1,0.1111111111111111,False,40,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.0,0.0,0.0,0.0,1.0983460997969097,4.218847493575595e-15,,1.0983460997969055,1.0983460997969055,,False,False,False,False,False,False
U56,L_N,CORE,0.5,0.00725,40,0.010077615517875893,False,9,1,0.1111111111111111,False,40,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.0,0.0,0.0,0.0,1.0983460997969097,4.218847493575595e-15,,1.0983460997969055,1.0983460997969055,,False,False,False,False,False,False
U56,L_N,CORE,1.0,0.0145,40,0.010077615517875893,True,9,2,0.2222222222222222,False,12|40,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.15634142022741648,1.1845150213665334,-0.20085996713924759,1.3020436159887734,1.0967525856460276,0.1651010867192919,1.1807066646092546,-0.20085996713924748,0.0823605648123491,0.025133699923318265,0.028981921396715737,0.05775373112395932,1.181556428510287,0.08321032871338163,-0.07749089211418592,1.0983460997969055,1.1758369919110914,0.0,False,True,False,True,False,False
U56,L_N,CORE,2.0,0.029,40,0.010077615517875893,True,9,2,0.2222222222222222,False,12|40,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.15634142022741648,1.1845150213665334,-0.20085996713924759,1.3020436159887734,1.0967525856460276,0.1651010867192919,1.1807066646092546,-0.20085996713924748,0.0823605648123491,0.025133699923318265,0.028981921396715737,0.05775373112395932,1.181556428510287,0.08321032871338163,-0.07749089211418592,1.0983460997969055,1.1758369919110914,0.0,False,True,False,True,False,False
U56,L_N,CORE,3.0,0.043500000000000004,40,0.010077615517875893,True,9,4,0.4444444444444444,False,10|12|15|40,0.13457634739318403,1.126761290242574,-0.229841888535963,1.2715954869397383,1.0254030641968146,0.13996738679597365,1.0983460997969055,-0.2298418885359632,0.16382210176886924,1.1757108725591063,-0.1886374268280009,1.2876405496322505,1.0920438772457826,0.17458684293902849,1.1792557347746604,-0.188637426828001,0.08090963497775494,0.03461945614305484,0.041204461707962214,0.048949582316532236,1.1735098229028589,0.07516372310595343,-0.05559638931005462,1.095423418561058,1.1905670568487305,0.3333333333333333,False,True,False,True,False,False
U56,L_H,CORE,0.0,0.0,21,0.008473870542789808,False,4,1,0.25,False,21,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.0,0.0,0.0,0.0,1.142623045544898,1.1102230246251565e-15,,1.142623045544897,1.142623045544897,,True,True,True,True,False,False
U56,L_H,CORE,0.5,0.00725,21,0.008473870542789808,False,4,1,0.25,False,21,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.0,0.0,0.0,0.0,1.142623045544898,1.1102230246251565e-15,,1.142623045544897,1.142623045544897,,True,True,True,True,False,False
U56,L_H,CORE,1.0,0.0145,21,0.008473870542789808,True,4,2,0.5,False,21|63,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.17284412101990543,1.1719050746838224,-0.23175837347192585,1.2668009072273267,1.1087031624310775,0.18245737224041747,1.1510201598900116,-0.23175837347192585,0.008397114345114698,0.006773005249544717,-0.03698276281375368,0.009405997685389522,1.1488627693897469,0.006239723844849943,0.02436349634428292,1.118259549200614,1.142623045544897,1.0,True,False,True,False,False,False
U56,L_H,CORE,2.0,0.029,21,0.008473870542789808,True,4,2,0.5,False,21|63,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.17284412101990543,1.1719050746838224,-0.23175837347192585,1.2668009072273267,1.1087031624310775,0.18245737224041747,1.1510201598900116,-0.23175837347192585,0.008397114345114698,0.006773005249544717,-0.03698276281375368,0.009405997685389522,1.1488627693897469,0.006239723844849943,0.02436349634428292,1.118259549200614,1.142623045544897,1.0,True,False,True,False,False,False
U56,L_H,CORE,3.0,0.043500000000000004,21,0.008473870542789808,True,4,3,0.75,False,21|63|126,0.1679622583830449,1.162499076998433,-0.19477561065817217,1.2475793246388016,1.101893004019132,0.17568436699087275,1.142623045544897,-0.19477561065817217,0.17472110271478658,1.1937221611388462,-0.21475554281303677,1.2873770643764617,1.1272666436041525,0.1852412509492658,1.1854189974408567,-0.21475554281303666,0.04279595189595975,0.009556883958393048,-0.019979932154864488,0.031223084140413304,1.1811610856532309,0.03853804010833395,-0.004425225010955769,1.118259549200614,1.1758369919110914,0.5,True,False,True,False,False,False
