metric,norm,IS_n,IS_rho,IS_t,OOS_n,OOS_rho,OOS_t,OOS_p
Sharpe,raw,1492,0.013523033843479875,0.521852729562988,2201,0.2984111033962554,14.42933927642377,0.0
Sharpe,z,1492,-0.20666756162469008,-8.09133743742802,2201,-0.02278051295048097,-1.068199783965422,0.2854304022084715
Sharpe,rng,1492,-0.17530432329563586,-6.835168378424887,2201,-0.02228270051138613,-1.0448490716614296,0.29609273087401133
CAGR,raw,1327,0.12227365906747659,4.471522396012586,1454,0.6067223202988051,26.806014731948633,0.0
CAGR,z,1327,-0.13272920586929368,-4.85825715345898,1454,0.2854576402881925,11.184338753505848,0.0
CAGR,rng,1327,-0.1393169174249946,-5.102482644040993,1454,0.2444589069559095,9.504370148747903,0.0
MaxDD,raw,1303,0.3221829258121024,12.045460528769965,1364,0.45446463655176067,18.088487923002152,0.0
MaxDD,z,1303,0.07328127188951725,2.6469387858471523,1364,-0.16458526997888015,-6.127569863665114,8.923142225114589e-10
MaxDD,rng,1303,0.013836542200480435,0.4989154645204646,1364,-0.20559212405084637,-7.694307563184942,1.4210854715202004e-14
Calmar,raw,0,,,0,,,
Calmar,z,0,,,0,,,
Calmar,rng,0,,,0,,,
