panel,arm,key,m,n,q_star_IS,q_star_OOS,qN_IS,qN_OOS,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,full_CAGR,full_Sharpe,full_MaxDD,H1,H2,pass4a,fail4b,fail4b_oos,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V1_OOS_CAGR,V1_OOS_Sharpe,V1_OOS_MaxDD
u56,A_BELOW,R6,0.1,4,,,0.03,0.2920983354516775,1.124803955139415,0.20079395276090994,0.19456982136218604,0.9693042815881965,-0.22447420667903906,0.19737992496288315,1.0311650814600761,-0.2244742066790405,1.0838605689563041,0.993693875718583,False,DD,"H1,DD",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,N_BELOW,R6,0.03,2,,,0.03,0.2920983354516775,0.9689138599402677,0.22287842262409963,0.2241668588820087,0.9175561173001828,-0.2590429933771773,0.2235841516208863,0.9391051865333749,-0.2590429933771773,0.9353030450491885,0.9442079680209297,False,"H1,DD","H2,DD",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,N_ABOVE,R6,0.1,4,,,0.03,0.2920983354516775,1.124803955139415,0.20079395276090994,0.19456982136218604,0.9693042815881965,-0.22447420667903906,0.19737992496288315,1.0311650814600761,-0.2244742066790405,1.0838605689563041,0.993693875718583,False,DD,"H1,DD",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,A_NONE,NONE,0.1,4,,,0.03,0.2920983354516775,1.0681359539022224,0.1886048895729009,0.20021133575319228,0.981820595790861,-0.24299236677072433,0.19494975553492955,1.0141260874026305,-0.242992366770724,1.0694534346973736,0.9763356720377309,False,DD,DD,0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
u56,N_NONE,NONE,0.03,2,,,0.03,0.2920983354516775,0.8826595758148738,0.19644302833930105,0.19474226788534743,0.8268268345476769,-0.25979982500932397,0.19551093112402285,0.8503068449969838,-0.2597998250093234,0.8378368347422906,0.8631480158424841,False,"H1,OOS,DD","H1,H2,OOS,DD",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07730300522922962,0.747063834691694,-0.13827796154480798
broad,A_BELOW,R6,0.15,14,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,1.161577096094471,0.1691986930471885,0.13244829804930025,0.8704740668013373,-0.21051221603418213,0.14891892329401069,0.9946455054548837,-0.21051221603418202,1.237295913711505,0.7836682480747118,True,"H2,OOS,DD","H1,OOS,DD",0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,A_ABOVE,RND,1.0,91,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,1.0453033643813088,0.1104749502292608,0.1054805066507587,1.012136130468535,-0.17838434268436587,0.10773585052638746,1.0273189014863495,-0.1783843426843662,1.1572280440222258,0.9053615892408958,True,-,CAGR,0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,N_BELOW,R6,0.03,3,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,1.0019544602500066,0.20400337059738227,0.15513044527510766,0.7277648714426843,-0.28694530708315646,0.17697664564634463,0.8406397421261314,-0.28694530708315624,1.0122526031707857,0.6988733658940404,False,"H2,OOS,DD","H1,H2,OOS,DD",0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,N_ABOVE,R6,0.15,14,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,1.161577096094471,0.1691986930471885,0.13244829804930025,0.8704740668013373,-0.21051221603418213,0.14891892329401069,0.9946455054548837,-0.21051221603418202,1.237295913711505,0.7836682480747118,True,"H2,OOS,DD","H1,OOS,DD",0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,A_NONE,NONE,0.15,14,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,1.0627015925839383,0.1519904570808428,0.12675734109715964,0.8314381919772577,-0.21579823921837338,0.13809677058096992,0.9287659279657042,-0.2157982392183735,1.1535494741671304,0.7376464203169717,False,"H2,OOS,DD","H1,H2,OOS,DD",0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
broad,N_NONE,NONE,0.03,3,0.9841302499030323,0.9458208995160106,0.03,0.6750223713081327,0.8915384287931737,0.17899640608954592,0.12084327654350835,0.594003206994718,-0.363906160883011,0.14677197883200743,0.7163789355293171,-0.3639061608830103,0.8553872438505843,0.6026522068496709,False,"H1,H2,OOS,DD","H1,H2,OOS,DD",0.1545044425578177,0.8820239235972316,-0.3371595330739301,0.05941502665859644,0.5762505378038233,-0.2119126361153264
small,A_BELOW,INV,0.15,21,0.7726444574808149,0.9862356917485561,0.03,0.03,0.8047104638509732,0.09303346449314787,0.03680299776981677,0.33371363470480786,-0.34467841753871997,0.05792204161748704,0.4982170126762639,-0.3446784175387202,0.8459854488377924,0.2193203739393575,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,A_ABOVE,R6,1.0,141,0.7726444574808149,0.9862356917485561,0.03,0.03,0.44279305239480227,0.0485097928345537,0.03409589227857479,0.3069811547594177,-0.4009051252357606,0.0395755814712786,0.35392132798254017,-0.40090512523576083,0.4530634560712967,0.28026788038810835,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,N_BELOW,INV,0.03,4,0.7726444574808149,0.9862356917485561,0.03,0.03,0.7842984224596498,0.11599826685295578,0.04942258164153257,0.3884019513725877,-0.4435314637678661,0.07435909405292374,0.5397740426351018,-0.44353146376786545,0.7440611359913802,0.3479991040383991,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,N_ABOVE,INV,0.15,21,0.7726444574808149,0.9862356917485561,0.03,0.03,0.8047104638509732,0.09303346449314787,0.03680299776981677,0.33371363470480786,-0.34467841753871997,0.05792204161748704,0.4982170126762639,-0.3446784175387202,0.8459854488377924,0.2193203739393575,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,A_NONE,NONE,0.15,21,0.7726444574808149,0.9862356917485561,0.03,0.03,0.39547925470683953,0.05042841750541727,0.07460189798330563,0.4952424068248316,-0.3243760569589571,0.06530750520511197,0.4593686770172903,-0.324376056958956,0.592075843496627,0.3545731662657115,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
small,N_NONE,NONE,0.03,4,0.7726444574808149,0.9862356917485561,0.03,0.03,-0.05161706191608612,-0.040989298897899484,0.1010372470656864,0.4794985680706325,-0.3951682639499182,0.044485020576544576,0.29606740416095917,-0.3951682639499178,0.28468027314915884,0.3072911006279565,False,"H1,H2,OOS,DD,CAGR","H1,H2,OOS,DD,CAGR",0.15450717694493266,0.8820107671822842,-0.33717235283398284,0.07921670849894169,0.5806618551671671,-0.3283573771619781
