panel,g,cad,bps,conv,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_CAGR,spy_Sharpe,spy_MaxDD,floor,cap,L_CAGR,L_DD,L_H1,L_H2,O_CAGR,O_DD,O_SH,keep4b_full,keep4b_oos,keep4b_both,keep4a,turnover
U56,0.25,W,0,K0_spy_free,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,0,K1_spy_own_turnover,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,0,K2_spy_flat2x,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,0,K3_both_free,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,5,K0_spy_free,0.028805422049576368,1.2138244852279476,-0.04094527244352497,1.2391458344876662,1.1944931244523052,0.03148452044119687,1.2902442845538153,-0.04094527244352508,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,5,K1_spy_own_turnover,0.028805422049576368,1.2138244852279476,-0.04094527244352497,1.2391458344876662,1.1944931244523052,0.03148452044119687,1.2902442845538153,-0.04094527244352508,0.15103841734121093,0.8834114288592465,-0.33724282586515997,0.10572689213884764,-0.20234569551909598,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,5,K2_spy_flat2x,0.028805422049576368,1.2138244852279476,-0.04094527244352497,1.2391458344876662,1.1944931244523052,0.03148452044119687,1.2902442845538153,-0.04094527244352508,0.15023751103075367,0.8794868050191693,-0.3372342226359488,0.10516625772152756,-0.20234053358156928,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,5,K3_both_free,0.029117307817748683,1.2266605481837074,-0.04089894593771637,1.2520869344132197,1.2072716732264026,0.031799196705543986,1.3028192140568722,-0.04089894593771637,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,10,K0_spy_free,0.028493627677568023,1.2009827961235864,-0.040991597997400486,1.2261987330206883,1.1817092437177028,0.031169937079920107,1.2776636542336948,-0.040991597997400375,0.15138775414341277,0.8851350676423309,-0.33717256724185307,0.10597142790038894,-0.20230354034511183,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
U56,0.25,W,10,K1_spy_own_turnover,0.028493627677568023,1.2009827961235864,-0.040991597997400486,1.2261987330206883,1.1817092437177028,0.031169937079920107,1.2776636542336948,-0.040991597997400375,0.1506891829879744,0.881687759650448,-0.3373130794920196,0.10548242809158208,-0.20238784769521176,False,True,True,True,False,True,True,False,False,False,False,0.6062768598393591
