panel,policy,bar,admitted,book,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,spy_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_MaxDD,H1,H2,MaxDD,CAGR,pass4a,pass4b
U56,NOGATE,1e-06,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,NOGATE,0.0001,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,NOGATE,0.0005,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,NOGATE,0.001,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,NOGATE,0.01,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,NOGATE,0.1,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,ARTEFACT,1e-06,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,ARTEFACT,0.0001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,ARTEFACT,0.0005,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,ARTEFACT,0.001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,ARTEFACT,0.01,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,ARTEFACT,0.1,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,CONST3,1e-06,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3,0.0001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3,0.0005,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3,0.001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3,0.01,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,CONST3,0.1,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,CONST4,1e-06,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST4,0.0001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST4,0.0005,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST4,0.001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST4,0.01,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,CONST4,0.1,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
U56,CONST3+q,1e-06,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3+q,0.0001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3+q,0.0005,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3+q,0.001,0,NONE,,,,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,,,,,False,False
U56,CONST3+q,0.01,9,g1.00-M,0.12855556379687694,1.2324804732353007,-0.1855549063124261,1.2834365112057167,0.872122672456382,0.15237187725667578,-0.33717256775620263,1.2280801816035103,1.1416397257974413,-0.1855549063124261,0.11928718159950513,False,True
