panel,stat,n_i,n_j,gap,abs_gap,boot_sd,sign_agreement,resolved90
U56,EDGE,5,8,0.5994752659606357,0.5994752659606357,1.9335938768073229,0.633,False
U56,EDGE,5,10,-0.2550469135098714,0.2550469135098714,2.232267712588386,0.498,False
U56,EDGE,5,12,-0.8697950031335226,0.8697950031335226,2.721791606199512,0.592,False
U56,EDGE,5,15,0.735186279996114,0.735186279996114,2.99584677007352,0.614,False
U56,EDGE,5,20,0.8322647700773951,0.8322647700773951,3.2690788453881714,0.63,False
U56,EDGE,5,25,2.997786824173443,2.997786824173443,3.447008112514418,0.838,False
U56,EDGE,5,30,4.404736104082286,4.404736104082286,3.4990249466266747,0.908,True
U56,EDGE,5,40,5.536852669862691,5.536852669862691,3.611278454236028,0.948,True
U56,EDGE,8,10,-0.8545221794705071,0.8545221794705071,1.0837967815162217,0.721,False
U56,EDGE,8,12,-1.4692702690941584,1.4692702690941584,1.5658333850901567,0.78,False
U56,EDGE,8,15,0.13571101403547825,0.13571101403547825,1.849273085627507,0.538,False
U56,EDGE,8,20,0.23278950411675936,0.23278950411675936,2.0418185309007946,0.55,False
U56,EDGE,8,25,2.398311558212807,2.398311558212807,2.2313420538673134,0.879,False
U56,EDGE,8,30,3.8052608381216495,3.8052608381216495,2.3381574978350033,0.957,True
U56,EDGE,8,40,4.937377403902055,4.937377403902055,2.496160498436714,0.973,True
U56,EDGE,10,12,-0.6147480896236512,0.6147480896236512,1.1774001596099728,0.698,False
U56,EDGE,10,15,0.9902331935059854,0.9902331935059854,1.5372939640116672,0.686,False
U56,EDGE,10,20,1.0873116835872665,1.0873116835872665,1.780356389026644,0.695,False
U56,EDGE,10,25,3.2528337376833143,3.2528337376833143,1.931412064887832,0.95,True
U56,EDGE,10,30,4.659783017592156,4.659783017592156,2.0400624804868936,0.985,True
U56,EDGE,10,40,5.791899583372562,5.791899583372562,2.19045382029043,0.992,True
U56,EDGE,12,15,1.6049812831296366,1.6049812831296366,0.9134021503639623,0.933,True
U56,EDGE,12,20,1.7020597732109177,1.7020597732109177,1.202737282450381,0.905,True
U56,EDGE,12,25,3.8675818273069655,3.8675818273069655,1.3754959983710573,0.997,True
U56,EDGE,12,30,5.274531107215807,5.274531107215807,1.5498184465783342,1.0,True
U56,EDGE,12,40,6.406647672996213,6.406647672996213,1.7314279131439407,1.0,True
U56,EDGE,15,20,0.09707849008128111,0.09707849008128111,0.8316754794561722,0.565,False
U56,EDGE,15,25,2.262600544177329,2.262600544177329,1.0419845945262431,0.992,True
U56,EDGE,15,30,3.6695498240861713,3.6695498240861713,1.1902508238050744,1.0,True
U56,EDGE,15,40,4.801666389866577,4.801666389866577,1.3538217373051018,1.0,True
U56,EDGE,20,25,2.165522054096048,2.165522054096048,0.6551295824987976,0.999,True
U56,EDGE,20,30,3.57247133400489,3.57247133400489,0.9096123515888359,1.0,True
U56,EDGE,20,40,4.704587899785295,4.704587899785295,1.1137205687137524,1.0,True
U56,EDGE,25,30,1.4069492799088423,1.4069492799088423,0.5629335628755756,0.994,True
U56,EDGE,25,40,2.539065845689248,2.539065845689248,0.793543372395836,1.0,True
U56,EDGE,30,40,1.1321165657804055,1.1321165657804055,0.4975863543410314,0.995,True
U56,EDGE_FIXNULL,5,8,0.5994752659606357,0.5994752659606357,1.810915044473281,0.638,False
U56,EDGE_FIXNULL,5,10,-0.2550469135098714,0.2550469135098714,2.1575818454428815,0.553,False
U56,EDGE_FIXNULL,5,12,-0.8697950031335226,0.8697950031335226,2.5726866560428236,0.652,False
U56,EDGE_FIXNULL,5,15,0.735186279996114,0.735186279996114,2.864014470268852,0.597,False
U56,EDGE_FIXNULL,5,20,0.8322647700773951,0.8322647700773951,3.1104275234356606,0.601,False
U56,EDGE_FIXNULL,5,25,2.997786824173443,2.997786824173443,3.366521286537223,0.821,False
U56,EDGE_FIXNULL,5,30,4.404736104082286,4.404736104082286,3.4156731449927618,0.905,True
U56,EDGE_FIXNULL,5,40,5.536852669862691,5.536852669862691,3.5460781540020267,0.942,True
U56,EDGE_FIXNULL,8,10,-0.8545221794705071,0.8545221794705071,0.9662776499852515,0.814,False
