panel,cycle,phase,full_CAGR,full_Sharpe,full_MaxDD,h1_CAGR,h1_Sharpe,h1_MaxDD,h2_CAGR,h2_Sharpe,h2_MaxDD,oos_CAGR,oos_Sharpe,oos_MaxDD,is__CAGR,is__Sharpe,is__MaxDD,a_H1,a_H2,a_DD,b_H1,b_H2,b_OOS,b_DD,b_CAGR,pass4a,pass4b
U56,CAL_W,-1,0.15714672654911843,1.1479799954464627,-0.19127561830465023,0.1498542304081545,1.2126871756821322,-0.13952273332906917,0.16448547246554002,1.1050095733306262,-0.19127561830465045,0.1716196082191408,1.1759465345181017,-0.19127561830465023,0.13979903866882748,1.115763519905964,-0.13952273332906917,False,False,False,True,True,True,True,True,False,True
U56,CAL_M,-1,0.1436115470777939,1.0638769680699973,-0.23077357854819602,0.14395183380738774,1.2203446609333453,-0.13834878202925438,0.1432713615719181,0.9608361321811378,-0.2307735785481958,0.15395528852603202,1.0498080126906935,-0.2307735785481958,0.1311660720391883,1.0996848695318273,-0.13834878202925438,False,False,False,True,True,True,False,True,False,False
U56,P5,0,0.16088649151014267,1.1609034815239196,-0.22148613995832345,0.14894923150284334,1.2412154171121794,-0.12963407623263534,0.17294777629815017,1.1173584090713449,-0.2214861399583239,0.17659947446241864,1.1687272645831848,-0.22148613995832356,0.14207352279255447,1.1648929832247232,-0.12963407623263534,True,False,False,True,True,True,False,True,False,False
U56,P5,1,0.14377590903267978,1.05676514310741,-0.21368005312585292,0.14570343437115274,1.222586097924297,-0.13711696428259024,0.14185162655254113,0.9460572472003274,-0.2136800531258526,0.15013816061316,1.0200847868357172,-0.2136800531258526,0.1360915580794939,1.1260713784357277,-0.13711696428259024,False,False,False,True,True,True,False,True,False,False
U56,P5,2,0.1536251063427332,1.1056097413826507,-0.21839225030270037,0.14947204962304617,1.243845078954186,-0.13089394588023218,0.1577931681076692,1.0198518125521259,-0.21839225030270082,0.1694032057074315,1.1114941267530734,-0.2183922503027006,0.13473709680777612,1.1146560825086427,-0.13089394588023218,True,False,False,True,True,True,False,True,False,False
U56,P5,3,0.15947625107816443,1.1491685644322096,-0.22103148328375422,0.15452558046634657,1.272474653489106,-0.1285524101669716,0.16444815044395766,1.0704855824347501,-0.2210314832837541,0.1718101339300857,1.139311101985469,-0.221031483283754,0.1446621518318394,1.1791369851403626,-0.1285524101669716,True,False,False,True,True,True,False,True,False,False
U56,P5,4,0.15474206713172656,1.1053404761627228,-0.23155329943045888,0.15112101215752194,1.243750382412063,-0.13149572104388407,0.1583745127755376,1.018255821891303,-0.2315532994304591,0.16661421904275775,1.0905354739789372,-0.231553299430459,0.1404769807823245,1.144961158160531,-0.13149572104388407,True,False,False,True,True,True,False,True,False,False
U56,P21,0,0.14509442626082936,1.040402688404504,-0.2346883417979354,0.14439186093369893,1.1861959667572561,-0.13302767709534047,0.14579742290703468,0.9456943909074562,-0.23468834179793518,0.15796547747946987,1.0392971430598144,-0.23468834179793552,0.1296453407824254,1.0570944474253035,-0.13302767709534047,False,False,False,True,True,True,False,True,False,False
U56,P21,1,0.15188284533898266,1.0641690159039963,-0.27267394987492477,0.14991552777688244,1.2149135501978428,-0.13959565367111149,0.15385352865995539,0.9695570484620163,-0.27267394987492466,0.16268606533930208,1.0444404729879695,-0.27267394987492477,0.13888929237060865,1.111490948559085,-0.13959565367111149,False,False,False,True,True,True,False,True,False,False
U56,P21,2,0.14716506828950848,1.0508510893654555,-0.2508155729000082,0.1429008137727401,1.1804690879051618,-0.1427594235840386,0.15144523308157387,0.9712373943222985,-0.2508155729000078,0.15877539982964128,1.0391268860511453,-0.2508155729000079,0.13321212282506423,1.0850085087126147,-0.1427594235840386,False,False,False,True,True,True,False,True,False,False
