panel,q,gross_premium,breakeven_bps,label
U56,0.05,-0.14113825205693564,0.0,<0
U56,0.1,-0.10748907537315966,0.0,<0
U56,0.15,-0.0235761118713671,0.0,<0
U56,0.2,-0.010148875638047894,0.0,<0
U56,0.3,0.03333890227011427,11.403515521710307,11.4
U56,0.4,0.01383361778731329,4.923146701006622,4.9
U56,0.5,0.007343022485259976,3.219696812749012,3.2
U56,0.6,-0.011892950969869087,0.0,<0
U56,0.7,-0.017345714971908954,0.0,<0
U56,0.8,0.020397705600798455,16.163701111064764,16.2
U56,0.9,0.03837111222643719,inf,>30
B136,0.05,-0.11537278200125256,0.0,<0
B136,0.1,-0.06468343493107476,0.0,<0
B136,0.15,-0.1107329943788905,0.0,<0
B136,0.2,-0.14299608399269248,0.0,<0
B136,0.3,-0.13272005046755098,0.0,<0
B136,0.4,-0.07888231407642765,0.0,<0
B136,0.5,-0.043126159080904225,0.0,<0
B136,0.6,-0.03598185044280422,0.0,<0
B136,0.7,-0.01754976711823386,0.0,<0
B136,0.8,-0.003947517315213256,0.0,<0
B136,0.9,0.013969422040591706,20.700798015616883,20.7
ETF36,0.05,-0.3389468700643012,0.0,<0
ETF36,0.1,-0.43952818793885373,0.0,<0
ETF36,0.15,-0.3319106803973364,0.0,<0
ETF36,0.2,-0.21763098097152134,0.0,<0
ETF36,0.3,-0.03558828404153824,0.0,<0
ETF36,0.4,-0.07095849063211135,0.0,<0
ETF36,0.5,-0.03052484856546045,0.0,<0
ETF36,0.6,0.05439827209264858,19.196811097072867,19.2
ETF36,0.7,0.07891598595435767,inf,>30
ETF36,0.8,0.042171656329364704,24.57255416598657,24.6
ETF36,0.9,0.007700619278563137,6.400342279941028,6.4
BSTK100,0.05,-0.07363962329241946,0.0,<0
BSTK100,0.1,-0.004286810178064204,0.0,<0
BSTK100,0.15,-0.016694065061696017,0.0,<0
BSTK100,0.2,0.0017234990327064104,0.4618803064307797,0.5
BSTK100,0.3,-0.017718892434191336,0.0,<0
BSTK100,0.4,-0.019889346664530017,0.0,<0
BSTK100,0.5,-0.0018840417657801645,0.0,<0
BSTK100,0.6,0.014529810816018784,6.8078011284217315,6.8
BSTK100,0.7,-0.006164323157777929,0.0,<0
BSTK100,0.8,0.03471555444298158,29.19062745516197,29.2
BSTK100,0.9,0.03129527069511262,inf,>30
SMALL439,0.05,0.0011771963007190522,0.3990181849012371,0.4
SMALL439,0.1,0.04118480595896595,13.827209613344179,13.8
SMALL439,0.15,0.08544442345452868,29.827486866010293,29.8
SMALL439,0.2,0.12788618780173805,inf,>30
SMALL439,0.3,0.18799831395464123,inf,>30
SMALL439,0.4,0.13046992716930478,inf,>30
SMALL439,0.5,0.1255648908043086,inf,>30
SMALL439,0.6,0.10390389303740627,inf,>30
SMALL439,0.7,0.06795096520387972,inf,>30
SMALL439,0.8,0.060292279134437354,inf,>30
SMALL439,0.9,0.03580043527567495,inf,>30
