increment,k,n_acted,mean_OOS_Sharpe,mean_OOS_CAGR,KEEP_4a,KEEP_4b,KEEP_4b_OOS
INC_ONE,1,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_ONE,2,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_ONE,3,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_ONE,4,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_ONE,5,15,0.7952924988908954,0.09648218922437739,0,1,1
INC_ONE,6,15,0.7952924988908954,0.09648218922437739,0,1,1
INC_ONE,7,14,0.8197178788185328,0.09831229059287235,0,1,1
INC_ONE,8,14,0.8197178788185328,0.09831229059287235,0,1,1
INC_ONE,9,14,0.8197178788185328,0.09831229059287235,0,1,1
INC_ONE,10,12,0.8362856567863507,0.0951719074087496,0,1,1
INC_ONE,11,11,0.8196185807747642,0.08913939433405402,0,1,1
INC_ONE,12,11,0.8196185807747642,0.08913939433405402,0,1,1
INC_TWO,1,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_TWO,3,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_TWO,5,15,0.7952924988908954,0.09648218922437739,0,1,1
INC_TWO,7,14,0.8197178788185328,0.09831229059287235,0,1,1
INC_TWO,9,14,0.8197178788185328,0.09831229059287235,0,1,1
INC_TWO,11,11,0.8196185807747642,0.08913939433405402,0,1,1
INC_TWO,12,11,0.8196185807747642,0.08913939433405402,0,1,1
INC_REC,1,17,0.8255240948497329,0.10275669294296123,0,1,1
INC_REC,4,15,0.7952924988908954,0.09648218922437739,0,1,1
INC_REC,11,11,0.8196185807747642,0.08913939433405402,0,1,1
INC_REC,12,11,0.8196185807747642,0.08913939433405402,0,1,1
