base,panel,ladder,rung_set,rung_set_moves,stat,is_path,is_trunc,subtape,frac,n,q,inf,floor,med_gap,med_sd,med_ratio,mean_agree,n_pairs
11311131,U56,N,CORE,False,CAGR,False,False,F1_1,1,4445,0.8,False,2.81456674549878,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,CORE,False,CAGR,False,False,F1_1,1,4445,0.9,True,,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,CORE,False,CAGR,False,False,F1_1,1,4445,0.95,True,,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,EXT,False,CAGR,False,False,F1_1,1,4445,0.8,False,2.81456674549878,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,EXT,False,CAGR,False,False,F1_1,1,4445,0.9,True,,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,EXT,False,CAGR,False,False,F1_1,1,4445,0.95,True,,1.7573039774368642,1.6545578239541292,1.1772505810760716,0.8361666666666666,36
11311131,U56,N,CORE,False,VOL,False,False,F1_1,1,4445,0.8,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,CORE,False,VOL,False,False,F1_1,1,4445,0.9,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,CORE,False,VOL,False,False,F1_1,1,4445,0.95,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,EXT,False,VOL,False,False,F1_1,1,4445,0.8,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,EXT,False,VOL,False,False,F1_1,1,4445,0.9,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,EXT,False,VOL,False,False,F1_1,1,4445,0.95,False,0.3626412625211959,2.0173000342469853,0.47663873590831146,4.230668618384167,0.9970000000000001,36
11311131,U56,N,CORE,False,SHARPE,False,False,F1_1,1,4445,0.8,False,0.14258335591523463,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
11311131,U56,N,CORE,False,SHARPE,False,False,F1_1,1,4445,0.9,False,0.17620444039564875,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
11311131,U56,N,CORE,False,SHARPE,False,False,F1_1,1,4445,0.95,True,,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
11311131,U56,N,EXT,False,SHARPE,False,False,F1_1,1,4445,0.8,False,0.14258335591523463,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
11311131,U56,N,EXT,False,SHARPE,False,False,F1_1,1,4445,0.9,False,0.17620444039564875,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
11311131,U56,N,EXT,False,SHARPE,False,False,F1_1,1,4445,0.95,True,,0.048030778679937325,0.08977836075412451,0.6370904656659644,0.7265277777777778,36
