panel,rule,weighting,n_books,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,A_H1,A_H2,A_DD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,O_S,O_DD,O_CAGR,gap_vs_anchor,se_gap,t_gap,gap_oos,se_gap_oos,t_gap_oos
U56,SPY,-,0,0.15064126359634944,0.8813847249453147,-0.33717235283398306,0.9597999995398193,0.816962418380113,0.1495879480621758,0.8986371692746725,-0.22061944945147527,0.15150873781069918,0.8684062229066973,-0.33717235283398317,,,,,,,,,,,,,,,,,
U56,RULESv2,-,0,0.08596674107694668,1.1980493437933688,-0.12054948821512834,1.2329431768271246,1.170223997727388,0.07609485732336885,1.104270720249456,-0.07887205423477206,0.09415798496154681,1.2714387324337506,-0.12054948821512845,,,,,,,,,,,,,,,,,
U56,RULESv1,-,0,0.06341922148565571,0.6540290002383303,-0.13827850268522035,0.6588118359987316,0.6537465666425721,0.049778819254169715,0.5588460453577415,-0.1310374922183466,0.0747764389388752,0.7252955804522804,-0.13827850268522057,,,,,,,,,,,,,,,,,
U56,R_ANCHOR,W_ROWS,1,0.1552266707486334,1.1371863874117727,-0.19127561830465067,1.2034122806558776,1.093148288780285,0.13846595873168588,1.1099530285798627,-0.13952273332906884,0.16920360222620023,1.161514057107269,-0.19127561830465012,False,False,False,True,True,True,True,True,True,True,True,,,,,,
U56,R_RESOLVED,W_ROWS,443,0.14058305994918174,1.1594911532089036,-0.16917620929716926,1.2503798766630845,1.0959227057821639,0.12780625707037907,1.1526799848479907,-0.12486975430587666,0.15120530132217347,1.1695720870619701,-0.16917620929716903,True,False,False,True,True,True,True,True,True,True,True,0.02230476579713092,0.02178552664120649,1.0238341337565973,0.008058029954701063,0.032004248297274905,0.2517800099490913
U56,R_RESOLVED,W_BOOKS,26,0.14949644027343068,1.160703720512357,-0.18376273406024501,1.2659634264302986,1.086459258150033,0.13758057734971496,1.170458653157447,-0.1350004618813423,0.15939529885140358,1.1595139363389209,-0.18376273406024524,True,False,False,True,True,True,True,True,True,True,True,0.023517333100584237,0.02692063152221182,0.8735802903130422,-0.0020001207683482125,0.04210372430879913,-0.04750460443068723
U56,R_RESNONANCHOR,W_ROWS,294,0.13307566161542517,1.1686090513693113,-0.15791994592415137,1.2746869973135424,1.0931374791762003,0.12231606784677185,1.1749385964104564,-0.11773425553087813,0.1420068175696334,1.1695997996835619,-0.15791994592415082,True,False,False,True,True,True,True,True,True,True,True,0.031422663957538566,0.034382064604771265,0.9139260343655449,0.008085742576292798,0.04941648698595037,0.1636243907542772
U56,R_RESNONANCHOR,W_BOOKS,23,0.1487254492039325,1.16269415295522,-0.1830079215365199,1.2733760547074418,1.0842989113643915,0.13744442447293603,1.1777434406133809,-0.13505367984278882,0.15809222303475923,1.1578936758198064,-0.1830079215365198,True,False,False,True,True,True,True,True,True,True,True,0.025507765543447247,0.03378641183786932,0.7549711305790988,-0.0036203812874626706,0.04654426655548929,-0.07778361451128493
U56,R_UNRESOLVED,W_ROWS,1170,0.1565105408701708,1.1627885946072056,-0.18875171001550228,1.2505914171916768,1.1020610135018492,0.14176631538275797,1.1528095414117203,-0.13896084521003438,0.16878593512966367,1.1751789273803745,-0.1887517100155015,True,False,False,True,True,True,True,True,True,True,True,0.025602207195432936,0.02338032551637514,1.095032110545323,0.013664870273105478,0.03657819043332532,0.37357972363378084
U56,R_UNRESOLVED,W_BOOKS,25,0.1438040772034781,1.1428451586235475,-0.19228923949257914,1.2550326977969892,1.063266417649173,0.13265741861952907,1.1580835189852847,-0.12718105787636036,0.1530586445908344,1.1381310566970138,-0.19228923949257926,True,False,False,True,True,True,True,True,True,True,True,0.005658771211774827,0.03366818363898102,0.1680747400113115,-0.023383000410255317,0.0493196130523593,-0.4741115950247048
U56,R_ALLPICKS,W_ROWS,1613,0.15213781968301432,1.162193062476529,-0.18341312320499337,1.2507760394276592,1.1007440504692478,0.13793422871410077,1.1529953773393384,-0.13509985759559473,0.16395851437765963,1.174012600377461,-0.18341312320499292,True,False,False,True,True,True,True,True,True,True,True,0.0250066750647564,0.022057503895086976,1.1337037583081335,0.012498543270191842,0.03409428716932702,0.3665876106492168
U56,R_ALLPICKS,W_BOOKS,32,0.14289059285309924,1.1475526887626448,-0.18596715352445747,1.2627172175483585,1.0653301431367417,0.13285580569372257,1.1694321788234034,-0.13002550570635407,0.15121463204436658,1.137981483307708,-0.18596715352445747,True,False,False,True,True,True,True,True,True,True,True,0.010366301350872131,0.03005863801168811,0.3448692967007108,-0.023532573799561085,0.04768033529019022,-0.4935488321618973
B136,SPY,-,0,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403,0.1495976200199005,0.8986655359968392,-0.22058362096015105,0.15331427255204866,0.8767278433896203,-0.3371595330739301,,,,,,,,,,,,,,,,,
B136,RULESv2,-,0,0.07977883927766838,1.0992531359665725,-0.12240985403190008,1.2348466062129893,0.9658157974796912,0.08090803114345624,1.0917033790366668,-0.07898281858216083,0.07884939392053303,1.105887869727878,-0.12240985403190019,,,,,,,,,,,,,,,,,
B136,RULESv1,-,0,0.06411794932166859,0.6375122821596922,-0.2119236647684153,0.7933056859001063,0.5038042148365551,0.07075037768948156,0.728744158381438,-0.09472209621579564,0.05868442548994568,0.570246889585127,-0.2119236647684155,,,,,,,,,,,,,,,,,
B136,R_ANCHOR,W_ROWS,1,0.16040704123612182,1.0634318900924733,-0.20740302267849475,1.2898666135999557,0.8844777366429588,0.16061313997190863,1.1441918935936697,-0.14636241107806824,0.16023726571201902,1.0100346106764955,-0.20740302267849475,True,False,False,True,True,True,False,True,True,False,True,,,,,,
B136,R_RESOLVED,W_ROWS,476,0.14902686052383984,1.0914926570061867,-0.20365077318284197,1.3159716525923661,0.9164234564761657,0.14975653995226512,1.1829429047127917,-0.13308327097298756,0.14842603170079705,1.0312065939442339,-0.20365077318284175,True,False,False,True,True,True,False,True,True,False,True,0.028060766913713397,0.02003111460853548,1.400858986736384,0.021171983267738392,0.029446395711152044,0.7190008405585633
