panel,theta,con,cad,arm,hnd,gross,turn_yr,expo,CAGR,Sharpe,MaxDD,H1,H2,isCAGR,isSharpe,isMaxDD,oCAGR,oSharpe,oMaxDD,pass4a,f4b,pass4b
U56,0.06,RESPREAD,M,MA-THRESH,RTT,0.75,7.4952156925714695,0.75,0.14986826657095076,1.118321226956153,-0.20150409024944327,1.1317156680281693,1.117142804773329,0.1278729547755335,1.0426388476418431,-0.15575460987846534,0.16831957208711068,1.1769681995382457,-0.20150409024944316,False,-,True
U56,0.0,RESPREAD,W,MA-THRESH,DRIFT,0.75,7.602947286623919,0.7502399588264592,0.11551466393347165,1.0913835754263108,-0.18623041492877734,1.1807114195285644,1.025985714122393,0.10560695653746976,1.0734444675159842,-0.10805187183281872,0.12374760726120404,1.1077813550589954,-0.1862304149287769,False,-,True
U56,0.0,RESPREAD,W,MA-THRESH,RTT,0.75,8.838299907320534,0.75,0.1153320044732229,1.0870346513828304,-0.18564259345714762,1.1718695981766194,1.0254900557990636,0.10498394245529763,1.0653030855440393,-0.1089915752682693,0.12393400267267629,1.1062078456997588,-0.1856425934571475,False,-,True
U56,0.0,RESPREAD,M,MA-THRESH,DRIFT,0.75,3.256685456816695,0.7513057039130971,0.12600943140021204,1.1593950929595147,-0.18207818887341787,1.2207120270382843,1.1151307823169634,0.11398704496360357,1.1174177139597457,-0.11434451065819007,0.13601612494262416,1.1930482167782164,-0.18207818887341853,False,-,True
U56,0.0,RESPREAD,M,MA-THRESH,RTT,0.75,4.821628156414033,0.75,0.12539845435011254,1.1442426604465763,-0.18197342104239755,1.2061387011782954,1.0999240289038654,0.11325545994216046,1.1029349338927312,-0.11579710085692352,0.13550658696602835,1.177421364014546,-0.18197342104239755,False,-,True
U56,-0.12,RESPREAD,W,MA-THRESH,DRIFT,0.75,2.713571948352583,0.7502204209998061,0.12106528507913206,1.1324698618328768,-0.20099758942702295,1.2641170102406984,1.0247809234179681,0.12067795195071351,1.1738302267945095,-0.12032905061115895,0.1213846372972458,1.10203795879487,-0.2009975894270234,False,-,True
U56,-0.12,RESPREAD,W,MA-THRESH,RTT,0.75,3.7860216462196266,0.75,0.12081264682057635,1.1271367418891058,-0.19934306631000864,1.2578120611017942,1.0205439190966121,0.12032718217112515,1.1681698647318062,-0.12102300042576086,0.12121293948430134,1.0970332360532844,-0.19934306631000864,False,-,True
U56,-0.12,DEGROSS,D,MOM-D,DRIFT,0.75,4.178544291670015,0.6910138493069474,0.10579591977700464,1.1011826039299275,-0.18782756676929546,1.174416790568823,1.04009177566502,0.09824632750945184,1.057312427702214,-0.11838663405318162,0.11205752059800367,1.1359556634299308,-0.1878275667692959,False,-,True
U56,-0.12,DEGROSS,D,MOM-D,RTT,0.75,4.178544291670015,0.6910138493069474,0.10579591977700464,1.1011826039299275,-0.18782756676929546,1.174416790568823,1.04009177566502,0.09824632750945184,1.057312427702214,-0.11838663405318162,0.11205752059800367,1.1359556634299308,-0.1878275667692959,False,-,True
U56,-0.12,DEGROSS,W,MA-THRESH,DRIFT,0.75,1.6529171967551717,0.6911247331554966,0.10753660020433697,1.1463145954201812,-0.16547703358120536,1.2561163650309595,1.0511743905102868,0.10541187894517612,1.150391338420591,-0.11640313060287988,0.10929092909727478,1.1433283160475058,-0.16547703358120547,False,-,True
U56,-0.12,DEGROSS,W,MA-THRESH,RTT,0.75,2.5073328632828638,0.6908800497241276,0.10740130453802932,1.1415955411457268,-0.16405191761119842,1.2498790273161935,1.0481218982306835,0.10508529763514751,1.1447322065014276,-0.11665366421227019,0.1093138754797447,1.1393922347625411,-0.16405191761119875,False,-,True
U56,-0.12,DEGROSS,W,MOM-D,DRIFT,0.75,1.7929314209197995,0.6907328441715669,0.11002535068818431,1.1303163297426035,-0.17907754985523583,1.2219547976052485,1.0547401885583827,0.10432082654413133,1.1127923842584508,-0.11415870047915255,0.1147493372724755,1.1446611288673647,-0.17907754985523539,False,-,True
U56,-0.12,DEGROSS,W,MOM-D,RTT,0.75,2.6310264328179342,0.6904618670700506,0.11008770980929761,1.127674375700565,-0.17693026791365207,1.2176535037430318,1.053863722320774,0.10415509354744534,1.109115621408418,-0.11470246539060436,0.11500150651894891,1.1428504202630967,-0.17693026791365196,False,-,True
U56,-0.12,DEGROSS,M,MA-THRESH,DRIFT,0.75,0.7696820532945123,0.6933703447705684,0.111804236486857,1.1381039278073146,-0.2012573628460511,1.27341536839154,1.0306185919730466,0.10890528788549858,1.1688827733075189,-0.10945913561785181,0.11419933346419842,1.1171364628994576,-0.20125736284605134,False,-,True
U56,-0.12,DEGROSS,M,MA-THRESH,RTT,0.75,1.998177343972113,0.691938278354875,0.1117102246761894,1.123778704316748,-0.19995615762255436,1.2591667244140583,1.0176410288414253,0.1084616071679061,1.1548379196890524,-0.10894899936995184,0.11439498910703327,1.103037426920446,-0.19995615762255436,False,-,True
U56,-0.12,DEGROSS,M,MOM-D,RTT,0.75,2.0284322820005847,0.6914568447892976,0.11137297219543751,1.1018004321092918,-0.20123974743992967,1.1999812124000353,1.0275700749009162,0.10359442310693212,1.0910046034319325,-0.11129462577995608,0.11782548644891877,1.112292662732526,-0.20123974743992923,False,-,True
B136,0.0,RESPREAD,W,MA-THRESH,DRIFT,0.75,7.840196118285619,0.7502137014260788,0.11659734787379517,1.0585329145142401,-0.20116704846935807,1.1603438392888512,0.97069002144877,0.11283037281019381,1.049418496271481,-0.1122842995966219,0.11971563331408408,1.0659505550392185,-0.20116704846935807,False,-,True
B136,0.0,RESPREAD,W,MA-THRESH,RTT,0.75,9.124497213227015,0.75,0.1164251203478881,1.0540754210310883,-0.19925271661070143,1.1568279879064272,0.9657372604295027,0.11276299226651476,1.0469930333432809,-0.11266981974138202,0.11945635470844129,1.0599159214945004,-0.19925271661070143,False,-,True
B136,-0.12,DEGROSS,D,MOM-D,DRIFT,0.75,4.155294575822123,0.6915415160519496,0.11163558744026791,1.1222602965406479,-0.19836606734154105,1.2527360887843169,1.0016736618669324,0.11350659593706358,1.137844786941405,-0.11553624293787146,0.11009391180530437,1.1091418410792264,-0.19836606734154072,False,-,True
B136,-0.12,DEGROSS,D,MOM-D,RTT,0.75,4.155294575822123,0.6915415160519496,0.11163558744026791,1.1222602965406479,-0.19836606734154105,1.2527360887843169,1.0016736618669324,0.11350659593706358,1.137844786941405,-0.11553624293787146,0.11009391180530437,1.1091418410792264,-0.19836606734154072,False,-,True
B136,-0.12,DEGROSS,W,MA-THRESH,DRIFT,0.75,1.7547290779075264,0.691673116181572,0.11150171040179346,1.1300040423069713,-0.18210263697907547,1.3000895094102582,0.9737229514374078,0.11729663125678247,1.1856256733651496,-0.10870524341494603,0.1067421139936855,1.0840880036945628,-0.1821026369790757,False,-,True
B136,-0.12,DEGROSS,W,MA-THRESH,RTT,0.75,2.6485157561484494,0.6914487282149094,0.1114759444156006,1.1259301958922951,-0.18076103318184422,1.2977894104987389,0.968806449849782,0.11735523528974201,1.1843718461534707,-0.10853386898308748,0.10664738493808401,1.0778915316889368,-0.1807610331818439,False,-,True
B136,-0.12,DEGROSS,W,MOM-D,DRIFT,0.75,1.8293666865861251,0.6916335601036459,0.11608254823245434,1.146970220525835,-0.19041404146264873,1.2910256677850438,1.017012981342305,0.11855761895437134,1.1783710845397266,-0.1115451827842534,0.11404412949172116,1.12130197276027,-0.19041404146264884,False,-,True
B136,-0.12,DEGROSS,W,MOM-D,RTT,0.75,2.699478967382288,0.6913867491365498,0.11621410143354671,1.144194783919779,-0.1883288857103249,1.2894152318655232,1.0139136123740704,0.11869362967984487,1.1778553734149868,-0.11116791191757869,0.11417201850522662,1.1168339873567932,-0.1883288857103248,False,-,True
SMALL439,0.2,DEGROSS,M,MA-THRESH,DRIFT,0.75,1.0481862399989321,0.1322817454629268,0.02471297739250633,0.7131614599179377,-0.04913012883376067,0.5960497542712587,0.8158425777890892,0.017026747270659337,0.6198535999853392,-0.0323571151423695,0.029488971389777907,0.7666031249681843,-0.04913012883376078,True,"H1,H2,OOS,CAGR",False
SMALL439,0.2,DEGROSS,M,MA-THRESH,RTT,0.75,1.7169110945350436,0.13153204696293416,0.025992341373227257,0.7535642825204492,-0.04796249678379616,0.6232019945742556,0.8656913373461748,0.018531597957658796,0.6659179303861033,-0.02959704872549629,0.030627359644453955,0.8045323288948903,-0.047962496783796604,True,"H1,OOS,CAGR",False
SMALL439,0.2,DEGROSS,M,MOM-D,DRIFT,0.75,0.9430063385461451,0.13117931420189688,0.020234722488545298,0.604916790404795,-0.047755618025893565,0.5738064176224174,0.6471471087254439,0.015884520216675746,0.5955005228677244,-0.03278400983864449,0.022930701730386138,0.6193045511558193,-0.047755618025892344,True,"H1,H2,OOS,CAGR",False
SMALL439,0.2,DEGROSS,M,MOM-D,RTT,0.75,1.5379738359220159,0.13064288181079842,0.02132930587035009,0.6325223061217342,-0.04708054605342449,0.6050590539755739,0.6718674034240854,0.0176055381696818,0.6436544934445274,-0.033632812096119236,0.023635903372751788,0.6369220644428849,-0.0470805460534246,True,"H1,H2,OOS,CAGR",False
SMALL439,0.06,DEGROSS,W,MA-THRESH,RTT,0.75,4.320913203401119,0.28589915702507696,0.032331642058524235,0.5917299950634091,-0.1091740655225566,0.5695054251111337,0.6153555059574176,0.031188728285307166,0.6119443243142988,-0.09556688048017337,0.033038136767166604,0.5818859353507139,-0.10917406552255549,True,"H1,H2,OOS,CAGR",False
SMALL439,0.06,DEGROSS,W,MOM-D,DRIFT,0.75,3.247248678572886,0.2860433624998369,0.03162406321548317,0.5795987349634735,-0.09226794745208866,0.5841157778125153,0.5808862780453298,0.03184329823513554,0.6229166936757845,-0.07718961754150355,0.031488687224133116,0.55687242949312,-0.09226794745208777,True,"H1,H2,OOS,CAGR",False
