verdict_set,stat,3,5,9,17,33
V_BAND,CAGR,0.5416666666666666,0.4166666666666667,0.3055555555555556,0.18055555555555555,0.125
V_BAND,MaxDD,0.8888888888888888,0.8055555555555556,0.7638888888888888,0.5277777777777778,0.2638888888888889
V_BAND,Sharpe,0.875,0.8055555555555556,0.6527777777777778,0.4583333333333333,0.20833333333333334
V_RESOLVE,CAGR,0.6666666666666666,0.6666666666666666,0.5925925925925926,0.48148148148148145,0.4074074074074074
V_RESOLVE,MaxDD,0.9444444444444444,0.9814814814814815,0.8333333333333334,0.5,0.25925925925925924
V_RESOLVE,Sharpe,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.6111111111111112,0.3333333333333333
V_SIGN,CAGR,0.5,0.5,0.375,0.2916666666666667,0.16666666666666666
V_SIGN,MaxDD,0.9166666666666666,0.9305555555555556,0.6666666666666666,0.4305555555555556,0.2222222222222222
V_SIGN,Sharpe,0.9166666666666666,0.8055555555555556,0.7222222222222222,0.3611111111111111,0.25
V_TSTAT,CAGR,0.7916666666666666,0.625,0.3194444444444444,0.20833333333333334,0.125
V_TSTAT,MaxDD,1.0,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.2638888888888889
V_TSTAT,Sharpe,1.0,0.9166666666666666,0.6111111111111112,0.4444444444444444,0.2361111111111111
