panel,cost_bps,window,block_L,device,MaxDD_pp,SPY_MaxDD_pp,leg_margin_pp,leg_SE_pp,leg_t,leg_passes,leg_decidable
u56,0.0,FULL,21,ANCHOR_g0.75_b0.03,-12.029812214763801,-33.717256724185305,8.200541819747382,3.489257209003969,2.3502256579383207,True,True
u56,0.0,FULL,21,GROSS_g0.25,-4.089894593771637,-33.717256724185305,16.140459440739548,4.307792864025679,3.7468049068766307,True,True
u56,0.0,FULL,21,GROSS_g0.50,-8.099973069895173,-33.717256724185305,12.13038096461601,3.744191609085624,3.239786376097989,True,True
u56,0.0,FULL,21,GROSS_g1.00,-15.878994540852155,-33.717256724185305,4.351359493659029,3.527786983543172,1.2334530157171486,True,False
u56,0.0,FULL,21,GROSS_g1.25,-19.64710821230099,-33.717256724185305,0.5832458222101948,3.7854444000941,0.15407591832433104,True,False
u56,0.0,FULL,21,GROSS_g1.50,-23.33374697165922,-33.717256724185305,-3.103392937148037,4.171131857739163,-0.7440169821987209,False,False
u56,0.0,FULL,21,BAND_b0.00,-11.966682914684023,-33.717256724185305,8.26367111982716,3.465393599568641,2.384626993267313,True,True
u56,0.0,FULL,21,BAND_b0.06,-13.457366768702927,-33.717256724185305,6.772987265808256,3.244512555175043,2.0875207448358446,True,True
u56,0.0,FULL,21,BAND_b0.09,-14.254036846449447,-33.717256724185305,5.976317188061737,3.141034480680114,1.9026588930560584,True,False
u56,0.0,FULL,21,RULESv1_n5,-13.594389116950811,-33.717256724185305,6.635964917560372,5.4501343497438155,1.2175782268325728,True,False
u56,0.0,FULL,21,SPY,-33.717256724185305,-33.717256724185305,-13.486902689674121,3.4296280451223837,-3.9324680438320976,False,True
u56,0.0,FULL,63,ANCHOR_g0.75_b0.03,-12.029812214763801,-33.717256724185305,8.200541819747382,2.8519071716241537,2.875458886369431,True,True
u56,0.0,FULL,63,GROSS_g0.25,-4.089894593771637,-33.717256724185305,16.140459440739548,3.4996159330959737,4.612065937892994,True,True
u56,0.0,FULL,63,GROSS_g0.50,-8.099973069895173,-33.717256724185305,12.13038096461601,3.0764161073336855,3.9430234862244795,True,True
u56,0.0,FULL,63,GROSS_g1.00,-15.878994540852155,-33.717256724185305,4.351359493659029,2.8313878828298362,1.5368291713214701,True,False
u56,0.0,FULL,63,GROSS_g1.25,-19.64710821230099,-33.717256724185305,0.5832458222101948,2.9839654800202844,0.19545997636883858,True,False
u56,0.0,FULL,63,GROSS_g1.50,-23.33374697165922,-33.717256724185305,-3.103392937148037,3.256490779656682,-0.9529868644293272,False,False
u56,0.0,FULL,63,BAND_b0.00,-11.966682914684023,-33.717256724185305,8.26367111982716,2.848453139474972,2.901108326237139,True,True
u56,0.0,FULL,63,BAND_b0.06,-13.457366768702927,-33.717256724185305,6.772987265808256,2.6156724888540617,2.5893865897467667,True,True
