panel,family,thr,depth,bps,on_share,absd_S,p_clears_S,K_S,N_S,band_min_S,band_q05_S,band_q50_S,band_q95_S,band_max_S,undet_S,absd_DD,p_clears_DD,K_DD,N_DD,band_min_DD,band_q05_DD,band_q50_DD,band_q95_DD,band_max_DD,undet_DD,absd_IS,p_clears_IS,K_IS,N_IS,band_min_IS,band_q05_IS,band_q50_IS,band_q95_IS,band_max_IS,undet_IS,pub_band,pub_clears,pub_clearsDD,pass4a,pass4b,fail4b,Sharpe,CAGR,MaxDD,H1,H2,Sharpe_OOS,CAGR_OOS,MaxDD_OOS
U56,BUDGET,0.05,half,10,0.882051282051282,0.013237929326121556,2.0038056385845585e-11,291,974,0.001522062845860317,0.027675693591883377,0.0358867965288987,0.046241295077894096,0.053419104057852884,True,0.00033297670373111377,1.8969493306849452e-08,406,974,0.0,0.001298257611464404,0.0070302144770540975,0.008556001637179178,0.008556001637179289,True,0.007430494225425077,8.551508008686833e-08,437,974,0.00029356325733953526,0.018292556526134707,0.026264642850959308,0.03696016154481463,0.03776285016146197,True,0.0361295659648503,False,False,False,True,-,1.1207620354422536,0.1324951540031245,-0.1817376590248807,1.1151292532543553,1.1324967719290708,1.2057245675639072,0.15184101094428026,-0.18173765902488093
U56,BUDGET,0.05,half,25,0.882051282051282,0.056048181361621485,8.858351479019908e-07,490,974,0.03680259359433069,0.06591451235075729,0.07389998657170083,0.08388879636211433,0.09105550969739806,True,0.0008462831158667639,1.7046628775719787e-07,452,974,1.1102230246251565e-16,0.0018598725828800067,0.0072111160541715735,0.008788751834843178,0.0087887518348434,True,0.03885053727239074,4.309561713562116e-07,473,974,0.012639510670404697,0.05273938031994485,0.060247254209205514,0.07436068162109899,0.07485981105730322,True,0.0745105612367553,False,False,False,True,-,1.0405604429951418,0.12190759404808071,-0.18250344185802247,1.028276993972517,1.0574296862126826,1.1302911533631972,0.14116016660099606,-0.18250344185802236
U56,BUDGET,0.05,skip,10,0.882051282051282,0.244368961653331,0.8118405601306833,964,974,0.0018953483118877568,0.13110485907315605,0.20350861865365366,0.27746405398820295,0.28293841318389756,True,0.0191459422910778,1.9804714976967874e-13,233,974,2.220446049250313e-16,0.08154970559804131,0.09478877171799505,0.10024649755027781,0.10993012748977149,True,0.13023403484027607,0.0006350557858137384,677,974,0.003243694184365209,0.19253637422917702,0.27166884214682585,0.34984624908441175,0.364542753243312,True,0.1544325777532877,True,False,False,False,"H2,OOS,CAGR",0.8631551444628011,0.10560728550675402,-0.20121657801968962,1.0066942699103292,0.7733813689246796,0.8599881549966252,0.11606583832623474,-0.2012165780196895
U56,BUDGET,0.05,skip,25,0.882051282051282,0.13881060394898737,0.017779202524038223,798,974,0.003787428347264532,0.15391249351836012,0.20620804995235187,0.26391986910731935,0.29141754327287284,True,0.017866853045799935,7.212557978124864e-14,222,974,2.220446049250313e-16,0.08027061635276389,0.09350968247271763,0.10594785025079001,0.11160333796736488,True,0.01699339663207089,9.838483098592296e-26,64,974,0.005955352173084405,0.2717620169586199,0.36631376924391157,0.4402820407418073,0.47120928022979935,True,0.217258811156163,False,False,False,False,"H2,OOS,CAGR",0.845701657684533,0.1032174353293338,-0.20121657801968917,0.9844377406268372,0.7591813610204666,0.8440705984104282,0.11364794998952599,-0.2012165780196895
U56,BUDGET,0.1,half,10,0.7046153846153846,0.008649234602647216,1.519787825075072e-10,321,974,0.0004265997671830668,0.02795026085512231,0.03830421711938814,0.05204475591109148,0.05670360051007717,True,0.00032428365137149306,4.0655842135357283e-14,216,974,0.0,0.007026260263551687,0.007846104177538393,0.008556001637179289,0.0085560016371794,True,0.028683136425047606,0.05526243869466406,844,974,0.0002723810854849962,0.028174868974970124,0.040041119176657425,0.05612682477677655,0.059256726920662195,True,0.0481532437971385,False,False,False,True,-,1.0988748715134848,0.12963566111719982,-0.18174635207724033,1.0918881213205416,1.1115741651311843,1.183303436828404,0.14869588591828342,-0.18174635207724044
U56,BUDGET,0.1,half,25,0.7046153846153846,0.029131817524105208,3.793655341834374e-16,173,974,0.013668094750496018,0.05766101885445607,0.06857851761825173,0.0810895653846101,0.08735499571074923,True,0.0008374934109178778,1.0994678566681307e-10,316,974,0.0,0.007207272643964813,0.008079899819599001,0.008788751834843511,0.008788751834843622,True,0.011741219303653794,9.972987464385321e-15,202,974,0.001644747462969831,0.04543907711108075,0.05820222171137546,0.07331004703221355,0.07706834276613095,True,0.0767413384703499,False,False,False,True,-,1.0136440791576256,0.11842105311091955,-0.18251223156297136,0.999246377792616,1.032085873022491,1.1034331216027606,0.13741747260368475,-0.18251223156297136
U56,BUDGET,0.1,skip,10,0.7046153846153846,0.2017488302736843,0.9794661190965093,973,974,0.0020835662068474647,0.09303502863108348,0.13304331989913898,0.19319487990220285,0.21569508740393883,True,0.07516840329889918,0.016059606783564186,794,974,0.0,0.07951004709012166,0.09402439641970328,0.09927529507579669,0.10037617825489265,True,0.09429474060593634,0.02528058847321028,812,974,0.0008355508519590771,0.09930399235080856,0.14666712933668635,0.20169836707828948,0.25660414038291757,True,0.1528994809244532,True,False,False,False,"H2,DD",0.9057752758424478,0.1138711005943791,-0.257239039027511,1.0345668350266832,0.8231386099879471,0.9050493379836614,0.12459336834679702,-0.257239039027511
U56,BUDGET,0.1,skip,25,0.7046153846153846,0.11799718073862586,0.04669385726834171,837,974,0.0026128065065458284,0.11899341025937826,0.1567157428118805,0.19197921765072146,0.2112784043519481,True,0.07486416489213787,0.015260250837491812,792,974,1.1102230246251565e-16,0.07823095784484435,0.09274530717442608,0.09944112369873492,0.10054424270283513,True,0.007466132066696662,1.6116250588115183e-27,54,974,0.0026224718721583606,0.15099456348471096,0.20256161464688316,0.2763965336427434,0.3356390184269531,True,0.1355713757577508,False,False,False,False,"H2,OOS,DD",0.8665150808948945,0.10834313380240279,-0.2582138898660271,0.9879949995263707,0.788639290784826,0.8700704160475223,0.11911169336131855,-0.2582138898660269
U56,BUDGET,0.2,half,10,0.3384615384615385,0.02214163080675413,0.03939742127459416,830,974,0.00046576422839939013,0.022537772818385093,0.03398747984255879,0.04693399700858025,0.047566049036431135,True,0.0010661670541988189,0.0008059371508648217,685,974,0.0,0.007114772968766836,0.007846104177538282,0.008556001637179289,0.0085560016371794,True,0.04516676464319347,0.6576396075850592,954,974,0.0005358550248624194,0.03053969209527352,0.04214291697775152,0.06036299515281085,0.06726007735442441,True,0.0284082964163734,False,False,False,True,-,1.085382475309378,0.12761108591115922,-0.181004468674413,1.0723663350481885,1.103127926181917,1.1719877429972114,0.1467134498249536,-0.18100446867441333
U56,BUDGET,0.2,half,25,0.3384615384615385,0.0002380367687448981,0.0,5,974,0.0007311830651700602,0.03403775252703378,0.04698471151062489,0.06106545508824379,0.06882521751050608,False,0.0015834929671233455,0.0005143230740632457,670,974,0.0,0.007296930996904871,0.00807989981959889,0.0087887518348434,0.008788751834843511,True,0.021670147343486268,0.000990498180061258,692,974,0.00035565016560012985,0.029473884075260304,0.044811256207737404,0.05933959133334488,0.0743818091270777,True,0.0409431123980155,False,False,False,True,-,0.9847502984022652,0.1144092792096123,-0.1817662320067659,0.9625214349095447,1.0096677605716855,1.0777932070287097,0.13346028270053467,-0.181766232006766
