rung_set,panel,ladder,stat,rung_i,rung_j,gap,abs_gap,agreement,resolved
CORE,U56,N,S_FULL,5,8,-0.06839258341285026,0.06839258341285026,0.801,False
CORE,U56,N,S_FULL,5,10,-0.12657307875316115,0.12657307875316115,0.904,True
CORE,U56,N,S_FULL,5,12,-0.18322104889544333,0.18322104889544333,0.941,True
CORE,U56,N,S_FULL,5,15,-0.1761523806496179,0.1761523806496179,0.911,True
CORE,U56,N,S_FULL,5,20,-0.1537365394298984,0.1537365394298984,0.862,False
CORE,U56,N,S_FULL,5,25,-0.1425488726446289,0.1425488726446289,0.821,False
CORE,U56,N,S_FULL,5,30,-0.11479342167580242,0.11479342167580242,0.766,False
CORE,U56,N,S_FULL,5,40,-0.14079685592405156,0.14079685592405156,0.804,False
CORE,U56,N,S_FULL,8,10,-0.05818049534031089,0.05818049534031089,0.854,False
CORE,U56,N,S_FULL,8,12,-0.11482846548259307,0.11482846548259307,0.916,True
CORE,U56,N,S_FULL,8,15,-0.10775979723676765,0.10775979723676765,0.878,False
CORE,U56,N,S_FULL,8,20,-0.08534395601704814,0.08534395601704814,0.791,False
CORE,U56,N,S_FULL,8,25,-0.07415628923177864,0.07415628923177864,0.742,False
CORE,U56,N,S_FULL,8,30,-0.04640083826295216,0.04640083826295216,0.644,False
CORE,U56,N,S_FULL,8,40,-0.0724042725112013,0.0724042725112013,0.698,False
CORE,U56,N,S_FULL,10,12,-0.05664797014228218,0.05664797014228218,0.831,False
CORE,U56,N,S_FULL,10,15,-0.04957930189645676,0.04957930189645676,0.732,False
CORE,U56,N,S_FULL,10,20,-0.02716346067673725,0.02716346067673725,0.641,False
CORE,U56,N,S_FULL,10,25,-0.01597579389146775,0.01597579389146775,0.589,False
CORE,U56,N,S_FULL,10,30,0.01177965707735873,0.01177965707735873,0.52,False
CORE,U56,N,S_FULL,10,40,-0.014223777170890406,0.014223777170890406,0.57,False
CORE,U56,N,S_FULL,12,15,0.007068668245825416,0.007068668245825416,0.543,False
CORE,U56,N,S_FULL,12,20,0.029484509465544928,0.029484509465544928,0.666,False
CORE,U56,N,S_FULL,12,25,0.04067217625081443,0.04067217625081443,0.664,False
CORE,U56,N,S_FULL,12,30,0.06842762721964091,0.06842762721964091,0.765,False
CORE,U56,N,S_FULL,12,40,0.04242419297139177,0.04242419297139177,0.608,False
CORE,U56,N,S_FULL,15,20,0.022415841219719512,0.022415841219719512,0.686,False
CORE,U56,N,S_FULL,15,25,0.03360350800498901,0.03360350800498901,0.666,False
CORE,U56,N,S_FULL,15,30,0.06135895897381549,0.06135895897381549,0.803,False
CORE,U56,N,S_FULL,15,40,0.035355524725566356,0.035355524725566356,0.615,False
CORE,U56,N,S_FULL,20,25,0.011187666785269501,0.011187666785269501,0.591,False
CORE,U56,N,S_FULL,20,30,0.03894311775409598,0.03894311775409598,0.77,False
CORE,U56,N,S_FULL,20,40,0.012939683505846844,0.012939683505846844,0.543,False
CORE,U56,N,S_FULL,25,30,0.02775545096882648,0.02775545096882648,0.807,False
CORE,U56,N,S_FULL,25,40,0.001752016720577343,0.001752016720577343,0.486,False
CORE,U56,N,S_FULL,30,40,-0.026003434248249135,0.026003434248249135,0.796,False
CORE,U56,N,S_OOS,5,8,-0.17947251383406015,0.17947251383406015,0.936,True
CORE,U56,N,S_OOS,5,10,-0.19514670531711376,0.19514670531711376,0.911,True
CORE,U56,N,S_OOS,5,12,-0.27556027866714705,0.27556027866714705,0.944,True
CORE,U56,N,S_OOS,5,15,-0.2902903436047862,0.2902903436047862,0.933,True
CORE,U56,N,S_OOS,5,20,-0.26405478158276907,0.26405478158276907,0.89,False
CORE,U56,N,S_OOS,5,25,-0.25765236817958603,0.25765236817958603,0.863,False
CORE,U56,N,S_OOS,5,30,-0.232665797477971,0.232665797477971,0.842,False
CORE,U56,N,S_OOS,5,40,-0.19806938655296114,0.19806938655296114,0.783,False
CORE,U56,N,S_OOS,8,10,-0.0156741914830536,0.0156741914830536,0.601,False
CORE,U56,N,S_OOS,8,12,-0.0960877648330869,0.0960877648330869,0.802,False
CORE,U56,N,S_OOS,8,15,-0.11081782977072607,0.11081782977072607,0.798,False
CORE,U56,N,S_OOS,8,20,-0.08458226774870892,0.08458226774870892,0.703,False
CORE,U56,N,S_OOS,8,25,-0.07817985434552588,0.07817985434552588,0.667,False
CORE,U56,N,S_OOS,8,30,-0.05319328364391085,0.05319328364391085,0.621,False
CORE,U56,N,S_OOS,8,40,-0.01859687271890098,0.01859687271890098,0.545,False
CORE,U56,N,S_OOS,10,12,-0.0804135733500333,0.0804135733500333,0.823,False
CORE,U56,N,S_OOS,10,15,-0.09514363828767247,0.09514363828767247,0.803,False
CORE,U56,N,S_OOS,10,20,-0.06890807626565532,0.06890807626565532,0.697,False
CORE,U56,N,S_OOS,10,25,-0.06250566286247228,0.06250566286247228,0.659,False
CORE,U56,N,S_OOS,10,30,-0.03751909216085725,0.03751909216085725,0.61,False
CORE,U56,N,S_OOS,10,40,-0.0029226812358473797,0.0029226812358473797,0.528,False
CORE,U56,N,S_OOS,12,15,-0.014730064937639176,0.014730064937639176,0.606,False
CORE,U56,N,S_OOS,12,20,0.01150549708437798,0.01150549708437798,0.513,False
CORE,U56,N,S_OOS,12,25,0.01790791048756102,0.01790791048756102,0.516,False
CORE,U56,N,S_OOS,12,30,0.04289448118917605,0.04289448118917605,0.596,False
CORE,U56,N,S_OOS,12,40,0.07749089211418592,0.07749089211418592,0.648,False
CORE,U56,N,S_OOS,15,20,0.026235562022017156,0.026235562022017156,0.654,False
CORE,U56,N,S_OOS,15,25,0.032637975425200194,0.032637975425200194,0.636,False
CORE,U56,N,S_OOS,15,30,0.057624546126815224,0.057624546126815224,0.704,False
CORE,U56,N,S_OOS,15,40,0.09222095705182509,0.09222095705182509,0.739,False
CORE,U56,N,S_OOS,20,25,0.006402413403183038,0.006402413403183038,0.533,False
