panel,source,kind,etf_share,seed,arm,n,r_target,bps,n_elig,r_real,k,CAGR,Vol,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn,gross,sat_share,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,SPY_OOS_Sharpe,SPY_OOS_CAGR,SPY_OOS_MaxDD,p4a,p4a_v1,f4b,p4b
B136,B136,NAMED,,-1,FWD,99.0,1.0,10,99.0,1.0,136,0.10891077244437519,0.1062035870105623,1.026829686387191,-0.1814460953879743,1.14682718657645,0.9145938172963853,0.10944849950341862,1.0276855386951154,0.10846721125049719,1.025917805739219,-0.18144609538797407,8.334675165292676,0.7499999999999996,0.511400651465798,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
B136,B136,NAMED,,-1,EWall,,,10,99.0,,136,0.10716215168162102,0.10457013981148203,1.0261183690583502,-0.17687931105226473,1.1455748414127866,0.9144263370785016,0.1087705617421808,1.0349765743906882,0.10583657394304091,1.0185476662771331,-0.17687931105226462,8.266497294317862,0.7499999999999998,,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.250~1,MIX,MIX,0.25,1,FWD,13.0,0.5,10,26.0,0.5,36,0.13342270139178658,0.13087267876955075,1.0227752199513658,-0.19812465420383174,1.1250511446604656,0.9347716536049862,0.1235905994560007,0.9902490203112335,0.1416013759922119,1.048716718484852,-0.19812465420383163,11.473542071113325,0.75,0.10314875135722042,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.500~4,MIX,MIX,0.5,4,EWall,,,10,26.0,,36,0.10785267411488686,0.10571405190319362,1.022048984265615,-0.17810409834969276,1.0845460135486722,0.9688104582910708,0.1006580904490999,0.9806063592575396,0.1138253859942906,1.0550464675099391,-0.17810409834969276,8.168011405555252,0.75,,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
U56,U56,NAMED,,-1,FWD,14.0,0.35,10,41.0,0.34146341463414637,56,0.1334353514942319,0.13117934664085387,1.020794612399066,-0.1903064102519748,1.0304170689089194,1.0197430457295777,0.11527410266166549,0.962032080426817,0.14864538539301697,1.0669656316970761,-0.19030641025197492,12.733337697678643,0.75,0.06623235613463627,0.15228044986566602,0.8890296069344827,-0.3371723528339826,0.8820107671822842,0.15450717694493266,-0.33717235283398284,False,False,-,True
B136,B136,NAMED,,-1,FWD,74.0,0.75,10,99.0,0.7474747474747475,136,0.11150961876611465,0.11074458215255262,1.0103310233130127,-0.18503433662323643,1.1013374194421972,0.9255908918083234,0.10895662683928475,0.9900011354273355,0.11362089285472377,1.0268807847053687,-0.1850343366232362,9.101088307371008,0.7499999999999993,0.20629750271444083,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.500~4,MIX,MIX,0.5,4,FWD,26.0,1.0,10,26.0,1.0,36,0.10909271093033479,0.10844717725372659,1.0093173695289674,-0.18168744705046447,1.0640862979125758,0.9640981279193794,0.09997354517324353,0.9602047263781517,0.11667518319516956,1.0481301808619214,-0.18168744705046458,8.62737174262883,0.75,0.5168295331161781,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.125~5,MIX,MIX,0.125,5,FWD,20.0,0.75,10,27.0,0.7407407407407407,36,0.1186560953458542,0.11808506768800747,1.0088995606567472,-0.16288838127319494,1.0449986040520942,0.9749703644328919,0.11042235973504022,0.9397962027221108,0.1254969200322955,1.0665952021084795,-0.16288838127319494,9.697781068162469,0.7494931290831268,0.21172638436482086,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.125~1,MIX,MIX,0.125,1,FWD,14.0,0.5,10,27.0,0.5185185185185185,36,0.13700711884150496,0.13711519192635177,1.0053339948832618,-0.170798797544488,1.0457044939881524,0.9696361008042489,0.12616770320798776,0.9495522605448452,0.146030841945318,1.049964822501749,-0.1707987975444879,11.1435347551971,0.75,0.10966340933767643,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
B136,B136,NAMED,,-1,FWD,50.0,0.5,10,99.0,0.5050505050505051,136,0.11756729647194453,0.11778982243185654,1.0029147648049466,-0.18815095879798183,1.1016391722913954,0.9131769695749674,0.11470645773175114,0.9932016575352122,0.11993372310620609,1.0106723155234008,-0.18815095879798194,10.455695288265538,0.7500000000000007,0.10857763300760044,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.625~1,MIX,MIX,0.625,1,EWall,,,10,27.0,,36,0.11058672664788727,0.11190330101274376,0.9935737149888492,-0.17419861706425455,1.0724491082618208,0.9212647986934357,0.10903534387750469,0.9822773291607981,0.11186863447879314,1.0026677586910608,-0.17419861706425432,8.749254307923538,0.75,,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.500~4,MIX,MIX,0.5,4,FWD,20.0,0.75,10,26.0,0.7692307692307693,36,0.11208182013256973,0.11425714206577382,0.987234403552579,-0.18553781406521808,1.0763885591957958,0.9114597963703568,0.10600782214478732,0.9700693860905681,0.11711948167688857,1.0012329003236515,-0.1855378140652183,9.523284672203753,0.75,0.24647122692725298,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.625~1,MIX,MIX,0.625,1,FWD,20.0,0.75,10,27.0,0.7407407407407407,36,0.11541850830624867,0.11921941117408763,0.9761377992979734,-0.17960853505175578,1.0598143593020175,0.9000984316296927,0.11322143099712512,0.9673890316929538,0.11723490451490437,0.9831015370643615,-0.17960853505175645,10.018702117839215,0.75,0.21932681867535286,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.625~1,MIX,MIX,0.625,1,FWD,27.0,1.0,10,27.0,1.0,36,0.10983668320187467,0.11410640502973625,0.9706574875039031,-0.1757881477594575,1.0481875717292037,0.8997491321277102,0.10670026604684013,0.9492604624587136,0.11243169445846934,0.9879947256085109,-0.1757881477594576,9.009284632218195,0.75,0.5200868621064061,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
B136,B136,NAMED,,-1,FWD,35.0,0.35,10,99.0,0.35353535353535354,136,0.12060631834158508,0.12556006985337104,0.9700445125302554,-0.19652578413120203,1.0947209854659588,0.8583415896464518,0.12105478965688965,0.9946986019941102,0.12023635398646748,0.9508357091113787,-0.19652578413120192,11.771809812807087,0.75,0.06297502714440825,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.625~1,MIX,MIX,0.625,1,FWD,14.0,0.5,10,27.0,0.5185185185185185,36,0.12183379536037653,0.12689723754781457,0.9697500747040607,-0.18713656489862074,1.063169869123843,0.8870601391057311,0.12132732416266379,0.984453942424878,0.12225193133272216,0.9582099583582351,-0.1871365648986204,11.96065038218048,0.75,0.1454940282301846,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.125~1,MIX,MIX,0.125,1,FWD,9.0,0.35,10,27.0,0.3333333333333333,36,0.1402834853441699,0.14920116781854342,0.9548051688649096,-0.18532229797810307,1.037614800758103,0.8818417618138946,0.13375187702818736,0.940453565062931,0.14570200398220257,0.9664683878680622,-0.1853222979781034,13.083968748869031,0.75,0.05537459283387622,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
MIX~s0.500~4,MIX,MIX,0.5,4,FWD,13.0,0.5,10,26.0,0.5,36,0.1188554688824699,0.12703791387981608,0.9479085524086007,-0.1955152427328235,1.007292858369194,0.9019356225270724,0.10788783265041313,0.9168627171003746,0.12798819978322107,0.9730526595868619,-0.19551524273282372,11.208010049739341,0.75,0.10314875135722042,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.125~5,MIX,MIX,0.125,5,FWD,14.0,0.5,10,27.0,0.5185185185185185,36,0.11589246894041727,0.12486149977961784,0.9409224646517085,-0.1876444559415993,1.0176336549864864,0.8699408640699375,0.11209713733169124,0.9164737205420468,0.11903430703721352,0.9607801907048572,-0.18764445594160017,11.674155049175157,0.7494931290831268,0.10097719869706841,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.500~4,MIX,MIX,0.5,4,FWD,9.0,0.35,10,26.0,0.34615384615384615,36,0.12730219374661633,0.13978017294122203,0.9275086307864255,-0.20126394469210662,1.0098924938991378,0.8623423617197968,0.12322958759048497,0.9536981328251457,0.13067421743440688,0.9106437716588076,-0.20126394469210696,13.28835672754078,0.75,0.051031487513572206,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,False,-,True
MIX~s0.125~5,MIX,MIX,0.125,5,FWD,9.0,0.35,10,27.0,0.3333333333333333,36,0.12421211715166391,0.13709870692908144,0.9228134925640104,-0.1770565336814952,0.984222326126214,0.8676728376645917,0.11489894261939249,0.8750103723314204,0.13195634695878877,0.9610554746780536,-0.177056533681495,13.996473313277136,0.7494931290831268,0.0499457111834962,0.15228333786002324,0.8890499106949826,-0.3371595330739301,0.8820239235972316,0.1545044425578177,-0.3371595330739301,False,True,-,True
