placebo,panel,family,n_arms,REAL,PLACEBO,sd_seed,diff,z,survives,reversed_,med_dS_REAL,med_dS_PLACEBO,placebo_share
BLOCK,B136,ABS,36,0.3888888888888889,0.20555555555555555,0.052704627669472995,0.18333333333333335,3.478505426185217,True,False,-0.006214799104611313,-0.026915595410072657,4.330887444149495
BLOCK,B136,CORR,36,0.6666666666666666,0.2,0.11475506210984938,0.4666666666666666,4.066632513517788,True,False,0.01286115185048553,-0.04085687308784791,-3.176766246353393
BLOCK,B136,DDGATE,36,0.0,0.21666666666666665,0.08050764858994132,-0.21666666666666665,-2.6912556814351816,False,True,-0.0333552822984603,-0.01045413509268489,0.3134176769706866
BLOCK,B136,DISP,36,0.4166666666666667,0.16666666666666669,0.09072184232530289,0.25,2.7556759606310752,True,False,-0.007288321023344424,-0.04350093456826443,5.968581025579327
BLOCK,B136,MAGATE,36,0.7222222222222222,0.21944444444444447,0.13636597454037308,0.5027777777777778,3.686973817863365,True,False,0.021102996384510075,-0.03095183212900987,-1.466703190629791
BLOCK,B136,MOMGATE,36,0.2777777777777778,0.2555555555555556,0.08364140585656454,0.0222222222222222,0.26568446566202836,False,False,-0.016951355647219613,-0.04256132956181807,2.510792083392991
BLOCK,B136,QEXP,36,0.5555555555555556,0.17777777777777776,0.07314228762270925,0.3777777777777778,5.164970772126701,True,False,0.006171381104256635,0.0,0.0
BLOCK,B136,QROLL,36,1.0,0.2444444444444444,0.10861391332307542,0.7555555555555555,6.956342262598829,True,False,0.0473203195402252,-0.024811384979703144,-0.524328348176346
BLOCK,B136,RVOL,36,0.3333333333333333,0.1388888888888889,0.10557179862029056,0.19444444444444442,1.841821840544761,False,False,-0.011827250504835352,-0.04682619384022918,3.9591783247581644
BLOCK,SMALL,ABS,36,0.2222222222222222,0.3111111111111111,0.08764562641629059,-0.0888888888888889,-1.0141851056742204,False,True,-0.028357206086936204,-0.037140005266931314,1.3097201872804116
BLOCK,SMALL,CORR,36,0.0,0.31666666666666665,0.11126532507999853,-0.31666666666666665,-2.846049894151541,False,True,-0.048958952951013074,-0.023659042161873645,0.4832424048272888
BLOCK,SMALL,DDGATE,36,0.0,0.3555555555555555,0.08364140585656454,-0.3555555555555555,-4.250951450592457,False,True,-0.08948602843457691,-0.02339106878619729,0.261393529195437
BLOCK,SMALL,DISP,36,0.0,0.33333333333333337,0.08281733249999221,-0.33333333333333337,-4.024922359499622,False,True,-0.0753920638564769,-0.03126950805968762,0.4147586159627499
BLOCK,SMALL,MAGATE,36,0.6666666666666666,0.3055555555555555,0.09886183566695658,0.3611111111111111,3.6526846651686067,True,False,0.012120205221165026,-0.017523954353771715,-1.445846339562827
BLOCK,SMALL,MOMGATE,36,0.05555555555555555,0.3472222222222222,0.10738345837725187,-0.29166666666666663,-2.7161228654231286,False,True,-0.02792414782368366,-0.028874725728527006,1.0340414293336866
BLOCK,SMALL,QEXP,36,0.5,0.28888888888888886,0.07314228762270926,0.21111111111111114,2.88630719618845,True,False,7.71730324323483e-05,-0.000621105825751006,-8.048223662786377
BLOCK,SMALL,QROLL,36,0.9444444444444444,0.3472222222222222,0.08410139872493032,0.5972222222222222,7.101216285065027,True,False,0.022476711984179942,-0.011370047610436779,-0.5058590250406508
BLOCK,SMALL,RVOL,36,0.1111111111111111,0.32777777777777783,0.11843168115051468,-0.21666666666666673,-1.8294654315622296,False,True,-0.03186349558595794,-0.0286255991868673,0.8983822603406526
BLOCK,U56,ABS,36,0.8888888888888888,0.21111111111111108,0.06829292190587324,0.6777777777777778,9.92456844520352,True,False,0.025151725625753185,-0.0373585748307953,-1.485328497403111
BLOCK,U56,CORR,36,0.7222222222222222,0.21666666666666665,0.14686948191776555,0.5055555555555555,3.442209701799205,True,False,0.020817575802978494,-0.03659220725415968,-1.7577554466704148
