key,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass_4b_full,pass_4b_oos,pass_4a
K_RAW,0.1555201865472391,1.1380787773059988,-0.19127561830465034,1.2049090144051569,1.0931595911075942,0.16919746270303992,1.1615297831443132,-0.19127561830465012,True,True,False
K_VOL20,0.11637417553245033,1.057710176124111,-0.18070904011919864,1.1387133556343645,0.9952596860611733,0.12480273940401254,1.0824687912387116,-0.18070904011919875,True,True,False
