panel,device,freq,first_full,first_full_real,first_oos,first_oos_real,dd_ok_at_top
B136,BAND,D,,,,,True
B136,BAND,M,1.0,0.7088121661941582,1.0,0.7088121661941582,False
B136,BAND,Q,,,,,False
B136,BAND,W,1.0,0.7094092388192114,,,True
B136,NOBAND,D,0.6,0.5999999999999994,0.6,0.5999999999999994,False
B136,NOBAND,M,0.6,0.6018530817553019,0.6,0.6018530817553019,False
B136,NOBAND,Q,0.6,0.6062518231594943,0.6,0.6062518231594943,False
B136,NOBAND,W,0.6,0.6002845987431776,0.6,0.6002845987431776,False
SMALL,BAND,D,,,,,True
SMALL,BAND,M,,,,,False
SMALL,BAND,Q,,,,,False
SMALL,BAND,W,,,,,True
SMALL,NOBAND,D,0.7,0.7000000000000002,0.9,0.9000000000000005,False
SMALL,NOBAND,M,0.8,0.8005065284906057,1.0,0.9999999999999999,False
SMALL,NOBAND,Q,0.75,0.7531171897711625,0.95,0.9507380789270622,False
SMALL,NOBAND,W,0.75,0.7500998736581856,0.95,0.9500220842111673,False
U56,BAND,D,0.95,0.6745919332774736,0.9,0.639087094683922,True
U56,BAND,M,0.9,0.6398571690417757,0.85,0.6044827299733376,True
U56,BAND,Q,1.0,0.7006891896377625,1.0,0.7006891896377625,False
U56,BAND,W,0.95,0.6747722691253245,0.85,0.6038063022416524,True
U56,NOBAND,D,0.65,0.6500000000000001,0.6,0.6,False
U56,NOBAND,M,0.65,0.6516409918858305,0.6,0.6017423262789047,False
U56,NOBAND,Q,0.6,0.6060814719446563,0.6,0.6060814719446563,False
U56,NOBAND,W,0.65,0.6502803823336187,0.6,0.6002979355271245,False
