claimset,identity,n_picks,n_resolved,n_resolved_anchor,n_resolved_nonanchor,share_nonanchor,n_unresolved,n_unresolved_nonanchor,max_abs_dSharpe_nonanchor,median_abs_dSharpe_nonanchor
S_STRICT,B_LABEL,2053,634,172,462,0.7287066246056783,1419,977,0.2771548159666962,0.008627249572870754
S_STRICT,B_VALUE,2053,634,172,462,0.7287066246056783,1419,977,0.2771548159666962,0.008627249572870754
S_STRICT,B_VALUE_RD,2053,634,172,462,0.7287066246056783,1419,977,0.2771548159666962,0.008627249572870754
S_PROXY,B_LABEL,1865,516,172,344,0.6666666666666666,1349,815,0.2771548159666962,0.003989077477571934
S_PROXY,B_VALUE,1865,516,172,344,0.6666666666666666,1349,815,0.2771548159666962,0.003989077477571934
S_PROXY,B_VALUE_RD,1865,516,172,344,0.6666666666666666,1349,815,0.2771548159666962,0.003989077477571934
S_ALL,B_LABEL,3918,1150,344,806,0.7008695652173913,2768,1792,0.2771548159666962,0.00748339634445494
S_ALL,B_VALUE,3918,1150,344,806,0.7008695652173913,2768,1792,0.2771548159666962,0.00748339634445494
S_ALL,B_VALUE_RD,3918,1150,344,806,0.7008695652173913,2768,1792,0.2771548159666962,0.00748339634445494
