panel,dial,n_rungs,is_best,spread,margin,curv,is_sd,n,flips,rate,n_flip,mean_abs,med_abs,max_abs,free,costly
U56,BAND,8,1.122238493148958,0.06748081648337156,0.0019924507133510794,0.04569340571867264,0.02347739694371443,11,9,0.8181818181818182,9,0.0638491050956076,0.04438852464053,0.11421783830125865,0.1111111111111111,0.4444444444444444
U56,N,8,1.065942853691376,0.5112711276965552,0.01991274341517335,0.1493938645946148,0.18512022926542307,11,6,0.5454545454545454,6,0.09588301270315265,0.00854582734984266,0.461660298466291,0.6666666666666666,0.3333333333333333
U56,GROSS,8,1.1047287296204842,0.001945183835447395,8.2790798678678e-05,9.223224175173665e-05,0.0006527933153813324,11,7,0.6363636363636364,7,0.0009617751497420343,0.0007084843201592417,0.0017565834881261289,1.0,0.0
U56,VOLCAP,8,0.9518153163420838,0.08901646749845815,0.008355907573766252,0.07207546511596886,0.033357014007347946,11,8,0.7272727272727273,8,0.061158617738608465,0.011920473320065628,0.3143917258154607,0.5,0.25
U56,CADENCE,4,1.1054499038963448,0.07533764007384325,0.0011930056016722368,0.05670504442583024,0.031091698992263845,11,9,0.8181818181818182,9,0.14342604556869468,0.06205741254214803,0.24763529696321518,0.0,1.0
B136,BAND,8,1.1411863398422468,0.08443405372360302,0.005444640153639213,0.044283888177021,0.02942579766617905,11,9,0.8181818181818182,9,0.02656139567795463,0.018625254130082425,0.09749974497249858,0.1111111111111111,0.1111111111111111
B136,N,8,1.0366534895862682,0.3219099584084162,0.027858156817318402,0.08189768238417433,0.11187857813293929,11,9,0.8181818181818182,9,0.11686700076475194,0.08420246917657415,0.3457372203587918,0.0,0.8888888888888888
B136,GROSS,8,1.092198222552401,0.0037605379401410843,0.00019564924535520056,0.00016799371776654581,0.0012621368110042456,11,7,0.6363636363636364,7,0.0016780322350307447,0.0010967681058315915,0.003021549878194918,1.0,0.0
B136,VOLCAP,8,1.029388512681741,0.13612952903159292,0.06463741058692618,0.059215672620703264,0.042239442903097106,11,6,0.5454545454545454,6,0.11550430773663767,0.11870871604085287,0.11870871604085287,0.0,1.0
B136,CADENCE,4,1.0911618922065958,0.0731277628881668,0.003442976216261995,0.05110367021221973,0.02933386974235755,11,8,0.7272727272727273,8,0.0760660688560344,0.026655400035656696,0.2265126961220284,0.0,0.25
