panel,theta,x,frac_ma,frac_q,frac_f,d_frac,d_frac_f,k_ma_mean,k_q_mean,k_f_mean,k_ma_sd,k_q_sd,k_f_sd
U56,0.3,0.04258870572676662,0.04258870572676662,0.05654556349815585,0.04258870572676662,0.013956857771389233,0.0,2.2756756756756755,3.0,2.2620166130399904,2.12403048781616,0.0,0.07441173410478716
U56,0.2,0.10223652894330977,0.10223652894330977,0.1130911269963117,0.1022365289433098,0.01085459805300193,2.7755575615628914e-17,5.446171171171171,6.0,5.430095209114684,4.48207701823234,0.0,0.17862945768611688
U56,0.12,0.2320147742060299,0.2320147742060299,0.2412534534191688,0.2320147742060299,0.009238679213138895,0.0,12.338513513513513,12.809684684684685,12.323015333967204,7.6625468094156215,0.39259407797431145,0.4053802855002152
U56,0.06,0.4407995099690702,0.4407995099690702,0.4503412237140635,0.4407995099690702,0.009541713744993296,0.0,23.413963963963965,23.92117117117117,23.412212171154522,10.209730529481243,0.8991009388773515,0.7701726401308321
U56,0.0,0.7082024406166496,0.7082024406166496,0.7149479481471713,0.7082024406166496,0.006745507530521722,0.0,37.62454954954955,37.96779279279279,37.61480088988728,10.69069030628274,1.1208156012175803,1.2373837336504656
U56,-0.06,0.8576633052825114,0.8576633052825114,0.8687176417806405,0.8576633052825116,0.011054336498129036,1.1102230246251565e-16,45.575,46.145270270270274,45.55312522034514,8.71429606141031,1.678971667630634,1.4985243795282723
U56,-0.12,0.9220595407578257,0.9220595407578257,0.9283832370752989,0.9220595407578258,0.006323696317473204,1.1102230246251565e-16,48.99684684684685,49.303378378378376,48.97340653616937,6.295278983172679,1.473834973851348,1.6110386123457945
U56,-0.25,0.9715831586358515,0.9715831586358515,0.9811514788339479,0.9715831586358515,0.009568320198096392,0.0,51.62545045045045,52.113063063063066,51.60375757563599,3.5599371531182444,1.7472175506385488,1.6975671466733946
U56,-0.4,0.9893380113539196,0.9893380113539196,0.9948980718531217,0.987088885574506,0.005560060499202102,-0.0022491257794136077,52.55495495495496,52.8454954954955,52.428976744450466,2.1309142280711426,1.8912783967062312,1.7847945051531906
B136,0.3,0.040101454916018145,0.040101454916018145,0.04452301423840858,0.04010145491601814,0.004421559322390432,-6.938893903907228e-18,5.232935345798603,5.809641811218743,5.227977623357538,5.073438703009635,0.392627911054404,0.15660328450734048
B136,0.2,0.10978500679546047,0.10978500679546047,0.11334566570995874,0.10978500679546045,0.003560658914498277,-1.3877787807814457e-17,14.311556656904708,14.774724036945258,14.312537041581558,11.048381017406626,0.41781099680933786,0.4287298974522327
B136,0.12,0.2633705578143511,0.2633705578143511,0.2677737109898032,0.26337055781435115,0.00440315317545209,5.551115123125783e-17,34.32710069835549,34.911466546519485,34.3352974546226,19.364213040672215,1.1418348919220243,1.0285086783667539
B136,0.06,0.4765978692543492,0.4765978692543492,0.47966662620241046,0.4765978692543493,0.0030687569480612464,1.1102230246251565e-16,62.11038522189683,62.5271457535481,62.13348121707067,24.93308716024812,1.6776288912829873,1.8611990979064996
B136,0.0,0.7086307681916201,0.7086307681916201,0.7110748340376044,0.7086307681916201,0.0024440658459843334,0.0,92.37643613426448,92.69858076143275,92.38332641763186,25.327463177178988,2.680975531675256,2.767328667605028
B136,-0.06,0.8520949403311823,0.8520949403311823,0.8559807981951146,0.8520949403311822,0.0038858578639323627,-1.1102230246251565e-16,111.1214237440865,111.5987835097995,111.08657504713617,21.117354621292602,3.5329656379524677,3.3275816712237964
B136,-0.12,0.9222797596218516,0.9222797596218516,0.9250794129184989,0.9222797596218515,0.002799653296647331,-1.1102230246251565e-16,120.28993016445145,120.5987835097995,120.23648408458729,15.657339789763219,3.5329656379524677,3.601665822197648
B136,-0.25,0.9764663967909389,0.9764663967909389,0.9784227109378195,0.9763033703693648,0.001956314146880578,-0.00016302642157417502,127.3464744311782,127.54764586618607,127.27974024795628,8.346824142110387,3.5726438234145164,3.8258061697571955
B136,-0.4,0.9915201273992101,0.9915201273992101,0.991239037866607,0.990485971895881,-0.0002810895326030849,-0.0010341555033291927,129.28452354133813,129.2300067582789,129.13080184694772,4.976955610511942,4.022810218047516,3.9839075407845796
SMALL439,0.3,0.10112529842021868,0.10112529842021868,0.10278847365705852,0.10112529842021868,0.0016631752368398423,0.0,36.05414336553127,35.72750381291306,35.17772289925824,32.473680271327254,6.796408843830695,6.827065764828044
SMALL439,0.2,0.17591708814823848,0.17591708814823848,0.1773671769937656,0.1759170881482385,0.0014500888455271366,2.7755575615628914e-17,61.58922216573462,61.688612099644125,61.19499943928805,42.9453800268978,11.924006661541931,11.87633113283305
SMALL439,0.12,0.2767374432461607,0.2767374432461607,0.27821624092075387,0.2767374432461606,0.0014787976745931908,-5.551115123125783e-17,95.58388408744281,96.7628368073208,96.2666439203927,51.933159868097434,18.689425259003595,18.682809881865975
SMALL439,0.06,0.3801933637669047,0.3801933637669047,0.38171322167583077,0.38019336376690477,0.0015198579089260589,5.551115123125783e-17,130.51093035078802,132.76156583629893,132.2551033980933,57.28419086235637,25.653623582991557,25.6672181772162
SMALL439,0.0,0.5035660827185529,0.5035660827185529,0.5051830471024074,0.503566082718553,0.0016169643838545023,1.1102230246251565e-16,172.37061514997458,175.73487544483984,175.17187485299385,59.40076140854089,34.105311229003576,33.996228613047435
SMALL439,-0.06,0.6238446831906551,0.6238446831906551,0.6252894861429902,0.6238446831906551,0.001444802952335067,0.0,213.60701576004067,217.49008642602948,217.0123177907844,59.05937499946981,42.08319074938081,42.116352146451426
SMALL439,-0.12,0.7234020063320128,0.7234020063320128,0.7248874390129988,0.7234020063320125,0.0014854326809859986,-3.3306690738754696e-16,248.53253685815963,252.13650228774785,251.6446005209224,57.912458671538886,48.80970093363081,48.83756239823142
SMALL439,-0.25,0.8599310007221341,0.8599310007221341,0.8613945937917,0.8599310007221342,0.0014635930695658939,1.1102230246251565e-16,297.5094051855618,299.6296390442298,299.1379499339692,59.137871619218686,58.062538909648865,58.05476559138253
SMALL439,-0.4,0.9322638438075956,0.9322638438075956,0.933716842068713,0.9322622858982433,0.001452998261117333,-1.5579093523010457e-06,323.84367056431114,324.7864768683274,324.2992823624905,63.526176472599296,62.9406644502297,62.93782155188426
