panel,band,ladder,sig_lag,IS_argmax,OOS_oracle,SPREAD,LOYO_SD,RATIO,MARGIN,MARGIN_over_SD,RHO_IS_OOS,DD_SPAN_pp,n4b_OOS,n_rungs
U56,NOGATE,VOLTGT,0,0.16,0.08,0.1480926906986728,0.10342545430708969,1.4318785611418023,0.019556207199985964,0.1890850500102218,-0.3333333333333334,11.811859557769111,5,8
U56,NOGATE,VOLTGT,1,0.16,0.1,0.15427451157923566,0.10297312893289007,1.4982016490902192,0.018520755042222614,0.17986007839281073,-0.2142857142857143,11.827911538712154,4,8
U56,NOGATE,CONSTG,0,1.0,0.5,0.005068870624755473,0.10235158441536489,0.04952410510994044,0.0006120087273189245,0.0059794748739331735,-0.6904761904761906,19.69087653995021,1,8
U56,c=0.00,VOLTGT,0,0.16,0.25,0.17005179728118947,0.12240084313031002,1.3893024993312295,0.0011623765762063254,0.009496475240524606,0.2142857142857143,7.779331096241082,5,8
U56,c=0.00,VOLTGT,1,0.2,0.25,0.1778558333697774,0.12219933195472468,1.455456674965078,0.002402437244039657,0.019659986725048293,0.8095238095238096,7.245699903427516,5,8
U56,c=0.00,CONSTG,0,1.0,0.3,0.0015221596687371441,0.12668488870137273,0.012015321514196115,0.00015851312178805088,0.0012512393815311711,-1.0,10.937978936095982,2,8
U56,c=0.03,VOLTGT,0,0.2,0.25,0.17799924580114868,0.12117752488096349,1.4689130346242256,0.0005714431276313547,0.0047157517715657364,0.7380952380952381,7.990993408302083,6,8
U56,c=0.03,VOLTGT,1,0.2,0.2,0.18401436946354321,0.12101694752980485,1.5205669389258305,0.004402139481004541,0.03637622308991353,0.8571428571428572,7.259864572988917,6,8
U56,c=0.03,CONSTG,0,1.0,0.3,0.0016406203511545314,0.12466826553997809,0.013159887514665264,0.00017154688401754825,0.0013760268764029394,-1.0,11.001695088522755,2,8
U56,c=0.10,VOLTGT,0,0.16,0.08,0.15864045545422245,0.12284549900389019,1.2913819125696964,0.012265688113370699,0.09984645927468842,-0.7857142857142858,8.456282962687112,5,8
U56,c=0.10,VOLTGT,1,0.16,0.14,0.16543932843277487,0.12289513339627842,1.3461829110784365,0.009088466607034329,0.0739530228404435,0.1666666666666667,7.842069853424205,5,8
U56,c=0.10,CONSTG,0,1.0,0.3,0.0016031291615277166,0.1228964075246786,0.013044556743497934,0.00016250329348888037,0.0013222786309375918,-1.0,11.26540034761293,2,8
B136,NOGATE,VOLTGT,0,0.16,0.08,0.15663525605637063,0.10779635548289239,1.4530663430567383,0.003773684981609682,0.03500753772894091,-0.5952380952380953,14.003249378643478,5,8
B136,NOGATE,VOLTGT,1,0.16,0.1,0.1564753094334601,0.10738409145898023,1.4571554064247243,0.0009158758263749789,0.008528971227780378,-0.523809523809524,14.510481351204207,4,8
B136,NOGATE,CONSTG,0,1.0,0.3,0.006741380475047798,0.09663888656779829,0.06975846591856472,0.0008449633776848042,0.008743513172536492,-1.0,21.950769229897137,0,8
B136,c=0.00,VOLTGT,0,0.2,0.25,0.22365206386525005,0.12742971284683602,1.7551013721114508,0.018681865705299394,0.1466052562462731,0.523809523809524,8.125047161693788,0,8
B136,c=0.00,VOLTGT,1,0.2,0.25,0.2217254845431217,0.12761151352498606,1.7375037597975695,0.018194904206561224,0.14258042792509235,0.880952380952381,7.452187256426623,0,8
B136,c=0.00,CONSTG,0,1.0,0.3,0.0028662693861198907,0.12929175174770746,0.022169004189168735,0.00034808330215096994,0.0026922313097760466,-1.0,11.48051036447214,0,8
B136,c=0.03,VOLTGT,0,0.2,0.25,0.22730203666707116,0.12262324964688506,1.8536618245041363,0.016101543660891116,0.13130906012732746,0.523809523809524,7.6382920770517675,0,8
B136,c=0.03,VOLTGT,1,0.2,0.25,0.22318461064067152,0.12283052103840655,1.8170126508775968,0.015432381847444665,0.12563963514100276,0.9285714285714287,7.003918907862339,0,8
B136,c=0.03,CONSTG,0,1.0,0.3,0.0032269195423066943,0.12285784186072221,0.026265474742466106,0.00039720336533521916,0.0032330322535333864,-1.0,11.173838159388893,0,8
B136,c=0.10,VOLTGT,0,0.2,0.08,0.21006355039294744,0.12398317777674961,1.694290742984492,0.020422522117668596,0.16472010545206725,-0.5714285714285715,10.009859629935846,2,8
