floor_musd,g,CAGR_all,CAGR_gate,dCAGR_pp,dSharpe,dMaxDD_pp,names_all,names_gate
0.0,0.5,0.06994207130721097,0.0262430883780429,-4.369898292916807,-0.34362212565728334,-3.135471041254656,347.9115404168785,141.26163234172387
0.0,0.75,0.10181777831745098,0.03666279912702519,-6.515497919042579,-0.3420218354526308,-3.814317729101069,347.9115404168785,141.26163234172387
0.0,1.0,0.13122175544841386,0.04516699753546094,-8.60547579129529,-0.34018946855521004,-4.0733472678797895,347.9115404168785,141.26163234172387
1.0,0.5,0.04268350963761458,0.00928623827350794,-3.339727136410664,-0.26897713462589334,-2.2503114629517595,252.0950686324352,105.1627256547165
1.0,0.75,0.05920368593779335,0.01054316522562404,-4.866052071216931,-0.2675732808904313,-2.5415648987363926,252.0950686324352,105.1627256547165
1.0,1.0,0.07220141972640537,0.009485859364766647,-6.271556036163872,-0.26600985275368244,-2.4815497339265913,252.0950686324352,105.1627256547165
5.0,0.5,0.014595142438596609,-0.013673172659253163,-2.826831509784977,-0.26529787105427705,-4.459467915371118,141.44687341128622,58.87216126562899
5.0,0.75,0.01643474057632366,-0.023911371167494977,-4.034611174381864,-0.2629181022398235,-5.004106850560719,141.44687341128622,58.87216126562899
5.0,1.0,0.014523390099498323,-0.03637054681058838,-5.08939369100867,-0.2603741114259671,-4.913126660834233,141.44687341128622,58.87216126562899
20.0,0.5,-0.02908634092499751,-0.05459964933252803,-2.551330840753052,-0.28668431037948416,-7.405465105845977,43.58896797153025,16.912298644847866
20.0,0.75,-0.04917126466613431,-0.08473778474646676,-3.5566520080332453,-0.28505878586939226,-7.8892827754778905,43.58896797153025,16.912298644847866
20.0,1.0,-0.07272718546937074,-0.11652252152162201,-4.379533605225127,-0.28354820208661763,-7.1456610635690865,43.58896797153025,16.912298644847866
