cost,panel,dir,m,key,d,band,clears,pass4b
0.0,u56,NEG,1.0,PRICE,0.07655671939819597,0.08378174970836616,0,1
0.0,broad,POS,0.2,VOL,0.03302765532718377,0.06298635375914641,0,0
0.0,broad,POS,0.2,MOM,-0.010394695709887047,0.06298635375914641,0,0
0.0,broad,POS,0.2,R6,0.04242401845361199,0.06298635375914641,0,1
0.0,broad,POS,0.2,R3,0.015598678866293403,0.06298635375914641,0,1
0.0,broad,POS,0.2,PRICE,-0.0838191777584667,0.06298635375914641,1,0
0.0,broad,POS,0.5,VOL,0.0870922326030259,0.0752466857737748,1,0
0.0,broad,POS,0.5,MOM,0.008699793705663206,0.0752466857737748,0,0
0.0,broad,POS,0.5,R6,0.08014027600313733,0.0752466857737748,1,0
0.0,broad,POS,0.5,R3,-0.001047942363376242,0.0752466857737748,0,1
0.0,broad,POS,0.5,PRICE,-0.24420429595222748,0.0752466857737748,1,0
0.0,broad,POS,1.0,VOL,0.08652352008464392,0.1473965313361898,0,0
0.0,broad,POS,1.0,MOM,0.004494300611489921,0.1473965313361898,0,0
0.0,broad,POS,1.0,R6,0.1071746067626409,0.1473965313361898,0,1
0.0,broad,POS,1.0,R3,0.06224716377227191,0.1473965313361898,0,1
0.0,broad,POS,1.0,PRICE,-0.3167928999894314,0.1473965313361898,1,0
0.0,broad,NEG,0.2,VOL,-0.05622648015825793,0.04006469418863379,1,0
0.0,broad,NEG,0.2,MOM,0.05722720437310813,0.04006469418863379,1,1
0.0,broad,NEG,0.2,R6,-0.03353231171006943,0.04006469418863379,0,0
0.0,broad,NEG,0.2,R3,0.039801092192861987,0.04006469418863379,0,0
0.0,broad,NEG,0.2,PRICE,0.0986241724989485,0.04006469418863379,1,0
0.0,broad,NEG,0.5,VOL,-0.01827041660822215,0.09751334640189002,0,0
0.0,broad,NEG,0.5,MOM,0.09936436308871444,0.09751334640189002,1,1
0.0,broad,NEG,0.5,R6,-0.10877837797330525,0.09751334640189002,1,0
0.0,broad,NEG,0.5,R3,-0.007070175526740385,0.09751334640189002,0,0
0.0,broad,NEG,0.5,PRICE,0.2189776946652755,0.09751334640189002,1,0
0.0,broad,NEG,1.0,VOL,-0.08571182654439491,0.12483921555817235,0,0
0.0,broad,NEG,1.0,MOM,0.07358048776916015,0.12483921555817235,0,1
0.0,broad,NEG,1.0,R6,-0.13562956347900246,0.12483921555817235,1,0
0.0,broad,NEG,1.0,R3,-0.04552484123522915,0.12483921555817235,0,1
0.0,broad,NEG,1.0,PRICE,0.35081442204243607,0.12483921555817235,1,0
0.0,small,POS,0.2,VOL,-0.05517349697843832,0.15579587826512853,0,0
0.0,small,POS,0.2,MOM,0.06257873108308165,0.15579587826512853,0,0
0.0,small,POS,0.2,R6,0.019650838258380987,0.15579587826512853,0,0
0.0,small,POS,0.2,R3,-0.05438783671889946,0.15579587826512853,0,0
0.0,small,POS,0.2,PRICE,-0.3396090780201416,0.15579587826512853,1,0
0.0,small,POS,0.5,VOL,-0.07818959272376858,0.17521732583311828,0,0
0.0,small,POS,0.5,MOM,0.09710366980716434,0.17521732583311828,0,0
0.0,small,POS,0.5,R6,0.04763274528417105,0.17521732583311828,0,0
0.0,small,POS,0.5,R3,-0.03025297998095855,0.17521732583311828,0,0
0.0,small,POS,0.5,PRICE,-0.41766013969335314,0.17521732583311828,1,0
0.0,small,POS,1.0,VOL,-0.12702374313038434,0.29051713779111266,0,0
0.0,small,POS,1.0,MOM,0.1661331203737464,0.29051713779111266,0,0
0.0,small,POS,1.0,R6,0.07117138570226988,0.29051713779111266,0,0
0.0,small,POS,1.0,R3,-0.017138882167938907,0.29051713779111266,0,0
0.0,small,POS,1.0,PRICE,-0.5021029563410025,0.29051713779111266,1,0
0.0,small,NEG,0.2,VOL,0.06341096493027554,0.1533108640332757,0,0
0.0,small,NEG,0.2,MOM,-0.04360919428290255,0.1533108640332757,0,0
0.0,small,NEG,0.2,R6,-0.01934653341852044,0.1533108640332757,0,0
0.0,small,NEG,0.2,R3,0.16608122819078186,0.1533108640332757,1,0
0.0,small,NEG,0.2,PRICE,0.31544775383519763,0.1533108640332757,1,0
0.0,small,NEG,0.5,VOL,0.15959386280072552,0.24407725021814913,0,0
0.0,small,NEG,0.5,MOM,-0.20800649731559773,0.24407725021814913,0,0
0.0,small,NEG,0.5,R6,-0.09734861129740402,0.24407725021814913,0,0
0.0,small,NEG,0.5,R3,0.07044365023052179,0.24407725021814913,0,0
0.0,small,NEG,0.5,PRICE,0.491631956749787,0.24407725021814913,1,0
0.0,small,NEG,1.0,VOL,0.10914725429986372,0.3348643260353642,0,0
0.0,small,NEG,1.0,MOM,-0.2909151006612368,0.3348643260353642,0,0
0.0,small,NEG,1.0,R6,-0.33491481441988347,0.3348643260353642,1,0
0.0,small,NEG,1.0,R3,-0.006437369894108924,0.3348643260353642,0,0
0.0,small,NEG,1.0,PRICE,0.603775743490094,0.3348643260353642,1,0
1.0,u56,POS,0.2,VOL,-0.0019686110655672273,0.049431459427943025,0,1
1.0,u56,POS,0.2,MOM,-0.03341238796625423,0.049431459427943025,0,1
1.0,u56,POS,0.2,R6,-0.011603285662005858,0.049431459427943025,0,1
1.0,u56,POS,0.2,R3,-0.036486566649458485,0.049431459427943025,0,1
1.0,u56,POS,0.2,PRICE,-0.0701193352737115,0.049431459427943025,1,1
1.0,u56,POS,0.5,VOL,0.002679066028122845,0.0762447845472154,0,1
1.0,u56,POS,0.5,MOM,-0.047351160087941935,0.0762447845472154,0,1
1.0,u56,POS,0.5,R6,-0.01954117924703347,0.0762447845472154,0,1
1.0,u56,POS,0.5,R3,-0.014353104573998188,0.0762447845472154,0,1
1.0,u56,POS,0.5,PRICE,-0.06530380738318864,0.0762447845472154,0,1
1.0,u56,POS,1.0,VOL,0.011452005723139758,0.1014853638780131,0,1
1.0,u56,POS,1.0,MOM,-0.036975476673722696,0.1014853638780131,0,1
1.0,u56,POS,1.0,R6,-0.031656558675547064,0.1014853638780131,0,1
1.0,u56,POS,1.0,R3,-0.025348711323056383,0.1014853638780131,0,1
1.0,u56,POS,1.0,PRICE,-0.15299259749406846,0.1014853638780131,1,0
1.0,u56,NEG,0.2,VOL,-0.05400512415690706,0.061365030810585974,0,1
1.0,u56,NEG,0.2,MOM,-0.01761685715023309,0.061365030810585974,0,1
1.0,u56,NEG,0.2,R6,-0.011589419239297127,0.061365030810585974,0,1
1.0,u56,NEG,0.2,R3,-0.05663859857182385,0.061365030810585974,0,1
1.0,u56,NEG,0.2,PRICE,0.04843020990425306,0.061365030810585974,0,1
1.0,u56,NEG,0.5,VOL,-0.09226781086637548,0.08058236408994146,1,1
1.0,u56,NEG,0.5,MOM,-0.008911854038869516,0.08058236408994146,0,1
1.0,u56,NEG,0.5,R6,-0.04428432297717988,0.08058236408994146,0,1
1.0,u56,NEG,0.5,R3,-0.08911599040749252,0.08058236408994146,1,1
1.0,u56,NEG,0.5,PRICE,0.07153979332194949,0.08058236408994146,0,1
1.0,u56,NEG,1.0,VOL,-0.1119394913480154,0.08633539578589322,1,0
1.0,u56,NEG,1.0,MOM,-0.07998405459529123,0.08633539578589322,0,0
1.0,u56,NEG,1.0,R6,-0.036560110446923755,0.08633539578589322,0,1
1.0,u56,NEG,1.0,R3,-0.13947819623203594,0.08633539578589322,1,1
1.0,u56,NEG,1.0,PRICE,0.07697865921848601,0.08633539578589322,0,1
1.0,broad,POS,0.2,VOL,0.03351721506334693,0.06274463403012254,0,0
1.0,broad,POS,0.2,MOM,-0.009741371740291216,0.06274463403012254,0,0
1.0,broad,POS,0.2,R6,0.04270411458132295,0.06274463403012254,0,1
1.0,broad,POS,0.2,R3,0.014823786936396965,0.06274463403012254,0,1
1.0,broad,POS,0.2,PRICE,-0.0838547164597987,0.06274463403012254,1,0
1.0,broad,POS,0.5,VOL,0.08696807246425009,0.07393904548323715,1,0
1.0,broad,POS,0.5,MOM,0.009904744096123297,0.07393904548323715,0,0
1.0,broad,POS,0.5,R6,0.08054643103554127,0.07393904548323715,1,0
1.0,broad,POS,0.5,R3,-0.0026090928938906632,0.07393904548323715,0,1
1.0,broad,POS,0.5,PRICE,-0.24439036705308959,0.07393904548323715,1,0
1.0,broad,POS,1.0,VOL,0.08551001850820428,0.14428553076785122,0,0
1.0,broad,POS,1.0,MOM,0.00590224651877902,0.14428553076785122,0,0
1.0,broad,POS,1.0,R6,0.10757185908016309,0.14428553076785122,0,1
1.0,broad,POS,1.0,R3,0.06000690277449028,0.14428553076785122,0,1
1.0,broad,POS,1.0,PRICE,-0.3163459745456302,0.14428553076785122,1,0
1.0,broad,NEG,0.2,VOL,-0.057921206337066766,0.03994009688472011,1,0
1.0,broad,NEG,0.2,MOM,0.056325416360050395,0.03994009688472011,1,1
1.0,broad,NEG,0.2,R6,-0.03393444068637197,0.03994009688472011,0,0
1.0,broad,NEG,0.2,R3,0.041122236081552854,0.03994009688472011,1,0
1.0,broad,NEG,0.2,PRICE,0.09885750038507979,0.03994009688472011,1,0
1.0,broad,NEG,0.5,VOL,-0.02525480356799714,0.09646797514095251,0,0
1.0,broad,NEG,0.5,MOM,0.0951263791555852,0.09646797514095251,0,1
1.0,broad,NEG,0.5,R6,-0.1117136892684577,0.09646797514095251,1,0
1.0,broad,NEG,0.5,R3,-0.0065692914325903295,0.09646797514095251,0,0
1.0,broad,NEG,0.5,PRICE,0.2200338822796386,0.09646797514095251,1,0
1.0,broad,NEG,1.0,VOL,-0.09769025711261548,0.12278793030633506,0,0
1.0,broad,NEG,1.0,MOM,0.06491947169003587,0.12278793030633506,0,1
1.0,broad,NEG,1.0,R6,-0.15085862653827709,0.12278793030633506,1,0
1.0,broad,NEG,1.0,R3,-0.0547663922243552,0.12278793030633506,0,1
1.0,broad,NEG,1.0,PRICE,0.35251721245850676,0.12278793030633506,1,0
1.0,small,POS,0.2,VOL,-0.056125988757866785,0.15510793684253155,0,0
1.0,small,POS,0.2,MOM,0.06295333409732473,0.15510793684253155,0,0
1.0,small,POS,0.2,R6,0.019623901944669675,0.15510793684253155,0,0
1.0,small,POS,0.2,R3,-0.05479011815832269,0.15510793684253155,0,0
1.0,small,POS,0.2,PRICE,-0.33923692963310526,0.15510793684253155,1,0
1.0,small,POS,0.5,VOL,-0.08122533729736775,0.17670437104002268,0,0
1.0,small,POS,0.5,MOM,0.09770282707535649,0.17670437104002268,0,0
1.0,small,POS,0.5,R6,0.047669244775936925,0.17670437104002268,0,0
1.0,small,POS,0.5,R3,-0.03142362867385806,0.17670437104002268,0,0
1.0,small,POS,0.5,PRICE,-0.4162984829886776,0.17670437104002268,1,0
1.0,small,POS,1.0,VOL,-0.13222307828600016,0.29265788963460543,0,0
1.0,small,POS,1.0,MOM,0.16717484379680803,0.29265788963460543,0,0
1.0,small,POS,1.0,R6,0.07109895246448406,0.29265788963460543,0,0
1.0,small,POS,1.0,R3,-0.018910474365622876,0.29265788963460543,0,0
1.0,small,POS,1.0,PRICE,-0.5003568039237813,0.29265788963460543,1,0
1.0,small,NEG,0.2,VOL,0.06200825984408176,0.15401197752400791,0,0
1.0,small,NEG,0.2,MOM,-0.04456672548032059,0.15401197752400791,0,0
1.0,small,NEG,0.2,R6,-0.019673204740904948,0.15401197752400791,0,0
1.0,small,NEG,0.2,R3,0.16685237406817632,0.15401197752400791,1,0
1.0,small,NEG,0.2,PRICE,0.3150534378686214,0.15401197752400791,1,0
1.0,small,NEG,0.5,VOL,0.15402092525003108,0.24572414454021846,0,0
1.0,small,NEG,0.5,MOM,-0.2125622259031727,0.24572414454021846,0,0
1.0,small,NEG,0.5,R6,-0.09978018593092602,0.24572414454021846,0,0
1.0,small,NEG,0.5,R3,0.06975602088574817,0.24572414454021846,0,0
1.0,small,NEG,0.5,PRICE,0.49131069641586766,0.24572414454021846,1,0
1.0,small,NEG,1.0,VOL,0.10035211493749463,0.33690709868372487,0,0
1.0,small,NEG,1.0,MOM,-0.296662694180918,0.33690709868372487,0,0
1.0,small,NEG,1.0,R6,-0.34629178037888336,0.33690709868372487,1,0
1.0,small,NEG,1.0,R3,-0.014397354986297461,0.33690709868372487,0,0
1.0,small,NEG,1.0,PRICE,0.6038343207850564,0.33690709868372487,1,0
2.0,u56,POS,0.2,VOL,-0.0017052027240964662,0.04962863831233588,0,1
2.0,u56,POS,0.2,MOM,-0.033140427026244756,0.04962863831233588,0,1
2.0,u56,POS,0.2,R6,-0.0114971080002515,0.04962863831233588,0,1
2.0,u56,POS,0.2,R3,-0.0372039066137857,0.04962863831233588,0,1
2.0,u56,POS,0.2,PRICE,-0.070128274035268,0.04962863831233588,1,1
2.0,u56,POS,0.5,VOL,0.002895652511399005,0.077155206784286,0,1
2.0,u56,POS,0.5,MOM,-0.04686418519575564,0.077155206784286,0,1
2.0,u56,POS,0.5,R6,-0.019494028083925974,0.077155206784286,0,1
2.0,u56,POS,0.5,R3,-0.015711196568168884,0.077155206784286,0,1
2.0,u56,POS,0.5,PRICE,-0.06499472549816088,0.077155206784286,0,1
2.0,u56,POS,1.0,VOL,0.011063002048413706,0.1037139514448484,0,1
2.0,u56,POS,1.0,MOM,-0.03634304462637972,0.1037139514448484,0,1
2.0,u56,POS,1.0,R6,-0.0317535868904355,0.1037139514448484,0,1
2.0,u56,POS,1.0,R3,-0.027555780273828434,0.1037139514448484,0,1
2.0,u56,POS,1.0,PRICE,-0.1525484816811047,0.1037139514448484,1,0
2.0,u56,NEG,0.2,VOL,-0.05467125699872799,0.061745753999691066,0,1
2.0,u56,NEG,0.2,MOM,-0.01828641418849153,0.061745753999691066,0,1
2.0,u56,NEG,0.2,R6,-0.011953647505154708,0.061745753999691066,0,1
2.0,u56,NEG,0.2,R3,-0.056232483116767984,0.061745753999691066,0,1
2.0,u56,NEG,0.2,PRICE,0.04872305296536261,0.061745753999691066,0,1
2.0,u56,NEG,0.5,VOL,-0.09439754498459774,0.08177293937570163,1,1
2.0,u56,NEG,0.5,MOM,-0.011950206642556305,0.08177293937570163,0,1
2.0,u56,NEG,0.5,R6,-0.046886088847105656,0.08177293937570163,0,1
2.0,u56,NEG,0.5,R3,-0.08918598813247658,0.08177293937570163,1,1
2.0,u56,NEG,0.5,PRICE,0.07202090208444845,0.08177293937570163,0,1
2.0,u56,NEG,1.0,VOL,-0.11683364547765063,0.08889006429863455,1,0
2.0,u56,NEG,1.0,MOM,-0.0880012074936769,0.08889006429863455,0,0
2.0,u56,NEG,1.0,R6,-0.04799940451795148,0.08889006429863455,0,0
2.0,u56,NEG,1.0,R3,-0.1472662415792274,0.08889006429863455,1,0
2.0,u56,NEG,1.0,PRICE,0.07740057689033542,0.08889006429863455,0,1
2.0,broad,POS,0.2,VOL,0.03400694763681522,0.06250272692528314,0,0
2.0,broad,POS,0.2,MOM,-0.00908787731667604,0.06250272692528314,0,0
2.0,broad,POS,0.2,R6,0.04298433707346594,0.06250272692528314,0,1
2.0,broad,POS,0.2,R3,0.014048506551725959,0.06250272692528314,0,1
2.0,broad,POS,0.2,PRICE,-0.08389024266290701,0.06250272692528314,1,0
2.0,broad,POS,0.5,VOL,0.0868437460243261,0.0726308419090802,1,0
2.0,broad,POS,0.5,MOM,0.011110078057781747,0.0726308419090802,0,0
2.0,broad,POS,0.5,R6,0.0809526964767433,0.0726308419090802,1,0
2.0,broad,POS,0.5,R3,-0.004170973175017245,0.0726308419090802,0,1
2.0,broad,POS,0.5,PRICE,-0.2445760822809233,0.0726308419090802,1,0
2.0,broad,POS,1.0,VOL,0.08449625077173861,0.14117226695934826,0,0
2.0,broad,POS,1.0,MOM,0.007310588655519146,0.14117226695934826,0,0
2.0,broad,POS,1.0,R6,0.1079688299631707,0.14117226695934826,0,1
2.0,broad,POS,1.0,R3,0.05776531572946486,0.14117226695934826,0,1
2.0,broad,POS,1.0,PRICE,-0.31589798441702455,0.14117226695934826,1,0
2.0,broad,NEG,0.2,VOL,-0.05961676431976981,0.039815480781186796,1,0
2.0,broad,NEG,0.2,MOM,0.055422835625242195,0.039815480781186796,1,1
2.0,broad,NEG,0.2,R6,-0.034336651726270206,0.039815480781186796,0,0
2.0,broad,NEG,0.2,R3,0.04244390434988454,0.039815480781186796,1,0
2.0,broad,NEG,0.2,PRICE,0.0990904191504991,0.039815480781186796,1,0
2.0,broad,NEG,0.5,VOL,-0.032243016550133285,0.09542211491896513,0,0
2.0,broad,NEG,0.5,MOM,0.09088550235651338,0.09542211491896513,0,1
2.0,broad,NEG,0.5,R6,-0.11465051583309571,0.09542211491896513,1,0
2.0,broad,NEG,0.5,R3,-0.006068256833699381,0.09542211491896513,0,0
2.0,broad,NEG,0.5,PRICE,0.22108977128473062,0.09542211491896513,1,0
2.0,broad,NEG,1.0,VOL,-0.10967541079738385,0.12073580817457175,0,0
2.0,broad,NEG,1.0,MOM,0.05625354654194714,0.12073580817457175,0,1
2.0,broad,NEG,1.0,R6,-0.16609375540794247,0.12073580817457175,1,0
2.0,broad,NEG,1.0,R3,-0.06401065098556902,0.12073580817457175,0,1
2.0,broad,NEG,1.0,PRICE,0.3542200311032233,0.12073580817457175,1,0
2.0,small,POS,0.2,VOL,-0.05707881259168168,0.15441935752411673,0,0
2.0,small,POS,0.2,MOM,0.06332813642830015,0.15441935752411673,0,0
2.0,small,POS,0.2,R6,0.019596822920068258,0.15441935752411673,0,0
2.0,small,POS,0.2,R3,-0.05519242022511894,0.15441935752411673,0,0
2.0,small,POS,0.2,PRICE,-0.3388636529366495,0.15441935752411673,1,0
2.0,small,POS,0.5,VOL,-0.08426132799514402,0.17819101773501433,0,0
2.0,small,POS,0.5,MOM,0.09830191171648117,0.17819101773501433,0,0
2.0,small,POS,0.5,R6,0.04770554573069663,0.17819101773501433,0,0
2.0,small,POS,0.5,R3,-0.032594519182620796,0.17819101773501433,0,0
2.0,small,POS,0.5,PRICE,-0.4149355124423076,0.17819101773501433,1,0
2.0,small,POS,1.0,VOL,-0.13742172689924953,0.2947980192943603,0,0
2.0,small,POS,1.0,MOM,0.16821677003451285,0.2947980192943603,0,0
2.0,small,POS,1.0,R6,0.07102626195354356,0.2947980192943603,0,0
2.0,small,POS,1.0,R3,-0.020682525423106668,0.2947980192943603,0,0
2.0,small,POS,1.0,PRICE,-0.4986090019961883,0.2947980192943603,1,0
2.0,small,NEG,0.2,VOL,0.060605184526197564,0.15471309990586185,0,0
2.0,small,NEG,0.2,MOM,-0.045524499238331906,0.15471309990586185,0,0
2.0,small,NEG,0.2,R6,-0.019999884524137923,0.15471309990586185,0,0
2.0,small,NEG,0.2,R3,0.16762339450433972,0.15471309990586185,1,0
2.0,small,NEG,0.2,PRICE,0.31465823828185346,0.15471309990586185,1,0
2.0,small,NEG,0.5,VOL,0.14844681514048796,0.24737013182584167,0,0
2.0,small,NEG,0.5,MOM,-0.21711704569292134,0.24737013182584167,0,0
2.0,small,NEG,0.5,R6,-0.10221191615530556,0.24737013182584167,0,0
2.0,small,NEG,0.5,R3,0.06906868403352906,0.24737013182584167,0,0
2.0,small,NEG,0.5,PRICE,0.490988364903161,0.24737013182584167,1,0
2.0,small,NEG,1.0,VOL,0.09155448915794484,0.3389487835148332,0,0
2.0,small,NEG,1.0,MOM,-0.3024075923764011,0.3389487835148332,0,0
2.0,small,NEG,1.0,R6,-0.35766530997771906,0.3389487835148332,1,0
2.0,small,NEG,1.0,R3,-0.02235608602702932,0.3389487835148332,0,0
2.0,small,NEG,1.0,PRICE,0.6038917008234967,0.3389487835148332,1,0
5.0,u56,POS,0.2,VOL,-0.0009136971343104427,0.05022094543930944,0,1
5.0,u56,POS,0.2,MOM,-0.03232342647470521,0.05022094543930944,0,1
5.0,u56,POS,0.2,R6,-0.011178384734948033,0.05022094543930944,0,1
5.0,u56,POS,0.2,R3,-0.039357561863847534,0.05022094543930944,0,1
5.0,u56,POS,0.2,PRICE,-0.07015517494845236,0.05022094543930944,1,1
5.0,u56,POS,0.5,VOL,0.0035471796883275175,0.07988780306263044,0,1
5.0,u56,POS,0.5,MOM,-0.04540108004709875,0.07988780306263044,0,1
5.0,u56,POS,0.5,R6,-0.019352832224646566,0.07988780306263044,0,1
5.0,u56,POS,0.5,R3,-0.019789087613211853,0.07988780306263044,0,1
5.0,u56,POS,0.5,PRICE,-0.06406616151845879,0.07988780306263044,0,1
5.0,u56,POS,1.0,VOL,0.009896104821808471,0.1104031516027566,0,1
5.0,u56,POS,1.0,MOM,-0.03444316953701243,0.1104031516027566,0,1
5.0,u56,POS,1.0,R6,-0.0320447823138883,0.1104031516027566,0,1
5.0,u56,POS,1.0,R3,-0.03418213352212929,0.1104031516027566,0,1
5.0,u56,POS,1.0,PRICE,-0.1512139149562297,0.1104031516027566,1,0
5.0,u56,NEG,0.2,VOL,-0.05667215794593816,0.06288823917750208,0,1
5.0,u56,NEG,0.2,MOM,-0.020297647689586418,0.06288823917750208,0,1
5.0,u56,NEG,0.2,R6,-0.013045809799065555,0.06288823917750208,0,1
5.0,u56,NEG,0.2,R3,-0.05501303828796855,0.06288823917750208,0,1
5.0,u56,NEG,0.2,PRICE,0.04960233328514252,0.06288823917750208,0,1
5.0,u56,NEG,0.5,VOL,-0.10079234124055714,0.0853471872377849,1,0
5.0,u56,NEG,0.5,MOM,-0.02107289804444412,0.0853471872377849,0,1
5.0,u56,NEG,0.5,R6,-0.05469665933130741,0.0853471872377849,0,1
5.0,u56,NEG,0.5,R3,-0.08939469511613529,0.0853471872377849,1,1
5.0,u56,NEG,0.5,PRICE,0.0734658346501742,0.0853471872377849,0,1
5.0,u56,NEG,1.0,VOL,-0.13152762644943428,0.09655980502493122,1,0
5.0,u56,NEG,1.0,MOM,-0.11207495914496612,0.09655980502493122,1,0
5.0,u56,NEG,1.0,R6,-0.0823497440934069,0.09655980502493122,0,0
5.0,u56,NEG,1.0,R3,-0.17064831474704867,0.09655980502493122,1,0
5.0,u56,NEG,1.0,PRICE,0.07866617967450806,0.09655980502493122,0,1
5.0,broad,POS,0.2,VOL,0.03547710152697148,0.061775913513680836,0,0
5.0,broad,POS,0.2,MOM,-0.007126467644556933,0.061775913513680836,0,0
5.0,broad,POS,0.2,R6,0.04382571957276937,0.061775913513680836,0,1
5.0,broad,POS,0.2,R3,0.0117204655358496,0.061775913513680836,0,1
5.0,broad,POS,0.2,PRICE,-0.08399672977302364,0.061775913513680836,1,0
5.0,broad,POS,0.5,VOL,0.08646979222023554,0.07658991706074347,1,0
5.0,broad,POS,0.5,MOM,0.014728215664898237,0.07658991706074347,0,0
5.0,broad,POS,0.5,R6,0.08217209496160871,0.07658991706074347,1,0
5.0,broad,POS,0.5,R3,-0.008860709441516179,0.07658991706074347,0,1
5.0,broad,POS,0.5,PRICE,-0.245131039375026,0.07658991706074347,1,0
5.0,broad,POS,1.0,VOL,0.08145354791672865,0.13181953796516166,0,0
5.0,broad,POS,1.0,MOM,0.011537804864625745,0.13181953796516166,0,0
5.0,broad,POS,1.0,R6,0.10915799977295593,0.13181953796516166,0,1
5.0,broad,POS,1.0,R3,0.05103304271344178,0.13181953796516166,0,1
5.0,broad,POS,1.0,PRICE,-0.3145476446037907,0.13181953796516166,1,0
5.0,broad,NEG,0.2,VOL,-0.06470812150420635,0.03944153613079604,1,0
5.0,broad,NEG,0.2,MOM,0.05271048677639434,0.03944153613079604,1,1
5.0,broad,NEG,0.2,R6,-0.03554371301805814,0.03944153613079604,0,0
5.0,broad,NEG,0.2,R3,0.04641187237242961,0.03944153613079604,1,0
5.0,broad,NEG,0.2,PRICE,0.09978668598981244,0.03944153613079604,1,0
5.0,broad,NEG,0.5,VOL,-0.05322853320461418,0.09228177112955627,0,0
5.0,broad,NEG,0.5,MOM,0.07814648914683642,0.09228177112955627,0,1
5.0,broad,NEG,0.5,R6,-0.12346948316222628,0.09228177112955627,1,0
5.0,broad,NEG,0.5,R3,-0.004564318439487902,0.09228177112955627,0,0
5.0,broad,NEG,0.5,PRICE,0.22425550376020187,0.09228177112955627,1,0
5.0,broad,NEG,1.0,VOL,-0.14566598976842737,0.1192657606911709,1,0
5.0,broad,NEG,1.0,MOM,0.030229233214789986,0.1192657606911709,0,1
5.0,broad,NEG,1.0,R6,-0.2118276827717236,0.1192657606911709,1,0
5.0,broad,NEG,1.0,R3,-0.09175641710607296,0.1192657606911709,0,0
5.0,broad,NEG,1.0,PRICE,0.3593284573388251,0.1192657606911709,1,0
5.0,small,POS,0.2,VOL,-0.05993905330109711,0.1523499463603556,0,0
5.0,small,POS,0.2,MOM,0.06445365559587068,0.1523499463603556,0,0
5.0,small,POS,0.2,R6,0.019514728679159155,0.1523499463603556,0,0
5.0,small,POS,0.2,R3,-0.05639936127272588,0.1523499463603556,0,0
5.0,small,POS,0.2,PRICE,-0.3377371407974632,0.1523499463603556,1,0
5.0,small,POS,0.5,VOL,-0.09336994878357802,0.18264822064487285,0,0
5.0,small,POS,0.5,MOM,0.1000985981757253,0.18264822064487285,0,0
5.0,small,POS,0.5,R6,0.04781323678247529,0.18264822064487285,0,0
5.0,small,POS,0.5,R3,-0.03610836577944021,0.18264822064487285,0,0
5.0,small,POS,0.5,PRICE,-0.4108389842074528,0.18264822064487285,1,0
5.0,small,POS,1.0,VOL,-0.1530118926352121,0.30121412934400305,0,0
5.0,small,POS,1.0,MOM,0.17134355197875684,0.30121412934400305,0,0
5.0,small,POS,1.0,R6,0.0708066607662805,0.30121412934400305,0,0
