,FIXEDTOT,NORM,MATCHED
U56,0.172981303076426,0.12785702274591182,0.12776050886786594
ETF36,0.264262621532239,0.1024909758559931,0.10277626636313508
ETF24,0.19592958840917263,0.1261910449696001,0.12821516141029476
STK20,0.2795782446530839,0.20006836901255598,0.204980534514847
B136,0.13377877475148414,0.12383950072003791,0.12390676894593178
BSTK100,0.2466998044189701,0.17294086981647672,0.17336663310169476
SMALL,0.08292032734337368,0.09851011300828239,0.09848790380120098
MEAN,0.19659295202639276,0.135985413732694,0.1370705395721386
