panel,dialset,dial,cost,split,n_arms,pick_S,pick_C,disagree,dOOS_Sharpe,dOOS_CAGR_pp,xr,freelunch,both_worse,S_OOS_Sharpe,C_OOS_Sharpe,DN_OOS_Sharpe,S_OOS_CAGR,C_OOS_CAGR,DN_OOS_CAGR,S_OOS_MaxDD,C_OOS_MaxDD,S_pass4b,C_pass4b,S_pass4a,C_pass4a
BSTK100,B,volgate,10,CAL,6,V1.00,V1.00,False,0.0,0.0,,False,False,1.116734648493553,1.116734648493553,1.0095999331099443,0.14050069584843827,0.14050069584843827,0.12155660613742114,-0.22194825811597085,-0.22194825811597085,False,False,False,False
BSTK100,C,band,10,CAL,6,B0.08,B0.12,True,-0.028097944398771002,0.20084344066315651,7.147976300783817,False,False,1.155080855825761,1.12698291142699,1.1403459736163715,0.09556204453678308,0.09757047894341464,0.08889334353179068,-0.1550990196087868,-0.16937441161131284,False,False,False,False
BSTK100,C,cadence,10,CAL,4,FREQ_W,FREQ_M,True,-0.029422908763872213,0.39152130919160033,13.30668263745362,False,False,1.1403459736163715,1.1109230648524993,1.1403459736163715,0.08889334353179068,0.09280855662370668,0.08889334353179068,-0.12882213892772987,-0.16874323663565705,False,False,False,False
BSTK100,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,1.1393476298152132,1.1393476298152132,1.1403459736163715,0.11876613260775204,0.11876613260775204,0.08889334353179068,-0.16992557160733957,-0.16992557160733957,True,True,False,False
BSTK100,C,n,10,CAL,5,N20,N20,False,0.0,0.0,,False,False,0.8150992793632663,0.8150992793632663,0.8150992793632663,0.1043948586367216,0.1043948586367216,0.1043948586367216,-0.23930164492192618,-0.23930164492192618,False,False,False,False
BSTK100,C,quantile,10,CAL,5,Q1.00,Q1.00,False,0.0,0.0,,False,False,1.1271391021044908,1.1271391021044908,1.1271391021044908,0.1439115006470888,0.1439115006470888,0.1439115006470888,-0.22152332683208065,-0.22152332683208065,False,False,False,False
BSTK100,C,volcap,10,CAL,5,V0.90,V9.99,True,0.014963849079598024,0.5184560068911992,,True,False,1.1117175720600099,1.126681421139608,1.0095999331099443,0.1386515168802236,0.14383607694913558,0.12155660613742114,-0.21879668194723123,-0.22152332683208065,False,False,False,False
S0_B60,B,cadence,10,CAL,4,FREQ_Q,FREQ_W,True,-0.08375746652584382,-1.5022954838093572,-17.936257460053618,False,True,1.157135621642687,1.073378155116843,1.073378155116843,0.14430056374895783,0.12927760891086426,0.12927760891086426,-0.24573483611406377,-0.2557787718294652,False,False,False,False
S0_B60,B,gross,10,CAL,6,G0.70,G1.00,True,-0.0048205206688909374,5.100342848900352,1058.0481236840737,False,False,1.0741533275487234,1.0693328068798325,1.0741533275487234,0.1207256179770837,0.17172904646608722,0.1207256179770837,-0.2400618031454419,-0.3315724378353758,False,False,False,False
S0_B60,B,n,10,CAL,5,EWall,FWD5,True,-0.12534587522277618,5.30215471051505,42.300192974771406,False,False,1.073378155116843,0.9480322798940669,1.073378155116843,0.12927760891086426,0.18229915601601476,0.12927760891086426,-0.2557787718294652,-0.2969796010981268,False,False,False,False
S0_B60,B,trim,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,1.2434931580058353,1.2434931580058353,1.2427980245366692,0.104114899527187,0.104114899527187,0.09941751225821127,-0.14803362022380406,-0.14803362022380406,False,False,False,False
S0_B60,B,volgate,10,CAL,6,V1.00,V1.00,False,0.0,0.0,,False,False,1.1756726069108987,1.1756726069108987,1.073378155116843,0.14746458220315128,0.14746458220315128,0.12927760891086426,-0.22010219717930846,-0.22010219717930846,False,False,False,False
S0_B60,C,band,10,CAL,6,B0.08,B0.12,True,0.0005589242097614466,0.5233894896164548,,True,False,1.2434931580058353,1.2440520822155967,1.2427980245366692,0.104114899527187,0.10934879442335155,0.09941751225821127,-0.14803362022380406,-0.15988342568857095,False,True,False,False
S0_B60,C,cadence,10,CAL,4,FREQ_W,FREQ_M,True,-0.05528509763308498,0.2549967468078007,4.612395703814398,False,False,1.2427980245366692,1.1875129269035842,1.2427980245366692,0.09941751225821127,0.10196747972628928,0.09941751225821127,-0.12990383283182116,-0.1684436751831575,False,False,False,False
S0_B60,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,1.241626871804445,1.241626871804445,1.2427980245366692,0.13317606780539815,0.13317606780539815,0.09941751225821127,-0.17147852753732784,-0.17147852753732784,True,True,False,False
S0_B60,C,n,10,CAL,5,N50,N50,False,0.0,0.0,,False,False,1.1761753842206808,1.1761753842206808,1.1285790611409101,0.15116871608802773,0.15116871608802773,0.15055951377007237,-0.21496190939529702,-0.21496190939529702,False,False,False,False
S0_B60,C,quantile,10,CAL,5,Q0.10,Q0.10,False,0.0,0.0,,False,False,0.41109787226848854,0.41109787226848854,1.1799510946915481,0.04994054258509384,0.04994054258509384,0.15128270006298927,-0.28972001467161146,-0.28972001467161146,False,False,False,False
S0_B60,C,volcap,10,CAL,5,V0.90,V0.90,False,0.0,0.0,,False,False,1.153078263612029,1.153078263612029,1.073378155116843,0.14399888289395935,0.14399888289395935,0.12927760891086426,-0.2214292118654163,-0.2214292118654163,False,False,False,False
S1_B60,B,cadence,10,CAL,4,FREQ_Q,FREQ_Q,False,0.0,0.0,,False,False,1.018069459757358,1.018069459757358,1.0360112778069932,0.1313031254649497,0.1313031254649497,0.12998880988509076,-0.2534385953444207,-0.2534385953444207,False,False,False,False
S1_B60,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,1.0326163939398074,1.0326163939398074,1.0366607069115543,0.17247945950928956,0.17247945950928956,0.12141540797416717,-0.3362145034210411,-0.3362145034210411,False,False,False,False
S1_B60,B,n,10,CAL,5,EWall,FWD10,True,-0.1130827750346659,1.9027541463252584,16.82620669453825,False,False,1.0360112778069932,0.9229285027723273,1.0360112778069932,0.12998880988509076,0.14901635134834335,0.12998880988509076,-0.25971270251632805,-0.2793005638289311,False,False,False,False
S1_B60,B,trim,10,CAL,6,B0.02,B0.08,True,-0.019783411227684233,0.46753847704144036,23.632854398092018,False,False,1.1920838555989202,1.172300444371236,1.1464251245434012,0.09672664633806716,0.10140203110848156,0.09347923674539538,-0.13254073719413384,-0.1594922569135372,False,False,False,False
S1_B60,B,volgate,10,CAL,6,V1.00,V1.00,False,0.0,0.0,,False,False,1.1444579903168492,1.1444579903168492,1.0360112778069932,0.14987943333115328,0.14987943333115328,0.12998880988509076,-0.21438296915942645,-0.21438296915942645,False,False,False,False
S1_B60,C,band,10,CAL,6,B0.08,B0.12,True,-0.018847302743653316,0.18468217221669914,9.798864841755112,False,False,1.172300444371236,1.1534531416275826,1.1464251245434012,0.10140203110848156,0.10324885283064855,0.09347923674539538,-0.1594922569135372,-0.16738050095609114,False,True,False,False
S1_B60,C,cadence,10,CAL,4,FREQ_W,FREQ_M,True,-0.011941740723297345,0.6709576291800801,56.18591499571728,False,False,1.1464251245434012,1.1344833838201038,1.1464251245434012,0.09347923674539538,0.10018881303719618,0.09347923674539538,-0.13008747459125114,-0.1749909540875897,False,False,False,False
S1_B60,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,1.1455114648872957,1.1455114648872957,1.1464251245434012,0.12490768317891265,0.12490768317891265,0.09347923674539538,-0.17158152627502132,-0.17158152627502132,True,True,False,False
S1_B60,C,n,10,CAL,5,N50,N10,True,-0.31852122654416914,-3.8525107287837645,-12.094988992043014,False,True,1.1761487340353274,0.8576275074911582,0.974495297123064,0.15708207169718635,0.11855696440934871,0.13208025990105843,-0.21685680759097392,-0.24311457437219886,False,False,False,False
S1_B60,C,quantile,10,CAL,5,Q1.00,Q1.00,False,0.0,0.0,,False,False,1.1645354419642056,1.1645354419642056,1.1645354419642056,0.15499244813347435,0.15499244813347435,0.15499244813347435,-0.21616932554096624,-0.21616932554096624,False,False,False,False
S1_B60,C,volcap,10,CAL,5,V0.90,V0.90,False,0.0,0.0,,False,False,1.137341200727691,1.137341200727691,1.0360112778069932,0.14754592944712175,0.14754592944712175,0.12998880988509076,-0.2142745329809722,-0.2142745329809722,False,False,False,False
S2_B60,B,cadence,10,CAL,4,FREQ_W,FREQ_W,False,0.0,0.0,,False,False,1.0008236106555475,1.0008236106555475,1.0008236106555475,0.1262449190934165,0.1262449190934165,0.1262449190934165,-0.2728991700371769,-0.2728991700371769,False,False,False,False
S2_B60,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,0.9980739011721081,0.9980739011721081,1.001342444392794,0.16729554362157173,0.16729554362157173,0.11794803123085607,-0.35203104857040735,-0.35203104857040735,False,False,False,False
S2_B60,B,n,10,CAL,5,FWD5,FWD5,False,0.0,0.0,,False,False,0.7943291324498374,0.7943291324498374,1.0008236106555475,0.14612369680360082,0.14612369680360082,0.1262449190934165,-0.2707706093912009,-0.2707706093912009,False,False,False,False
S2_B60,B,trim,10,CAL,6,B0.02,B0.08,True,-0.03688412696394572,0.3235051073134265,8.77084897873964,False,False,1.2011047833062711,1.1642206563423254,1.1723073763573046,0.09854272723251545,0.10177777830564971,0.09654967655661961,-0.1307611386849512,-0.16324169756346596,False,False,True,False
S2_B60,B,volgate,10,CAL,6,V1.00,V1.00,False,0.0,0.0,,False,False,1.1021509432475831,1.1021509432475831,1.0008236106555475,0.14531850654604206,0.14531850654604206,0.1262449190934165,-0.23384805413893628,-0.23384805413893628,False,False,False,False
S2_B60,C,band,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,1.1642206563423254,1.1642206563423254,1.1723073763573046,0.10177777830564971,0.10177777830564971,0.09654967655661961,-0.16324169756346596,-0.16324169756346596,False,False,False,False
S2_B60,C,cadence,10,CAL,4,FREQ_W,FREQ_M,True,-0.004022602081792392,0.4890252089541969,121.56937201610974,False,False,1.1723073763573046,1.1682847742755122,1.1723073763573046,0.09654967655661961,0.10143992864616158,0.09654967655661961,-0.1310987542414086,-0.16330824189257498,False,False,False,False
S2_B60,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,1.1716655012017616,1.1716655012017616,1.1723073763573046,0.1291091043753092,0.1291091043753092,0.09654967655661961,-0.1727287261987127,-0.1727287261987127,True,True,False,False
S2_B60,C,n,10,CAL,5,N50,N50,False,0.0,0.0,,False,False,1.110633274185537,1.110633274185537,1.0123665194947014,0.15021121784580838,0.15021121784580838,0.1399972682601418,-0.24144578494340474,-0.24144578494340474,False,False,False,False
S2_B60,C,quantile,10,CAL,5,Q1.00,Q1.00,False,0.0,0.0,,False,False,1.118648481764185,1.118648481764185,1.118648481764185,0.1509328460628856,0.1509328460628856,0.1509328460628856,-0.2408911253529772,-0.2408911253529772,False,False,False,False
S2_B60,C,volcap,10,CAL,5,V0.90,V9.99,True,0.020939687541185137,0.7560347286696079,,True,False,1.097708794223,1.118648481764185,1.0008236106555475,0.14337249877618952,0.1509328460628856,0.1262449190934165,-0.23384805413893583,-0.2408911253529772,False,False,False,False
S3_B60,B,cadence,10,CAL,4,FREQ_W,FREQ_W,False,0.0,0.0,,False,False,1.088126511094461,1.088126511094461,1.088126511094461,0.1292799196358858,0.1292799196358858,0.1292799196358858,-0.19570172398004393,-0.19570172398004393,False,False,False,False
S3_B60,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,1.0874834592651792,1.0874834592651792,1.0882397923825573,0.1725956312444512,0.1725956312444512,0.12061517725529725,-0.25617140141542116,-0.25617140141542116,False,False,False,False
S3_B60,B,n,10,CAL,5,EWall,FWD5,True,-0.3563782598262357,0.6094784162419487,1.7102008875039698,False,False,1.088126511094461,0.7317482512682252,1.088126511094461,0.1292799196358858,0.1353747037983053,0.1292799196358858,-0.19570172398004393,-0.28854971315373945,False,False,False,False
S3_B60,B,trim,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,1.1288997439148707,1.1288997439148707,1.1339052824527875,0.09766631330092901,0.09766631330092901,0.09198228463634162,-0.16309227760939649,-0.16309227760939649,False,False,False,False
S3_B60,B,volgate,10,CAL,6,V1.00,V1.00,False,0.0,0.0,,False,False,1.0714947962906942,1.0714947962906942,1.088126511094461,0.14275995640441685,0.14275995640441685,0.1292799196358858,-0.24419898206933932,-0.24419898206933932,False,False,False,False
S3_B60,C,band,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,1.1288997439148707,1.1288997439148707,1.1339052824527875,0.09766631330092901,0.09766631330092901,0.09198228463634162,-0.16309227760939649,-0.16309227760939649,False,False,False,False
S3_B60,C,cadence,10,CAL,4,FREQ_W,FREQ_Q,True,-0.21905270084541262,-0.21162647674004553,-0.9660984590616492,False,True,1.1339052824527875,0.9148525816073749,1.1339052824527875,0.09198228463634162,0.08986601986894116,0.09198228463634162,-0.13024638569245073,-0.24705980494370738,False,False,False,False
S3_B60,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,1.1330477924493887,1.1330477924493887,1.1339052824527875,0.12285662678975728,0.12285662678975728,0.09198228463634162,-0.17173144496667958,-0.17173144496667958,True,True,False,False
S3_B60,C,n,10,CAL,5,N50,N50,False,0.0,0.0,,False,False,1.107817470038396,1.107817470038396,0.9961514624796941,0.14992082000221685,0.14992082000221685,0.13736630414997486,-0.24555978796901212,-0.24555978796901212,False,False,False,False
S3_B60,C,quantile,10,CAL,5,Q1.00,Q1.00,False,0.0,0.0,,False,False,1.0976519978612382,1.0976519978612382,1.0976519978612382,0.1480069490919278,0.1480069490919278,0.1480069490919278,-0.24514646097206516,-0.24514646097206516,False,False,False,False
S3_B60,C,volcap,10,CAL,5,V9.99,V9.99,False,0.0,0.0,,False,False,1.0968224758900358,1.0968224758900358,1.088126511094461,0.14790560128457098,0.14790560128457098,0.1292799196358858,-0.24514646097206516,-0.24514646097206516,False,False,False,False
S4_M120,B,cadence,10,CAL,4,FREQ_M,FREQ_M,False,0.0,0.0,,False,False,0.3581169212297774,0.3581169212297774,0.3904270351692034,0.04279732853773366,0.04279732853773366,0.05010604699002075,-0.4224355047618247,-0.4224355047618247,False,False,False,False
S4_M120,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,0.39272135248332035,0.39272135248332035,0.3900523766862521,0.06239028626190568,0.06239028626190568,0.04737038274886274,-0.5887047189601817,-0.5887047189601817,False,False,False,False
S4_M120,B,n,10,CAL,5,EWall,EWall,False,0.0,0.0,,False,False,0.3904270351692034,0.3904270351692034,0.3904270351692034,0.05010604699002075,0.05010604699002075,0.05010604699002075,-0.47728109142792885,-0.47728109142792885,False,False,False,False
S4_M120,B,trim,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,0.6629953036569757,0.6629953036569757,0.5812331378222779,0.04800872708557202,0.04800872708557202,0.04063894478145458,-0.17154439799097743,-0.17154439799097743,False,False,False,False
S4_M120,B,volgate,10,CAL,6,V0.40,V0.40,False,0.0,0.0,,False,False,0.07429147914372695,0.07429147914372695,0.3904270351692034,0.0012899295972974567,0.0012899295972974567,0.05010604699002075,-0.3379285300264384,-0.3379285300264384,False,False,False,False
S4_M120,C,band,10,CAL,6,B0.12,B0.12,False,0.0,0.0,,False,False,0.7146414217263178,0.7146414217263178,0.5812331378222779,0.053016102822099676,0.053016102822099676,0.04063894478145458,-0.18505891105722283,-0.18505891105722283,False,False,False,False
S4_M120,C,cadence,10,CAL,4,FREQ_M,FREQ_M,False,0.0,0.0,,False,False,0.6598112975855656,0.6598112975855656,0.5812331378222779,0.04861675551732514,0.04861675551732514,0.04063894478145458,-0.1872929635779158,-0.1872929635779158,False,False,False,False
S4_M120,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,0.5805417411255779,0.5805417411255779,0.5812331378222779,0.05322574189813767,0.05322574189813767,0.04063894478145458,-0.21980015501529382,-0.21980015501529382,False,False,False,False
S4_M120,C,n,10,CAL,5,N5,N5,False,0.0,0.0,,False,False,0.09095267757051588,0.09095267757051588,0.5405480281729363,0.0003006067160822301,0.0003006067160822301,0.07636361352858434,-0.41027078207285284,-0.41027078207285284,False,False,False,False
S4_M120,C,quantile,10,CAL,5,Q0.10,Q0.10,False,0.0,0.0,,False,False,0.10370382146289692,0.10370382146289692,0.5104096732850508,0.0015739199154951589,0.0015739199154951589,0.07191332245072446,-0.4945018754811691,-0.4945018754811691,False,False,False,False
S4_M120,C,volcap,10,CAL,5,V0.30,V0.30,False,0.0,0.0,,False,False,0.09056017554735873,0.09056017554735873,0.3904270351692034,0.003432336867781105,0.003432336867781105,0.05010604699002075,-0.3357835945168418,-0.3357835945168418,False,False,False,False
S5_M120,B,cadence,10,CAL,4,FREQ_M,FREQ_M,False,0.0,0.0,,False,False,0.24100659766717528,0.24100659766717528,0.13515899969507647,0.02528600829892058,0.02528600829892058,0.008657851934956273,-0.48267374726658396,-0.48267374726658396,False,False,False,False
S5_M120,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,0.1395220695600283,0.1395220695600283,0.13438942330714443,0.006458389257891106,0.006458389257891106,0.00878622013526753,-0.6195021700259753,-0.6195021700259753,False,False,False,False
S5_M120,B,n,10,CAL,4,EWall,FWD5,True,0.1175132612327425,2.3273466477466975,,True,False,0.13515899969507647,0.25267226092781897,0.13515899969507647,0.008657851934956273,0.03193131841242325,0.008657851934956273,-0.5053655023347161,-0.5366794367604044,False,False,False,False
S5_M120,B,trim,10,CAL,6,B0.03,B0.03,False,0.0,0.0,,False,False,0.4614486993147851,0.4614486993147851,0.4614486993147851,0.031355844876715055,0.031355844876715055,0.031355844876715055,-0.1802588941462684,-0.1802588941462684,False,False,False,False
S5_M120,B,volgate,10,CAL,6,V0.30,V0.40,True,-0.099929462768929,-1.3203132047771016,-13.212451745388805,False,True,0.365377343177108,0.265447880408179,0.13515899969507647,0.03946669167056416,0.026263559622793142,0.008657851934956273,-0.28913317571153463,-0.4135421594791422,False,False,False,False
S5_M120,C,band,10,CAL,6,B0.12,B0.12,False,0.0,0.0,,False,False,0.544321356975844,0.544321356975844,0.4614486993147851,0.038885638160138125,0.038885638160138125,0.031355844876715055,-0.17863850235701562,-0.17863850235701562,False,False,True,True
S5_M120,C,cadence,10,CAL,4,FREQ_M,FREQ_M,False,0.0,0.0,,False,False,0.4615828552136287,0.4615828552136287,0.4614486993147851,0.03243711514058001,0.03243711514058001,0.031355844876715055,-0.20977046979376435,-0.20977046979376435,False,False,False,False
S5_M120,C,gross,10,CAL,4,G1.00,G1.00,False,0.0,0.0,,False,False,0.4607459255906625,0.4607459255906625,0.4614486993147851,0.040738594239950965,0.040738594239950965,0.031355844876715055,-0.2338273367084459,-0.2338273367084459,False,False,False,False
S5_M120,C,n,10,CAL,5,N10,N10,False,0.0,0.0,,False,False,0.5097853181005612,0.5097853181005612,0.43904117758797906,0.07189754850451346,0.07189754850451346,0.0593101438798489,-0.3202076314655712,-0.3202076314655712,False,False,False,False
S5_M120,C,quantile,10,CAL,5,Q0.50,Q0.50,False,0.0,0.0,,False,False,0.5046177449388656,0.5046177449388656,0.3558282759709297,0.07408434121326635,0.07408434121326635,0.045715132225844224,-0.4768432267213545,-0.4768432267213545,False,False,False,False
S5_M120,C,volcap,10,CAL,5,V0.30,V0.30,False,0.0,0.0,,False,False,0.365377343177108,0.365377343177108,0.13515899969507647,0.03946669167056416,0.03946669167056416,0.008657851934956273,-0.28913317571153463,-0.28913317571153463,False,False,False,False
S6_M120,B,cadence,10,CAL,4,FREQ_M,FREQ_M,False,0.0,0.0,,False,False,0.18369804918397376,0.18369804918397376,0.16262701189347892,0.016400686968510048,0.016400686968510048,0.013148015175480365,-0.376108281733491,-0.376108281733491,False,False,False,False
S6_M120,B,gross,10,CAL,6,G1.00,G1.00,False,0.0,0.0,,False,False,0.16464144071081527,0.16464144071081527,0.1622472611849428,0.012720889384358225,0.012720889384358225,0.012939354535143277,-0.4593362131491212,-0.4593362131491212,False,False,False,False
S6_M120,B,n,10,CAL,5,FWD30,FWD30,False,0.0,0.0,,False,False,0.16746014159927652,0.16746014159927652,0.16262701189347892,0.013966448442550128,0.013966448442550128,0.013148015175480365,-0.3665873235343726,-0.3665873235343726,False,False,False,False
S6_M120,B,trim,10,CAL,6,B0.08,B0.08,False,0.0,0.0,,False,False,0.6524915242962828,0.6524915242962828,0.6080055920128503,0.0483684686134116,0.0483684686134116,0.043900575190072066,-0.16396007333382812,-0.16396007333382812,False,False,False,False
S6_M120,B,volgate,10,CAL,6,V0.40,V0.40,False,0.0,0.0,,False,False,0.0023279053402285098,0.0023279053402285098,0.16262701189347892,-0.00792318833362049,-0.00792318833362049,0.013148015175480365,-0.3244156212803234,-0.3244156212803234,False,False,False,False
