panel,mech,book,g_DD,g_CAGR,window_empty,MaxDD_at_g_CAGR,live_MaxDD,gap_pp
U56,CAND20,W/H126,0.4726796195981591,0.5108194903615736,True,-0.13027646664706605,-0.12054949323437114,0.9726973412694906
U56,CAND20,M/H0,0.46348868587625913,0.5234880497245178,True,-0.13615482110255397,-0.12054949323437114,1.5605327868182832
U56,CAND20,W/H0,0.49382992204173365,0.6228897355751686,True,-0.15205445966907657,-0.12054949323437114,3.1504966434705435
U56,R3_84,W/H126,0.4581149217503534,0.5058820022720127,True,-0.13311904091068408,-0.12054949323437114,1.2569547676312935
U56,R3_84,M/H0,0.45958452488374896,0.5300749256858744,True,-0.13903919781424876,-0.12054949323437114,1.8489704579877615
U56,R3_84,W/H0,0.47550279559953806,0.6155101834660793,True,-0.1560441734183208,-0.12054949323437114,3.549468018394966
U56,MOMONLY,W/H126,0.4392930079259608,0.4766860846622986,True,-0.13081079120567693,-0.12054949323437114,1.026129797130579
U56,MOMONLY,M/H0,0.4574230841163967,0.5598375179313605,True,-0.14753984095616943,-0.12054949323437114,2.6990347721798287
U56,MOMONLY,W/H0,0.48176846656307765,0.6483420924200061,True,-0.16223002564139483,-0.12054949323437114,4.168053240702369
B136,CAND20,W/H126,0.44265213369739526,0.49715736542167627,True,-0.13748258711377698,-0.12240985403190008,1.50727330818769
B136,CAND20,M/H0,0.351681631243837,0.4830434626086409,True,-0.16813297737461377,-0.12240985403190008,4.57231233427137
B136,CAND20,W/H0,0.45783756936482656,0.614092902250422,True,-0.16418709943525897,-0.12240985403190008,4.177724540335889
B136,R3_84,W/H126,0.42774866785613563,0.4818067088363873,True,-0.1378797722406662,-0.12240985403190008,1.5469918208766114
B136,R3_84,M/H0,0.34222550055593975,0.4804233056962536,True,-0.17184150984736024,-0.12240985403190008,4.943165581546016
B136,R3_84,W/H0,0.43547986498732055,0.5717615457200531,True,-0.16071752790380578,-0.12240985403190008,3.83076738719057
B136,MOMONLY,W/H126,0.42245869957866095,0.4957808424075917,True,-0.14365536941588222,-0.12240985403190008,2.1245515383982143
B136,MOMONLY,M/H0,0.3337018117171463,0.48576939164651234,True,-0.17819190138235363,-0.12240985403190008,5.578204735045356
B136,MOMONLY,W/H0,0.43624269865921467,0.5761970207167962,True,-0.16168108581837212,-0.12240985403190008,3.9271231786472045
