panel,n,cost,slope,t,predicted,winner,win_Sharpe,INV,NONE,POS,match
u56,5,10.0,0.004501733601760043,3.8965603804499445,POS/NONE,NONE,0.9503303963383655,0.6641804017269177,0.9503303963383655,0.9403913305915917,True
u56,5,25.0,0.004501733601760043,3.8965603804499445,POS/NONE,NONE,0.8013544631759973,0.3169259386690001,0.8013544631759973,0.7963582698062939,True
u56,20,10.0,0.004501733601760043,3.8965603804499445,POS/NONE,NONE,1.092135905431323,0.9958280541493004,1.092135905431323,1.08236160760536,True
u56,20,25.0,0.004501733601760043,3.8965603804499445,POS/NONE,NONE,0.9668297371038527,0.8360675632017025,0.9668297371038527,0.9603349458501207,True
broad,5,10.0,0.0029448223007120427,3.191392527505591,POS/NONE,POS,1.0525167740384855,0.6349911081998837,0.8802203106986538,1.0525167740384855,True
broad,5,25.0,0.0029448223007120427,3.191392527505591,POS/NONE,POS,0.8794508973937138,0.21947520601685164,0.7172601271151599,0.8794508973937138,True
broad,20,10.0,0.0029448223007120427,3.191392527505591,POS/NONE,POS,1.0516673748387733,0.8543369119499937,0.9569274633118441,1.0516673748387733,True
broad,20,25.0,0.0029448223007120427,3.191392527505591,POS/NONE,POS,0.9007727077619465,0.5964393240811896,0.807669841872597,0.9007727077619465,True
small,5,10.0,-0.0008376103868922094,-0.945663984829161,INV,INV,0.602741497721984,0.602741497721984,0.31718868024465935,0.03349363659188532,True
small,5,25.0,-0.0008376103868922094,-0.945663984829161,INV,INV,0.2645022248141613,0.2645022248141613,0.13490380172520333,-0.20360964002429963,True
small,20,10.0,-0.0008376103868922094,-0.945663984829161,INV,INV,0.47600335542988925,0.47600335542988925,0.47231794831498813,0.3577983142771861,True
small,20,25.0,-0.0008376103868922094,-0.945663984829161,INV,NONE,0.29142744675896826,0.1854413355150807,0.29142744675896826,0.12741995182302615,False
mega20,5,10.0,0.0025859430709637274,1.5747083838762959,POS/NONE,POS,1.1436366322019755,1.1209804523685574,1.0486280144257405,1.1436366322019755,True
mega20,5,25.0,0.0025859430709637274,1.5747083838762959,POS/NONE,POS,1.024094673844729,0.9754783439155764,0.927480095202625,1.024094673844729,True
mega20,20,10.0,0.0025859430709637274,1.5747083838762959,POS/NONE,INV,1.336692184337045,1.336692184337045,1.336692184337045,1.336692184337045,False
mega20,20,25.0,0.0025859430709637274,1.5747083838762959,POS/NONE,INV,1.277195847774537,1.277195847774537,1.277195847774537,1.277195847774537,False
broad98,5,10.0,0.002880734877924521,2.963649836697765,POS/NONE,POS,1.0565491409952301,0.6727181265415454,0.8743212961261441,1.0565491409952301,True
broad98,5,25.0,0.002880734877924521,2.963649836697765,POS/NONE,POS,0.8931154821946132,0.3482325563308292,0.7162834563146835,0.8931154821946132,True
broad98,20,10.0,0.002880734877924521,2.963649836697765,POS/NONE,POS,1.0547702985333465,0.9447131286943818,1.0030495255018819,1.0547702985333465,True
broad98,20,25.0,0.002880734877924521,2.963649836697765,POS/NONE,POS,0.9142696603728574,0.7478564305957447,0.8677724258858185,0.9142696603728574,True
broad78,5,10.0,0.0018666408616249731,1.9661899834378032,POS/NONE,POS,0.8256031557593508,0.6451388127343977,0.7302075879954284,0.8256031557593508,True
broad78,5,25.0,0.0018666408616249731,1.9661899834378032,POS/NONE,POS,0.6567097218338944,0.33871485995745915,0.56273998104699,0.6567097218338944,True
broad78,20,10.0,0.0018666408616249731,1.9661899834378032,POS/NONE,POS,0.8744980153377502,0.8578126075988614,0.8704485247638909,0.8744980153377502,True
broad78,20,25.0,0.0018666408616249731,1.9661899834378032,POS/NONE,NONE,0.7326562815976772,0.67911877312951,0.7326562815976772,0.7311610087478286,True
smADV5,5,10.0,-0.00025401170935277607,-0.16807701905314568,INV,NONE,0.2620625981913193,0.13628122679837437,0.2620625981913193,-0.048074577543699155,False
smADV5,5,25.0,-0.00025401170935277607,-0.16807701905314568,INV,NONE,0.12081512994395018,-0.06805518333550178,0.12081512994395018,-0.22308436579665397,False
smADV5,20,10.0,-0.00025401170935277607,-0.16807701905314568,INV,NONE,0.12225799225263505,0.101869398391286,0.12225799225263505,0.11297427784810135,False
smADV5,20,25.0,-0.00025401170935277607,-0.16807701905314568,INV,NONE,-2.37386719775029e-05,-0.026416902635518782,-2.37386719775029e-05,-0.017449406028021853,False
smADV4,5,10.0,-0.0012394504632499523,-0.7597630190133312,INV,INV,0.3563986819190689,0.3563986819190689,-0.022994658164875996,0.10973478210113945,True
smADV4,5,25.0,-0.0012394504632499523,-0.7597630190133312,INV,INV,0.15316049821046718,0.15316049821046718,-0.16652867990649617,-0.06654208861221235,True
smADV4,20,10.0,-0.0012394504632499523,-0.7597630190133312,INV,INV,0.18081368581668228,0.18081368581668228,0.09243756683276574,0.03834182382510538,True
smADV4,20,25.0,-0.0012394504632499523,-0.7597630190133312,INV,INV,0.049534151890440546,0.049534151890440546,-0.02958280589310445,-0.09524960404777548,True
smADV3,5,10.0,-0.0021270181734805898,-1.383621219347582,INV,NONE,0.2909943552888632,0.2723016014858083,0.2909943552888632,0.22624088640671,False
smADV3,5,25.0,-0.0021270181734805898,-1.383621219347582,INV,NONE,0.13582800049417912,0.05587415183780793,0.13582800049417912,0.04519524673839014,False
smADV3,20,10.0,-0.0021270181734805898,-1.383621219347582,INV,INV,0.20866919482289484,0.20866919482289484,0.1593683606935529,0.08394711464230159,True
