panel,credit,chooser,arm,gross,pool,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,base_OOS_CAGR,base_OOS_Sharpe,base_OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,p4b,p4a,p4b_B,p4a_B,fail_legs,fail_legs_B
U56,0.0,C1,BAND08,1.0,5,0.12015132965351971,1.163573347220819,-0.19050613852673592,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.0,C1-convB,BAND08,1.0,5,0.12015132965351971,1.163573347220819,-0.19050613852673592,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.0,C2,CAND20_NOCAP,0.75,5,0.15658600572366477,1.11425213884774,-0.21368324892151735,0.09464348447629667,1.2771844071673888,-0.1205494795164489,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False,False,False,L4_DDcap,L4_DDcap
U56,0.01,C1,BAND08,0.2,9,0.032656935802411136,1.5925885494656613,-0.03911559167444123,0.09972270453978993,1.3407337691422565,-0.12030063733692109,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.01,C1-convB,BAND08,1.0,9,0.123837592054729,1.1958109892673676,-0.19041797636982238,0.09972270453978993,1.3407337691422565,-0.12030063733692109,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.01,C2,CAND20_NOCAP,0.6,9,0.12957982510706034,1.1498342431454356,-0.1733856356520579,0.09972270453978993,1.3407337691422565,-0.12030063733692109,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.02,C1,BAND03,0.2,12,0.04263849766901484,2.161006735020944,-0.031808373973175486,0.1048253884869994,1.404283178224301,-0.12005172933622243,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.02,C1-convB,BAND08,1.0,12,0.1275359192532859,1.2280479970128442,-0.19032980524427545,0.1048253884869994,1.404283178224301,-0.12005172933622243,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.02,C2,CAND05,0.5,12,0.13176796117889622,1.0300397412667814,-0.14212963752734864,0.1048253884869994,1.404283178224301,-0.12005172933622243,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.03,C1,BAND03,0.2,15,0.05160779877199406,2.602419324711382,-0.031283244010428146,0.1099516442312074,1.4678323067362333,-0.11980275549815078,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.03,C1-convB,CAND20_NOCAP,0.95,15,0.20036180828915895,1.1229610636918173,-0.2649333292505235,0.1099516442312074,1.4678323067362333,-0.11980275549815078,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False,False,False,L4_DDcap,L4_DDcap
U56,0.03,C2,CAND05,0.5,15,0.13743089810009246,1.0689970940963165,-0.14084458946226885,0.1099516442312074,1.4678323067362333,-0.11980275549815078,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.04,C1,BAND03,0.2,19,0.06065394882079089,3.043840781767685,-0.030757847050221998,0.11510158017979877,1.5313808269721167,-0.1195537158065002,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.04,C1-convB,CAND20_NOCAP,1.0,19,0.20904317818162776,1.1145218211658097,-0.27750321859277904,0.11510158017979877,1.5313808269721167,-0.1195537158065002,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False,False,False,L4_DDcap,L4_DDcap
U56,0.04,C2,CAND20_NOCAP,0.5,19,0.1263649868083263,1.3290175034781664,-0.14484508832786114,0.11510158017979877,1.5313808269721167,-0.1195537158065002,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.05,C1,BAND03,0.2,25,0.06977760360541829,3.485268819146126,-0.030232182965864385,0.12027530523651042,1.594928411205811,-0.11930461024506012,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.05,C1-convB,CAND20_NOCAP,1.0,25,0.20904317818162776,1.1145218211658097,-0.27750321859277904,0.12027530523651042,1.594928411205811,-0.11930461024506012,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False,False,False,L4_DDcap,L4_DDcap
U56,0.05,C2,CAND20_NOCAP,0.5,25,0.13200208830947258,1.382833830836682,-0.1444978628555258,0.12027530523651042,1.594928411205811,-0.11930461024506012,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
U56,0.06,C1,BAND03,0.2,30,0.07897942448944395,3.926701149516671,-0.02970625163060847,0.12547292880369332,1.6584747316994175,-0.11905543879761615,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
U56,0.06,C1-convB,CAND20_NOCAP,1.0,30,0.20904317818162776,1.1145218211658097,-0.27750321859277904,0.12547292880369332,1.6584747316994175,-0.11905543879761615,0.15271636385461385,0.8739575612872552,-0.33717267708462373,False,False,False,False,L4_DDcap,L4_DDcap
U56,0.06,C2,CAND05,0.35,30,0.1276501142999369,1.383944631667045,-0.09682746252326735,0.12547292880369332,1.6584747316994175,-0.11905543879761615,0.15271636385461385,0.8739575612872552,-0.33717267708462373,True,False,True,False,-,-
B136,0.0,C1,BAND08,1.0,14,0.11047139028283737,1.0974353329692366,-0.19499148724221482,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.0,C1-convB,BAND08,1.0,14,0.11047139028283737,1.0974353329692366,-0.19499148724221482,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.0,C2,CAND10,0.5,14,0.08541366261831485,0.7688853402107831,-0.14625325664655242,0.07884939392053303,1.105887869727878,-0.12240985403190019,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,"L1_H1,L3_OOS,L5_CAGRfloor","L1_H1,L3_OOS,L5_CAGRfloor"
B136,0.01,C1,BAND08,0.2,15,0.030797513225869322,1.534097057785915,-0.040104140787056375,0.08394741927249605,1.1723954436065698,-0.12214259930553295,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
B136,0.01,C1-convB,BAND08,1.0,15,0.11388825736065722,1.1281661109829664,-0.1948981359616816,0.08394741927249605,1.1723954436065698,-0.12214259930553295,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.01,C2,CAND10,0.5,15,0.09084753165187465,0.8122195812617459,-0.14597670895123227,0.08394741927249605,1.1723954436065698,-0.12214259930553295,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,"L1_H1,L3_OOS,L5_CAGRfloor","L1_H1,L3_OOS,L5_CAGRfloor"
B136,0.02,C1,BAND08,0.2,17,0.03971358873552977,1.9669218245285827,-0.03959208796934466,0.0890694305688462,1.2389024961211843,-0.12187526862105147,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
B136,0.02,C1-convB,BAND08,1.0,17,0.1173155806076811,1.1588965176758312,-0.1948047746437973,0.0890694305688462,1.2389024961211843,-0.12187526862105147,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.02,C2,CAND20_NOCAP,0.5,17,0.10859170156656783,1.0132000139121426,-0.16431585470700283,0.0890694305688462,1.2389024961211843,-0.12187526862105147,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.03,C1,BAND03,0.2,19,0.04759033019138048,2.4735290692925154,-0.03176706539961094,0.09421554017139644,1.3054087224718498,-0.12160786195839779,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
B136,0.03,C1-convB,BAND08,1.0,19,0.12075339184644696,1.1896264250205735,-0.1947114032875662,0.09421554017139644,1.3054087224718498,-0.12160786195839779,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.03,C2,CAND20_NOCAP,0.5,19,0.11414098008029527,1.0596722393057811,-0.1639405088172068,0.09421554017139644,1.3054087224718498,-0.12160786195839779,0.15331427255204866,0.8767278433896203,-0.3371595330739301,True,False,True,False,-,-
B136,0.04,C1,BAND03,0.2,24,0.05662629221501736,2.9287834345942563,-0.03123629815301876,0.09938586096601987,1.3719138178553958,-0.12134037929751185,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
B136,0.04,C1-convB,CAND20_NOCAP,1.0,24,0.1925591159410034,0.9255993086770042,-0.31025973878046686,0.09938586096601987,1.3719138178553958,-0.12134037929751185,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,L4_DDcap,L4_DDcap
B136,0.04,C2,CAND05,0.35,24,0.10399906949968152,1.0525633685177957,-0.11124579954324065,0.09938586096601987,1.3719138178553958,-0.12134037929751185,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,L5_CAGRfloor,"L1_H1,L3_OOS,L5_CAGRfloor"
B136,0.05,C1,BAND03,0.2,27,0.06573988116277274,3.3840382182210025,-0.030705258168121086,0.10458050636508132,1.43841747747233,-0.12107282061832536,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
B136,0.05,C1-convB,CAND20_NOCAP,1.0,27,0.1925591159410034,0.9255993086770042,-0.31025973878046686,0.10458050636508132,1.43841747747233,-0.12107282061832536,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,L4_DDcap,L4_DDcap
B136,0.05,C2,CAND10,0.35,27,0.0952590225829395,1.1687122819468578,-0.1018955013554047,0.10458050636508132,1.43841747747233,-0.12107282061832536,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,False,False,False,L5_CAGRfloor,"L1_H1,L3_OOS,L5_CAGRfloor"
B136,0.06,C1,BAND03,0.2,32,0.07493176123413114,3.839291322185911,-0.030173945314130424,0.10979959030988562,1.5049193965338297,-0.12080518590076805,0.15331427255204866,0.8767278433896203,-0.3371595330739301,False,True,False,False,L5_CAGRfloor,L5_CAGRfloor
