score,side,quantile,bar,n_fire,n_moved_fire,d_fire,t_fire,d_refuse,lic_minus_ref,welch,n_distinct_fire,sel_mean_OOS_Sharpe,d_sel,n_4b_both
S_OBS_RATIO,OBS,0.5,0.125839330804751,36,31,0.010743273493613092,0.47772713849135057,0.008161269161516124,0.0025820043320969686,0.09812059479060677,27,0.7976191769439737,0.0053716367468067405,13
S_OBS_RATIO,OBS,0.6,0.18026212647926299,29,26,0.017266968505615456,0.6602448906709504,0.004181894160972175,0.013085074344643281,0.4467247512576492,21,0.7992022914008177,0.006954751203650744,16
S_OBS_RATIO,OBS,0.7,0.22299885739942452,22,21,0.0469875068036453,1.8405753615209515,-0.0070632322819109035,0.0540507390855562,1.8359001985742223,15,0.8066048339427253,0.014357293745558386,17
S_OBS_RATIO,OBS,0.8,0.2852971801098131,15,14,0.05826326276475388,1.8299019651258488,-0.003392726419064148,0.06165598918381803,1.7752037289181943,11,0.804385719939824,0.012138179742657074,20
S_OBS_RATIO,OBS,0.9,0.48268353557029225,8,7,0.13422280307465392,5.518733622866543,-0.0061440451408215566,0.1403668482154755,5.075027513891525,5,0.8071611849832396,0.01491364478607271,23
S_OBS_RATIO,OBS,0.95,0.6286491686072184,4,3,0.1064940235432125,2.9425554101312876,0.0037439329619382605,0.10275009058127424,2.6626737710796555,3,0.7981638748384565,0.0059163346412896,24
S_OBS_MARGIN,OBS,0.5,0.04481649958658615,36,32,-0.01156271394267903,-0.5688124748479957,0.030467256597808245,-0.04202997054048728,-1.6270197595381288,32,0.7864661832258276,-0.005781356971339302,14
S_OBS_MARGIN,OBS,0.6,0.06421625198595472,29,27,-0.004029975624063575,-0.16929471844232405,0.018544949504244086,-0.02257492512830766,-0.8030939333763112,25,0.7906243555708081,-0.001623184626358798,16
S_OBS_MARGIN,OBS,0.7,0.06940990455203383,22,22,-0.0106758288285264,-0.3481876245184729,0.018308635396244655,-0.028984464224771057,-0.8684992841461152,19,0.7889854813884506,-0.0032620588087163283,17
S_OBS_MARGIN,OBS,0.8,0.09278515901960252,15,15,-0.0014544233465252651,-0.03879414953019308,0.012322454136535627,-0.013776877483060892,-0.34596506902952767,12,0.7919445353333076,-0.00030300486385936853,20
S_OBS_MARGIN,OBS,0.9,0.12988264935256752,8,8,0.035825414289743104,0.5777138490124867,0.006155628457292295,0.02966978583245081,0.4687107828741435,6,0.7962281417849161,0.003980601587749155,23
S_OBS_MARGIN,OBS,0.95,0.2341708483709517,4,4,0.18311432157227342,10.180386694669993,-0.0007631433927123834,0.1838774649649858,8.339351043682763,2,0.8024205580622933,0.010173017865126366,24
S_PBOOT_TOP,BAR,0.5,0.5615,36,27,-0.0036922563623510477,-0.20233418171755346,0.022596799017480265,-0.02628905537983131,-1.0061581709800997,26,0.7904014120159916,-0.001846128181175355,14
S_PBOOT_TOP,BAR,0.6,0.681,29,23,0.005062633895966024,0.2894954659694161,0.012412724479107838,-0.0073500905831418144,-0.28807725325958555,21,0.7942866566274867,0.0020391164303197318,15
S_PBOOT_TOP,BAR,0.7,0.8042,22,17,0.012162780338340338,1.1354117068545653,0.008259647362823287,0.003903132975517051,0.18416165386027367,16,0.7959639453005488,0.0037164051033818923,18
S_PBOOT_TOP,BAR,0.8,0.9344,15,12,-0.004504599522236145,-0.9570686779413793,0.013125132077512173,-0.017629731599748316,-1.030088713833984,12,0.7913090819633678,-0.0009384582337991221,19
S_PBOOT_TOP,BAR,0.9,1.0,9,8,-0.0016791783002975433,-0.9174739531390523,0.011042478417259203,-0.012721656717556746,-0.8455475998215336,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_TOP,BAR,0.95,1.0,9,8,-0.0016791783002975433,-0.9174739531390523,0.011042478417259203,-0.012721656717556746,-0.8455475998215336,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_MARGIN,BAR,0.5,0.31100000000000005,36,27,-0.0036922563623510477,-0.20233418171755346,0.022596799017480265,-0.02628905537983131,-1.0061581709800997,27,0.7904014120159916,-0.001846128181175355,14
S_PBOOT_MARGIN,BAR,0.6,0.5492000000000001,29,23,0.00043532917088937126,0.025269855382495706,0.015533464875089768,-0.015098135704200396,-0.5947960960002898,22,0.7924228811132197,0.00017534091605275748,16
S_PBOOT_MARGIN,BAR,0.7,0.6707000000000001,22,18,0.00021378603589203293,0.012977687853015098,0.013517204855900543,-0.01330341882000851,-0.5546630115175684,17,0.7923128637081339,6.532351096699696e-05,17
S_PBOOT_MARGIN,BAR,0.8,0.9096000000000001,15,12,-0.004504599522236145,-0.9570686779413793,0.013125132077512173,-0.017629731599748316,-1.030088713833984,12,0.7913090819633678,-0.0009384582337991221,19
S_PBOOT_MARGIN,BAR,0.9,1.0,9,8,-0.0016791783002975433,-0.9174739531390523,0.011042478417259203,-0.012721656717556746,-0.8455475998215336,9,0.7920376429096297,-0.00020989728753717518,21
S_PBOOT_MARGIN,BAR,0.95,1.0,9,8,-0.0016791783002975433,-0.9174739531390523,0.011042478417259203,-0.012721656717556746,-0.8455475998215336,9,0.7920376429096297,-0.00020989728753717518,21
