panel,instr,bar,slope_log_g,slope_log_c,d_point,d_boot_median,lo5,hi95,frac_d_lt_0,n_pos_c,straddles_zero,crossing_possible
u56,G200,TO,3.199066321338267,3.228983346091517,-0.02991702475325031,0.1162545968044213,-1.061445640240987,1.4450416039986365,0.435,10,True,False
u56,G200,INC,1.7504484900984807,9.575412110767829,-7.824963620669348,-7.800001224624879,-8.634543472290884,-5.935207579158185,0.999,4,False,True
u56,BAND3,TO,3.1774485084426702,1.5059699155870667,1.6714785928556035,1.794755542450744,0.3682809287661206,3.5274491051639556,0.0255,10,False,False
u56,BAND3,INC,,,,,,,,1,False,False
u56,DEGROSS,TO,-0.6491621495641637,-2.856531698249595,2.2073695486854312,2.205316136197186,1.8267115911951963,2.586135335040456,0.0,10,False,False
u56,DEGROSS,INC,,,,,,,,0,False,False
u56,STOP15,TO,-0.8450954010086653,0.03033687670645345,-0.8754322777151188,-0.8481220763812762,-1.7325316790104364,0.5689437678894136,0.865,10,True,False
u56,STOP15,INC,-0.8450954010086653,0.0785363682500421,-0.9236317692587074,-0.9211589960169424,-1.8517939449497116,0.5354426373073545,0.869,10,True,False
broad,G200,TO,4.160163152649449,3.9304753183327974,0.22968783431665196,-0.025327157281568535,-1.3415927588235863,1.5414292849006883,0.51,10,True,False
broad,G200,INC,2.016241058487373,8.100036199515042,-6.083795141027669,-6.083172077938034,-6.738092154950984,-4.542148101313203,0.9965,4,False,True
broad,BAND3,TO,4.0476565749573545,0.9181103514840477,3.129546223473307,2.9924541671627543,1.7948682011917108,4.652877208260358,0.004,10,False,False
broad,BAND3,INC,,,,,,,,1,False,False
broad,DEGROSS,TO,-0.3438696094219247,-2.806743485779183,2.4628738763572584,2.4628760095574966,2.140480182427798,2.7906282161579536,0.0,10,False,False
broad,DEGROSS,INC,,,,,,,,0,False,False
broad,STOP15,TO,-0.39321369681787643,0.4711200348351382,-0.8643337316530146,-0.879500746657398,-1.5087370113801097,-0.1820644910335298,0.9685,10,False,True
broad,STOP15,INC,-0.39321369681787643,0.599479335543531,-0.9926930323614074,-0.9976457655815376,-1.629153499347548,-0.3117576572182711,0.983,10,False,True
small,G200,TO,2.40041236645529,4.321842984604775,-1.921430618149485,-1.7960182915773233,-3.5147101448151252,-0.15042264354898446,0.963,10,False,True
small,G200,INC,0.4929477470464447,3.210485419626845,-2.7175376725804004,-2.756955652694717,-3.8471160765058556,-1.3367850431629538,0.983,4,False,True
small,BAND3,TO,2.7839959709261723,2.366473214954358,0.41752275597181443,0.4771510259769898,-1.2226990844205934,2.153387451695183,0.3025,10,True,False
small,BAND3,INC,0.12757634690242406,5.368224745262513,-5.240648398360088,-5.274107706038764,-6.351393984165348,-3.601291958038026,0.9895,3,False,True
small,DEGROSS,TO,-0.38127640489084763,-2.6447467335274757,2.263470328636628,2.263492519047797,1.4646511135407747,2.9708151256665833,0.008,10,False,False
small,DEGROSS,INC,,,,,,,,0,False,False
small,STOP15,TO,0.022489461147909885,0.4231280404860158,-0.4006385793381059,-0.38375805699858556,-1.0251839186158045,0.8821579063197201,0.7815,10,True,False
small,STOP15,INC,0.022489461147909885,0.4514207983930247,-0.4289313372451148,-0.4084697726100046,-1.0260629758408253,0.8501343064087659,0.7905,10,True,False
