panel,arm,n,seed,bps,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,gross,held,sat_share,f4a,f4b,k4b
U56,EWall,0,-1,0,0.11314831389325475,1.1321362346444486,-0.15769540293383966,1.1502926877747832,1.1189906484817445,1.040807371168605,0.12264409917161023,1.194763825348269,-0.15769540293383966,8.208759352934159,0.750208588560075,37.43928812795675,1.0,False,-,True
U56,EWall,0,-1,10,0.1040491811310249,1.0490288480160836,-0.15874704847794507,1.06846717048947,1.0344959688835331,0.9566729956667169,0.11329149227062874,1.111874408264675,-0.1587470484779454,8.208759352934159,0.750208588560075,37.43928812795675,1.0,False,CAGR,False
U56,EWall,0,-1,30,0.08606524745167432,0.8823171715292214,-0.1655172511657863,0.9043690919167818,0.8649711544972039,0.7880195445954998,0.09481070403599756,0.9455122900743145,-0.16551725116578653,8.208759352934159,0.750208588560075,37.43928812795675,1.0,False,"H1,CAGR",False
U56,v1,0,-1,0,0.0899230928204462,0.8948880940589614,-0.13594394240496122,0.8773917061188327,0.9148968978097718,0.7873340610767522,0.10442384778230118,0.9780477105237235,-0.135943942404961,23.58532168462946,0.7495210220604044,4.9954944807389055,1.0,False,"H1,CAGR",False
U56,v1,0,-1,10,0.06453053483847215,0.6641804017269177,-0.13827796154480831,0.6409087934305884,0.6877921123353656,0.5554908286722886,0.07730300522922962,0.747063834691694,-0.13827796154480798,23.58532168462946,0.7495210220604044,4.9954944807389055,1.0,False,"H1,H2,OOS,CAGR",False
U56,v1,0,-1,30,0.01546143020596813,0.20127466038488984,-0.16456771500497458,0.16635380293565372,0.23216780632613682,0.09086083250920197,0.0249944996565572,0.2832765209429081,-0.15372060333363435,23.58532168462946,0.7495210220604044,4.9954944807389055,1.0,False,"H1,H2,OOS,CAGR",False
U56,FWD,20,-1,0,0.14034814475179003,1.1550935984443078,-0.1822003619415382,1.164554484570374,1.1544363444434362,1.0692323550529839,0.1573376597525562,1.218588771085467,-0.1822003619415381,10.996244092602641,0.7502841749395268,19.10745663437711,0.1712820512820513,False,-,True
U56,FWD,20,-1,10,0.12788458697149974,1.0635392242670008,-0.18308348697878107,1.0681688586356108,1.0663899991214876,0.9712123149314444,0.14453585654383216,1.1306969416161394,-0.1830834869787813,10.996244092602641,0.7502841749395268,19.10745663437711,0.1712820512820513,False,-,True
U56,FWD,20,-1,30,0.1033541893029517,0.8798869594020006,-0.18484805308738783,0.8747656931935784,0.8898120693631066,0.7745911563781291,0.11934440890768738,0.9543791325638551,-0.18484805308738772,10.996244092602641,0.7502841749395268,19.10745663437711,0.1712820512820513,False,"H1,CAGR",False
U56,FWD,30,-1,0,0.12560932974981665,1.1381902824038215,-0.1736001552376677,1.1073775421713645,1.1699560276058454,1.0073343717065106,0.1431151035301219,1.236028111789579,-0.1736001552376678,9.285044046945817,0.7502490577351594,27.512052264023428,0.25846153846153846,False,-,True
