cell,cap,rows,panel_dv,panel_vol,rho,OOS_S_mean,OOS_S_sd,breadth
BIG-LOQ,BIG,96,431769.27425833326,0.39710510678337774,-0.09357802664568524,0.5278252118785135,0.17467719440262047,0.5833384270578647
BIG-HIQ,BIG,96,6406783.19659375,0.38360233644051595,0.09706128486037485,0.054645671710022874,0.17185913250240456,0.5038933034501495
TINY-LOQ,TINY,96,64792.78158333333,0.4777479557432471,0.5177431667927799,0.47679792716050384,0.19018331977267194,0.5205192203205651
TINY-HIQ,TINY,96,2844708.638597917,0.4235967696842248,-0.3315665360626219,-0.14008362937829102,0.17275795891975979,0.4313268303450149
