panel,restore,depth,frac,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,keep4a,keep4b,keep4b_oos,legH1,legH2,legDD,legCAGR,dd_margin_pp,cagr_margin_pp,mean_gross,braked_share,episodes,turn_y,drag_bpyr,twin_gross,twin_CAGR,twin_Sharpe,twin_MaxDD,d_sharpe_vs_twin,se_vs_twin,t_vs_twin,d_maxdd_vs_twin_pp,od_sharpe_vs_twin,ose_vs_twin,ot_vs_twin,spy_Sharpe,spy_MaxDD,spy_CAGR,live_Sharpe,live_MaxDD
U56,SAME,0.05,0.0,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,0.17323365236641464,1.185677704201696,-0.19127562163086187,False,True,True,True,True,True,True,1.1028113573180953,5.216957334254689,0.75,0.0,0,2.871270351412813,28.71270351412813,0.75,0.1580277627432507,1.1536628182453899,-0.19127562163086154,0.0,0.0,,0.0,0.0,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.05,0.25,0.14023851728013859,1.1521793410428411,-0.16538160500050103,1.1922312020402352,1.1242694217507017,0.15440441680173644,1.2024293581482834,-0.16538160500050125,False,True,True,True,True,True,True,3.6922130203541457,3.4380327879434778,0.6945677832733813,0.2956384892086331,38,3.33136412279138,33.3136412279138,0.69,0.14523532424209207,1.1534904116811728,-0.1769358348993738,-0.0013110706383316906,0.033136096699258495,-0.03956623648919485,1.155422989887278,0.016984902166063742,0.04510193545428244,0.3765892083119245,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.05,0.5,0.1144051918879958,1.0819508597178917,-0.13928497073081803,1.075297698175486,1.0917805732930668,0.13231285675262217,1.1872671798972578,-0.13928497073081791,False,True,True,True,True,True,True,6.301876447322447,0.8547002487291997,0.6171312949640287,0.35431654676258995,41,3.9621600497279057,39.621600497279054,0.62,0.1303303622550862,1.1532675155339809,-0.15999816640754216,-0.07131665581608915,0.07617935895518262,-0.9361677072925454,2.071319567672414,0.0021147554084921527,0.09927553567967841,0.0213018785948998,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.05,0.75,0.04787966352682638,0.6381708315395694,-0.11295002578327917,0.7406962390507059,0.5460265248650086,0.054276375850017544,0.6851853291698696,-0.1129500257832794,False,False,False,False,False,True,False,8.935370942076332,-5.797852587387744,0.38832059352517984,0.6429856115107914,41,3.922158079022859,39.221580790228586,0.39,0.08156786967758012,1.1523865056929095,-0.10295697967843498,-0.51421567415334,0.1487253342003249,-3.4574854171160885,-0.9993046104844194,-0.49886899006740737,0.18624883792017752,-2.678507933999634,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.05,1.0,-0.001578686820843389,-0.15316419896795777,-0.06614646811065195,-0.21661697037642214,,0.0,,0.0,False,False,False,False,False,True,False,13.615726709339054,-10.74368762215472,0.006238758992805756,0.991681654676259,1,0.07368709213267592,0.7368709213267592,0.2,0.041620752125342886,1.151509376334443,-0.0537949277733617,-1.3046735753024008,0.26182300790969476,-4.983036386750224,-1.2351540337290245,,,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.075,0.0,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,0.17323365236641464,1.185677704201696,-0.19127562163086187,False,True,True,True,True,True,True,1.1028113573180953,5.216957334254689,0.75,0.0,0,2.871270351412813,28.71270351412813,0.75,0.1580277627432507,1.1536628182453899,-0.19127562163086154,0.0,0.0,,0.0,0.0,0.0,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.075,0.25,0.1457660570578061,1.1456968018192555,-0.18098042187173768,1.1878589743521752,1.117845518597251,0.16060467902053643,1.191334292470848,-0.18098042187173746,False,True,True,True,True,True,True,2.1323313332304803,3.990786765710229,0.7147594424460432,0.18794964028776978,28,3.2041011262947867,32.04101126294787,0.71,0.14949795036542768,1.1535498836443538,-0.1817339853802934,-0.007853081825098363,0.022451215547775676,-0.34978426038390587,0.07535635085557102,0.005810218705214254,0.03374119188926515,0.1721995691285224,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.075,0.5,0.1371403467640273,1.1713179789260473,-0.14540232900332395,1.155213060018972,1.189396006172733,0.15519353895422294,1.268852231314336,-0.1454023290033234,False,True,True,True,True,True,True,5.690140620071854,3.12821573633235,0.6683059802158273,0.21785071942446044,21,3.330261833617605,33.302618336176046,0.67,0.14097438847998212,1.1534289582322943,-0.17211940606969356,0.017889020693752977,0.05870156400749268,0.30474521413892175,2.671707706636961,0.08348911235124512,0.07802817267762405,1.0699867687044669,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.075,0.75,0.11548214765808917,1.0773702753325787,-0.12261148012433698,1.0862949808853732,1.071520598904195,0.13003761342978004,1.1684431918289537,-0.12261148012433709,False,True,True,True,True,True,True,7.969225507970551,0.9623958257385365,0.5882559577338129,0.287544964028777,18,3.2537698495790246,32.537698495790245,0.59,0.12395023177082032,1.1531653195877327,-0.152700789395109,-0.07579504425515404,0.0963398283334845,-0.786746723201397,3.0089309270772024,-0.016577996289516284,0.1374685032526964,-0.12059487007756528,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
U56,SAME,0.075,1.0,0.00946441983429347,0.3173014381022557,-0.0839286868887944,0.4488216637324803,,0.0,,0.0,False,False,False,False,False,True,False,11.837504831524809,-9.639376956641033,0.04535746402877698,0.939523381294964,1,0.24799010801524707,2.479901080152471,0.2,0.041620752125342886,1.151509376334443,-0.0537949277733617,-0.8342079382321874,0.29672684017252576,-2.8113666352095223,-3.01337591154327,,,,0.8844382267420076,-0.3371728920067375,0.1512259848581483,1.2011323521926403,-0.12054956914840909
