panel,family,q,constr,gross,cadence,bps,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn_yr,leg_DD,leg_CAGR,leg_SHARPE,pass4b,pass4a
U56,MOM,0.05,RESPREAD,0.75,W,0,0.2830668497267945,0.9480578094027796,-0.6090301482220655,1.279998932126159,0.7088623529174188,0.37534712591233754,1.3055868435868727,-0.26743007191112433,0.21173710235492105,0.7279857788579804,-0.6090301482220659,21.213511074245996,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.75,W,10,0.25616044057444287,0.8809279751236097,-0.6237044297363589,1.206574680157922,0.6453817465108043,0.34795377615891465,1.2312980999118865,-0.2786605254789123,0.185276734663258,0.6645034330475016,-0.6237044297363592,21.213511074245996,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.75,W,25,0.2168100862869562,0.7799598003690108,-0.6447151558720043,1.0960299481491746,0.5499589633004346,0.30783731096799194,1.1194975234679936,-0.2952067821828579,0.14662157396846154,0.5690499022827655,-0.6447151558720045,21.213511074245996,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.75,M,0,0.28065269205897003,0.9331445837177681,-0.5318171215784969,1.2482289106264362,0.6902989073173951,0.38528626634284224,1.284420719440669,-0.3637053292811607,0.20044279396783238,0.7016311513805811,-0.5318171215784969,8.555399112052045,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.75,M,10,0.26977104041006306,0.9065551773452319,-0.5362800489608482,1.2198251609679602,0.66478998044893,0.37429059424755096,1.2564179702643181,-0.3675242032721736,0.18968984400383126,0.675710079861027,-0.5362800489608472,8.555399112052045,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.75,M,25,0.2536004463936776,0.8665164932558588,-0.542905213279393,1.1769970046641656,0.6264127679438851,0.3579391133907506,1.214190311965218,-0.3732187256568106,0.1737197268587738,0.6367100583666111,-0.542905213279393,8.555399112052045,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,W,0,0.3503105736830363,0.9516345049613609,-0.7104503666119111,1.282236464310134,0.7141642638166182,0.47960895480285437,1.3072313891260605,-0.33424242696107476,0.2523555754319218,0.7333349561490797,-0.7104503666119109,26.754882083098998,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,W,10,0.31469856754970493,0.8848545665652711,-0.7241580746745258,1.2090662390313298,0.6510902684662755,0.44251331397879423,1.2332138238943022,-0.347153389401307,0.21798578319924533,0.670241079149081,-0.7241580746745259,26.754882083098998,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,W,25,0.26295884888449916,0.7844118273539915,-0.7435423717381129,1.0989025193533815,0.5562779946220353,0.3885277557566975,1.121820318126139,-0.36608484039599043,0.16811961706765044,0.5753708615092931,-0.7435423717381127,26.754882083098998,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,M,0,0.34617312627362784,0.9352416250139637,-0.6323686194787757,1.2528411557727368,0.6921422309129641,0.4915316051410765,1.2868414052553676,-0.4431867506800503,0.23716266496819594,0.7048571146990923,-0.6323686194787752,10.787988395921394,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,M,10,0.3317749402567385,0.908827571152501,-0.6367849327370375,1.22454136363026,0.6668461708987707,0.4766265057942729,1.258955538537181,-0.4474754192584779,0.2232151311670325,0.6791390869119928,-0.6367849327370376,10.787988395921394,False,True,False,False,False
U56,MOM,0.05,RESPREAD,0.95,M,25,0.31043030390409765,0.8690517981642781,-0.643323298968645,1.1818676240324477,0.6287884569466315,0.45451089259692634,1.2169020680807696,-0.4538597867719696,0.20255359173563003,0.6404436298112385,-0.6433232989686446,10.787988395921394,False,True,False,False,False
U56,MOM,0.05,RESPREAD,1.0,W,0,0.3662767399550806,0.9525161489009046,-0.7324308266827217,1.2827893490253648,0.7155111798542869,0.5057204531989841,1.30763795815128,-0.3505334644347713,0.2611886142591373,0.7346865842200418,-0.7324308266827215,28.141087344231067,False,True,False,False,False
U56,MOM,0.05,RESPREAD,1.0,W,10,0.32840329991238537,0.8858099301013883,-0.7457519300045774,1.2096639864947625,0.6525272574869706,0.46603485414477386,1.233671025341655,-0.3637912198572485,0.22481370165529335,0.6716770574311451,-0.745751930004577,28.141087344231067,False,True,False,False,False
U56,MOM,0.05,RESPREAD,1.0,W,25,0.2734687337622612,0.7854778698991607,-0.7645309182559556,1.0995674755047014,0.5578501910368417,0.40837061829175414,1.122353444920787,-0.38320777969041064,0.1721289312443044,0.5769334802271793,-0.7645309182559558,28.141087344231067,False,True,False,False,False
