universe,arm,book,conv,f,bps,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS2_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,S_CONTANGO,C_CONTANGO,D_CONTANGO,S_POST,C_POST,D_POST,S_Y1420,C_Y1420,D_Y1420,S_Y2126,C_Y2126,D_Y2126,EXC_Sharpe,EXC_CAGR,EXC_MaxDD,Turn_yr,Gross,p4a,p4a_v1,p4b,arm_eff,conv_eff
u56,S4,top20,natural,0.0,0,0.13749175798268798,1.1754601006115302,-0.1822003619415381,1.1778456773192798,1.1800056069179945,1.0827890194566445,0.9925876122136734,0.15459899352991857,1.2467429121940627,-0.1822003619415382,1.1336080144410012,0.1279936367675194,-0.11314731352927931,1.1913214199620543,0.14124071907174218,-0.18220036194153788,1.1079375528865412,0.12955752522973407,-0.18220036194153788,1.2930196457006808,0.1558624554339989,-0.12678359255268545,1.1913214199620543,0.14124071907174218,-0.18220036194153788,9.630697203129404,0.7158706915972064,False,False,True,-,-
u56,S4,top20,natural,0.0,10,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,0.9928968404730495,0.8927884297183324,0.14360571273280298,1.167991233806965,-0.18308348697878107,1.048957335093194,0.1173335278848957,-0.11653190552192016,1.1084862882417008,0.13025351727771883,-0.18308348697878096,1.0257954032917462,0.1188294821454774,-0.18308348697878096,1.2093639594823093,0.14454881411871345,-0.13011637493984696,1.1084862882417008,0.13025351727771883,-0.18308348697878096,9.630697203129404,0.7158706915972064,False,False,True,-,-
u56,S4,top20,natural,0.25,0,0.11128665549806627,1.238109223908252,-0.14118779456100816,1.2171870675118575,1.263181644918747,1.1321598585837733,1.0848749427794815,0.12566879948734622,1.3192932004581355,-0.14118779456100794,1.1601730202800806,0.10111388741720329,-0.08494799969674471,1.2676904090150174,0.11530416940394561,-0.14118779456100816,1.173074195499,0.1046314201609766,-0.14118779456100816,1.3815104413512864,0.12865123596272032,-0.10237307386788375,1.2676904090150174,0.11530416940394561,-0.14118779456100816,8.379920384592348,0.6818636238226589,False,False,True,S4,natural
u56,S4,top20,g1.00,0.25,0,0.16121171075928786,1.2191205993464385,-0.1912123317531239,1.2150447712625019,1.2271073202341607,1.1345774536804005,1.0726994935511398,0.17775717812276337,1.2849157743981308,-0.19121233175312413,1.170015077195685,0.15160865897889475,-0.11344863445627673,1.2378893572977983,0.16500187529154076,-0.19121233175312413,1.1557972999053305,0.15274010855127185,-0.19121233175312413,1.3392359155559987,0.18035270204115994,-0.13728847881466233,1.2378893572977983,0.16500187529154076,-0.19121233175312413,13.379223788845156,1.0,False,False,True,S4,g1.00
u56,S4,top20,g1.00,0.25,10,0.1457886626115601,1.1159246940717666,-0.19224121543387684,1.1041429899472222,1.130331190992655,1.0235216032680017,0.9508883184883828,0.1624401661582353,1.1875223374198756,-0.19224121543387684,1.0647342388485332,0.13616564263078046,-0.11775683411571247,1.135495635342542,0.14958705127507121,-0.19224121543387673,1.0550312102800792,0.13773353566382895,-0.19224121543387673,1.2348889196747288,0.1644231870171855,-0.14216793253027848,1.135495635342542,0.14958705127507121,-0.19224121543387673,13.379223788845156,1.0,False,False,True,S4,g1.00
u56,S4,top20,g1.00,0.5,0,0.13156833580437888,1.2725237451799025,-0.141301328773337,1.2341179102867892,1.3095888098097113,1.1748691653564338,1.1538991039356647,0.14233436512366815,1.3509657635753787,-0.1413013287733368,1.1896495741318178,0.1265184655542977,-0.09040596295201242,1.3069181352216495,0.13355612931126903,-0.141301328773337,1.187979686082099,0.12136544131135873,-0.141301328773337,1.4570666346984185,0.14882192907451652,-0.10403506195724721,1.3069181352216495,0.13355612931126903,-0.141301328773337,12.498244101583115,1.0,False,False,True,S4,g1.00
u56,S4,top20,g1.00,0.5,10,0.11752047563303591,1.149070517316317,-0.14225991402961424,1.099186292865067,1.1966911402647353,1.0407370661713062,1.000896532460935,0.12897551021683684,1.2360932450412454,-0.14225991402961435,1.0648890132912125,0.11179870874981601,-0.09496053432551332,1.1839227970696138,0.11977378498252245,-0.14225991402961435,1.0664087024410571,0.10780074630248859,-0.14225991402961435,1.3324507985318292,0.13476598164169395,-0.11068028953746212,1.1839227970696138,0.11977378498252245,-0.14225991402961435,12.498244101583115,1.0,False,False,True,S4,g1.00
u56,S4,ewall,natural,0.0,0,0.11305314422414048,1.132383792595266,-0.15769540293384,1.1493428473794616,1.1204336408060036,1.051736483355805,0.8708357940710133,0.12276238162213393,1.196159445521016,-0.15769540293383977,1.1549625117145794,0.11496509436859137,-0.106864651521272,1.1234191962280995,0.11230377373697986,-0.15769540293383966,1.0256371516188485,0.10193167675067372,-0.15769540293383966,1.245006392737802,0.1252712702958254,-0.1459195145649268,1.1234191962280995,0.11230377373697986,-0.15769540293383966,8.213701018709864,0.7500000000000001,False,False,True,-,-
u56,S4,ewall,g1.00,0.25,0,0.1337120272986907,1.2108429007011887,-0.1675619672386216,1.2162877777665848,1.2078491409257766,1.1319552954922916,0.9529982279467514,0.14315292724700512,1.274307061670047,-0.1675619672386215,1.2336405878644994,0.13806833668724394,-0.09375562429213102,1.2016080503745066,0.13200713127050245,-0.1675619672386215,1.0735221890284978,0.1174223655956328,-0.1675619672386215,1.3628495379994352,0.15031501871874586,-0.14970672815772124,1.2016080503745066,0.13200713127050245,-0.1675619672386215,10.307180831056828,1.0,False,False,True,S4,g1.00
u56,S4,ewall,g1.00,0.25,10,0.12208853329050062,1.1156185041382256,-0.1686482802902911,1.119295486352419,1.1140786903385982,1.03395124138741,0.844648038255218,0.13157393325407662,1.1813345023095894,-0.16864828029029122,1.1415706654622655,0.12660016803185448,-0.09865691847233926,1.1051428723580472,0.12032306705591544,-0.168648280290291,0.980041377453998,0.10615465991217454,-0.168648280290291,1.262673418702629,0.13810352694081351,-0.15624835457221842,1.1051428723580472,0.12032306705591544,-0.168648280290291,10.307180831056828,1.0,False,False,True,S4,g1.00
