panel,form,gross,CAGR,Sharpe,MaxDD,realised_gross,m_H1,m_H2,m_OOS,m_DD,m_CAGR
U56,MADG,0.3,0.035131851514600854,1.2030358597261124,-0.04889753715135481,0.21418986161263168,0.2905324217585854,0.3372000641868541,0.3884941829931501,15.340606909941956,-7.077986724631699
U56,MADG,0.4,0.04695776374102101,1.203800812808018,-0.0647160414788035,0.28541054044979725,0.2914199279439331,0.33783175334919047,0.3891331811868959,13.758756477197087,-5.895395501989683
U56,MADG,0.5,0.058839522586845217,1.2045514281898857,-0.08030092537238998,0.3565462069349705,0.2922910464415327,0.33845077724417816,0.38975695622174866,12.20026808783844,-4.7072196174072625
U56,MADG,0.6,0.0707759847051086,1.2052877052931377,-0.09565608464868991,0.42759862481274913,0.293144845171845,0.3390579902193426,0.39036621519645975,10.664752160208446,-3.513573405580925
U56,MADG,0.7,0.08276600396584732,1.2060100747770361,-0.11078533172974381,0.49856955108783607,0.29398092850158086,0.33965458423288963,0.39096231933683034,9.151827452103056,-2.314571479507052
U56,MADG,0.8,0.09480833505939312,1.206718023573479,-0.12569250862902992,0.5694607366151382,0.2947981754071338,0.3402406062920208,0.3915452557192518,7.661109762174445,-1.1103383701524723
U56,MADG,0.9,0.10690159464995097,1.2074104212267895,-0.14038119746496258,0.6402739266888972,0.2955959213015735,0.34081449411655795,0.3921133832579864,6.192240878581179,0.0989875889033126
U56,MADG,1.0,0.11904445564152599,1.2080874305061498,-0.15485507475434035,0.7110108616315747,0.29637457911946385,0.34137615880872285,0.3926668945504399,4.7448531496434025,1.3132736880608147
U56,MADG,1.1,0.13123562911415787,1.2087497989026377,-0.16911765068862383,0.781673277383208,0.2971348025136318,0.3419264367651166,0.393206772558121,3.3185955562150538,2.5323910353240024
U56,MADG,1.2,0.14347370720914143,1.2093974873955913,-0.18317222047809456,0.8522629060919754,0.2978762378639366,0.34246558549055683,0.39373319126610573,1.913138577267981,3.7561988448223587
U56,MADG,1.3,0.15575731288636985,1.210031011617425,-0.19702212110331707,0.9227814767067016,0.2985996406072373,0.34299388303754064,0.3942464795144571,0.5281485147457299,4.984559412545201
U56,MADG,1.4,0.16808488878729078,1.210649905739469,-0.2106709151566576,0.9932307155720645,0.29930469417842653,0.3435107213890277,0.3947460347073579,-0.836730890588322,6.2173170026372935
U56,MADG,1.5,0.18045519146971856,1.2112559445374198,-0.2241220143681052,1.063612347027261,0.2999939914092613,0.3440171092220613,0.395232551643508,-2.1818408117330823,7.4543472708800715
U56,TOP20,0.3,0.05779059451658175,1.197149148263439,-0.08240221430733974,0.28844723115064524,0.25075133802728433,0.37038167075076645,0.404077000226742,11.990139194343463,-4.812112424433609
U56,TOP20,0.4,0.07735000858745233,1.1983448582299456,-0.10853050687680799,0.38423075781220384,0.2522134629727135,0.3713288796814175,0.4050643407171619,9.377309937396639,-2.856171017346551
U56,TOP20,0.5,0.09705009593650638,1.1995175537063982,-0.13402054969644672,0.47984137800846477,0.25365129128944663,0.372255531794328,0.40602480195635504,6.828305655432764,-0.8861622824411469
U56,TOP20,0.6,0.11688587067125344,1.2006646989746317,-0.15889008537937477,0.5752849665672606,0.2550631109961483,0.3731583889744269,0.4069554030140443,4.34135208713996,1.09741519103356
