panel,cost,chooser,pick,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,v2_OOS_CAGR,v2_OOS_Sharpe,v2_OOS_MaxDD,H1,H2,MaxDD,pass4b,pass4a
U56,0.0,IS_SHARPE,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217367,1.3007859478672301,-0.12029819641900052,1.2571766952129395,1.0785870533303246,-0.1903740093603723,True,False
U56,0.0,IS_LEGS,U56-band0.08-g1.00,0.12163246454187004,1.176821069551332,-0.19037400936037263,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217367,1.3007859478672301,-0.12029819641900052,1.2571766952129395,1.0785870533303246,-0.1903740093603723,True,False
U56,0.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.1667928733284516,1.37246057737741,-0.15517532588243754,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09650748519217367,1.3007859478672301,-0.12029819641900052,1.2124693205377646,1.2862702281874283,-0.15517532588243743,True,False
U56,10.0,IS_SHARPE,U56-band0.08-g1.00,0.11989738418987961,1.161541176122481,-0.19050611381992255,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,1.2422354871381258,1.0631621872837251,-0.19050611381992277,True,False
U56,10.0,IS_LEGS,U56-band0.08-g1.00,0.11989738418987961,1.161541176122481,-0.19050611381992255,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,1.2422354871381258,1.0631621872837251,-0.19050611381992277,True,False
U56,10.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.15599769651672202,1.2933308155679046,-0.15593611048389855,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468626,-0.12054949323437081,1.1320958048229646,1.2058647869291963,-0.15593611048389844,True,False
U56,25.0,IS_SHARPE,U56-band0.08-g1.00,0.11729956966866739,1.1386066702144424,-0.19070424727775315,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643642,-0.12092638054158922,1.2198072197017564,1.0400121491498857,-0.19070424727775348,True,False
U56,25.0,IS_LEGS,U56-band0.08-g1.00,0.11729956966866739,1.1386066702144424,-0.19070424727775315,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643642,-0.12092638054158922,1.2198072197017564,1.0400121491498857,-0.19070424727775348,True,False
U56,25.0,IS_CAGR,U56-qroll-q0.17-w1008-d0.50,0.1399859955306686,1.1742387235913283,-0.15707670734776413,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09161591517062972,1.2393563817643642,-0.12092638054158922,1.0111843849108608,1.0848810335785868,-0.16054559625281783,True,False
B136,0.0,IS_SHARPE,B136-qroll-q0.17-w504-d0.50,0.140572353524673,1.2004340699790108,-0.17067696647738595,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556,1.3076241296699211,1.068788231346408,-0.17067696647738573,True,False
B136,0.0,IS_LEGS,B136-band0.08-g1.00,0.11239412843433483,1.1148157479311145,-0.19479656207670992,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556,1.292268974846118,0.981804118179676,-0.1947965620767096,True,False
B136,0.0,IS_CAGR,B136-qroll-q0.12-w1008-d0.50,0.15427063286650533,1.237782781151107,-0.17067696647738617,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.08111872133378806,1.1355167832575352,-0.12211590879264556,1.2577999774607347,1.1181550573380485,-0.17067696647738628,True,False
B136,10.0,IS_SHARPE,B136-band0.08-g1.00,0.11047139028283737,1.0974353329692366,-0.19499148724221482,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,1.277610342848422,0.9643270851979415,-0.19499148724221504,True,False
B136,10.0,IS_LEGS,B136-band0.08-g1.00,0.11047139028283737,1.0974353329692366,-0.19499148724221482,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,1.277610342848422,0.9643270851979415,-0.19499148724221504,True,False
B136,10.0,IS_CAGR,B136-qroll-q0.12-w1008-d0.50,0.14297733640099985,1.15720547245826,-0.1731435846226136,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,1.1860008557995527,1.036176090924312,-0.17314358462261414,True,False
B136,25.0,IS_SHARPE,B136-band0.08-g1.00,0.10759328441908655,1.0713509241482713,-0.195283826380922,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07545408045393409,1.0614011988341219,-0.12285070124478226,1.2556106153370508,0.9380999355905265,-0.19528382638092212,True,False
B136,25.0,IS_LEGS,B136-band0.08-g1.00,0.10759328441908655,1.0713509241482713,-0.195283826380922,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07545408045393409,1.0614011988341219,-0.12285070124478226,1.2556106153370508,0.9380999355905265,-0.19528382638092212,True,False
B136,25.0,IS_CAGR,B136-qroll-q0.12-w1008-d0.50,0.12623813523216176,1.0359913798672304,-0.1771510500819874,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07545408045393409,1.0614011988341219,-0.12285070124478226,1.0780062523781173,0.9128837813679568,-0.1771510500819874,True,False
