panel,excision,chooser,book,n_cand,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,SPY_CAGR,SPY_Sharpe,SPY_MaxDD,V2_CAGR,V2_Sharpe,V2_MaxDD,pass4a,pass4b,leg_H1,leg_H2,leg_DDCAP,leg_CAGRFLOOR
U56,NONE,IS_SHARPE,TREND/AGG/th=0.2/g=1.00,112,0.16406290881303986,1.074993590582454,-0.29178987659422995,1.1835418273764142,0.955226231376049,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879,False,False,True,True,False,True
U56,NONE,IS_DDCAP,TREND/AGG/th=0.2/g=0.75,92,0.12298031881009464,1.0756008346911132,-0.22525880022924205,1.1864808431482823,0.9532633964170458,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879,False,False,True,True,False,True
U56,NONE,IS_ROLLCAP[<=0.60],TREND/AGG/th=0.2/g=0.50,81,0.08184793583964622,1.0759212198185824,-0.15455476862943007,1.189090429533697,0.9510690577965135,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879,False,False,True,True,True,False
U56,NONE,IS_SPYDDCAP[<=0.60],TREND/AGG/th=0.2/g=1.00,102,0.16406290881303986,1.074993590582454,-0.29178987659422995,1.1835418273764142,0.955226231376049,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879,False,False,True,True,False,True
U56,NONE,IS_DDWINCAP[circular],TREND/AGG/th=0.2/g=0.50,74,0.08184793583964622,1.0759212198185824,-0.15455476862943007,1.189090429533697,0.9510690577965135,0.15271636385461385,0.8739575612872552,-0.33717267708462373,0.09464348447629689,1.2771844071673888,-0.12054947951644879,False,False,True,True,True,False
U56,SPYDD,IS_SHARPE,TREND/AGG/th=0.2/g=1.00,112,0.20753754751053077,1.4403312636504761,-0.24917347509432008,1.9686993591551962,0.9406277558864806,0.20440334123452475,1.2099824687222773,-0.24496397555877691,0.1084950084712133,1.5233806665009846,-0.0722416706090333,False,False,True,True,False,True
U56,SPYDD,IS_DDCAP,TREND/AGG/th=0.2/g=0.75,92,0.1538869143286279,1.4392147548509822,-0.19172599479128383,1.9680455637498069,0.9386070753448195,0.20440334123452475,1.2099824687222773,-0.24496397555877691,0.1084950084712133,1.5233806665009846,-0.0722416706090333,False,False,True,True,False,True
U56,SPYDD,IS_ROLLCAP[<=0.60],TREND/AGG/th=0.2/g=0.50,81,0.10136160029577135,1.437839302926211,-0.1311032206196625,1.9670797371046478,0.9363555231993989,0.20440334123452475,1.2099824687222773,-0.24496397555877691,0.1084950084712133,1.5233806665009846,-0.0722416706090333,False,False,True,True,True,False
U56,SPYDD,IS_SPYDDCAP[<=0.60],TREND/AGG/th=0.2/g=1.00,102,0.20753754751053077,1.4403312636504761,-0.24917347509432008,1.9686993591551962,0.9406277558864806,0.20440334123452475,1.2099824687222773,-0.24496397555877691,0.1084950084712133,1.5233806665009846,-0.0722416706090333,False,False,True,True,False,True
U56,SPYDD,IS_DDWINCAP[circular],TREND/AGG/th=0.2/g=0.50,74,0.10136160029577135,1.437839302926211,-0.1311032206196625,1.9670797371046478,0.9363555231993989,0.20440334123452475,1.2099824687222773,-0.24496397555877691,0.1084950084712133,1.5233806665009846,-0.0722416706090333,False,False,True,True,True,False
