offgrid,rung,set,comparand,n_claims,median_ratio,min_ratio,max_ratio,n_fail_clause,share_fail,total_flips
FULL,10.0,SHELF,4b,18,2.9536503732474704,1.3105330476020263,10.0133918829245,0,0.0,0
FULL,10.0,SHELF,4a,18,0.6371166037881201,0.006240334514568411,1.6051733725667576,13,0.7222222222222222,37
FULL,10.0,GRID,4b,72,2.7629204183330778,0.1241671186746013,10.54221410179199,10,0.1388888888888889,8
FULL,10.0,GRID,4a,72,0.7406984661985443,0.0,2.5717228160170893,44,0.6111111111111112,55
FULL,10.0,LIVE,4b,4,3.6109913697075404,2.5900524419185658,10.405719544921933,0,0.0,0
FULL,10.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,6
FULL,25.0,SHELF,4b,18,1.6403714720676525,5.807267448051899e-05,9.074960154309425,4,0.2222222222222222,5
FULL,25.0,SHELF,4a,18,0.556694413975371,0.008895729010814403,2.76499398831788,10,0.5555555555555556,40
FULL,25.0,GRID,4b,72,1.6448025085727196,0.009012612177579251,9.71475091481636,28,0.3888888888888889,19
FULL,25.0,GRID,4a,72,0.7505764251626995,0.0,3.584401572495058,40,0.5555555555555556,67
FULL,25.0,LIVE,4b,4,3.099744401314309,1.7667303136691896,9.585774703320071,0,0.0,0
FULL,25.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,6
HALF,10.0,SHELF,4b,18,3.3780141695912973,1.3105330476020263,16.69947550550261,0,0.0,0
HALF,10.0,SHELF,4a,18,0.782758424613824,0.006355974699659196,5.387106939838063,12,0.6666666666666666,23
HALF,10.0,GRID,4b,72,4.13625773185513,0.2931176047682786,21.095433424922675,5,0.06944444444444445,5
HALF,10.0,GRID,4a,72,1.386810037457549,0.0,6.674281171718567,30,0.4166666666666667,26
HALF,10.0,LIVE,4b,4,3.761912549956871,3.132032770393782,18.655908689451262,0,0.0,0
HALF,10.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,2
HALF,25.0,SHELF,4b,18,2.1358194544091096,5.807267448051899e-05,14.858103825955038,2,0.1111111111111111,1
HALF,25.0,SHELF,4a,18,0.7540227610457169,0.009066240208596903,8.953271431904655,10,0.5555555555555556,23
HALF,25.0,GRID,4b,72,2.2136833435419625,0.0306705315909383,18.64214187626563,16,0.2222222222222222,11
HALF,25.0,GRID,4a,72,1.3973509145985021,0.0,8.413763442582693,30,0.4166666666666667,26
HALF,25.0,LIVE,4b,4,3.2340758687046867,2.106702328664709,16.5599998618188,0,0.0,0
HALF,25.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,2
ALT,10.0,SHELF,4b,18,3.6149346709759906,1.5346281047022503,37.26606864956212,0,0.0,0
ALT,10.0,SHELF,4a,18,0.9167543521843566,0.021184090939219646,5.015483399887037,9,0.5,17
ALT,10.0,GRID,4b,72,4.22043802932359,0.1241671186746013,44.83851830668637,8,0.1111111111111111,4
ALT,10.0,GRID,4a,72,1.0858448268311465,0.0,10.730812854473308,33,0.4583333333333333,26
ALT,10.0,LIVE,4b,4,22.850141182689818,2.9040401739960835,36.120021709804554,0,0.0,0
ALT,10.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,4
ALT,25.0,SHELF,4b,18,2.4086248805281567,6.576125236328866e-05,32.66517153955142,4,0.2222222222222222,2
ALT,25.0,SHELF,4a,18,0.8268340373455312,0.015566554489124576,5.187164839281922,10,0.5555555555555556,21
ALT,25.0,GRID,4b,72,2.2025588995926833,0.011064519026494414,43.83846349865976,20,0.2777777777777778,9
ALT,25.0,GRID,4a,72,0.9167947840780387,0.0,15.540607174798696,39,0.5416666666666666,35
ALT,25.0,LIVE,4b,4,20.17987361375751,1.9795052516646705,32.11504668682987,0,0.0,0
ALT,25.0,LIVE,4a,4,0.0,0.0,0.0,4,1.0,4
