panel,form,gross,m_CAGR,m_DD,CAGR,Sharpe,MaxDD,realised_gross
U56,MADG,0.3,-7.077986724631699,15.340606909941956,0.035131851514600854,1.2030358597261124,-0.04889753715135481,0.21418986161263168
U56,MADG,0.4,-5.895395501989683,13.758756477197087,0.04695776374102101,1.203800812808018,-0.0647160414788035,0.28541054044979725
U56,MADG,0.5,-4.7072196174072625,12.20026808783844,0.058839522586845217,1.2045514281898857,-0.08030092537238998,0.3565462069349705
U56,MADG,0.6,-3.513573405580925,10.664752160208446,0.0707759847051086,1.2052877052931377,-0.09565608464868991,0.42759862481274913
U56,MADG,0.7,-2.314571479507052,9.151827452103056,0.08276600396584732,1.2060100747770361,-0.11078533172974381,0.49856955108783607
U56,MADG,0.8,-1.1103383701524723,7.661109762174445,0.09480833505939312,1.206718023573479,-0.12569250862902992,0.5694607366151382
U56,MADG,0.9,0.0989875889033126,6.192240878581179,0.10690159464995097,1.2074104212267895,-0.14038119746496258,0.6402739266888972
U56,MADG,1.0,1.3132736880608147,4.7448531496434025,0.11904445564152599,1.2080874305061498,-0.15485507475434035,0.7110108616315747
U56,MADG,1.1,2.5323910353240024,3.3185955562150538,0.13123562911415787,1.2087497989026377,-0.16911765068862383,0.781673277383208
U56,MADG,1.2,3.7561988448223587,1.913138577267981,0.14347370720914143,1.2093974873955913,-0.18317222047809456,0.8522629060919754
U56,MADG,1.3,4.984559412545201,0.5281485147457299,0.15575731288636985,1.210031011617425,-0.19702212110331707,0.9227814767067016
U56,MADG,1.4,6.2173170026372935,-0.836730890588322,0.16808488878729078,1.210649905739469,-0.2106709151566576,0.9932307155720645
U56,MADG,1.5,7.4543472708800715,-2.1818408117330823,0.18045519146971856,1.2112559445374198,-0.2241220143681052,1.063612347027261
U56,TOP20,0.3,-4.812112424433609,11.990139194343463,0.05779059451658175,1.197149148263439,-0.08240221430733974,0.28844723115064524
U56,TOP20,0.4,-2.856171017346551,9.377309937396639,0.07735000858745233,1.1983448582299456,-0.10853050687680799,0.38423075781220384
U56,TOP20,0.5,-0.8861622824411469,6.828305655432764,0.09705009593650638,1.1995175537063982,-0.13402054969644672,0.47984137800846477
U56,TOP20,0.6,1.09741519103356,4.34135208713996,0.11688587067125344,1.2006646989746317,-0.15889008537937477,0.5752849665672606
U56,TOP20,0.7,3.094079718133194,1.9147217500237401,0.13685251594224979,1.2017884539154609,-0.18315638875053697,0.6705673744723311
U56,TOP20,0.8,5.10329781140321,-0.45326771394202936,0.15694469687494994,1.202888000259996,-0.20683628339019466,0.765694433965691
U56,TOP20,0.9,7.124479797875441,-2.7641776955974806,0.17715651673967225,1.2039612060777722,-0.22994538320674918,0.8606719636965915
U56,TOP20,1.0,9.15700147373856,-5.019542833141244,0.19748173349830345,1.2050065345428633,-0.2524990345821868,0.9555057739341614
U56,TOP20,1.1,11.200312197238885,-7.2209197440741395,0.2179148407333067,1.2060277646995383,-0.27451280369151576,1.050201671861547
U56,TOP20,1.2,13.253837104817082,-9.369716625500935,0.23845008980908866,1.2070273285248379,-0.2960007725057837,1.1447654669702487
U56,TOP20,1.3,15.317028254682633,-11.46728669425664,0.25908200130774417,1.2080087951343652,-0.31697647319334077,1.2392029765743728
