kind,family,rho,IS_median,OOS_median
UG_REAL,BREADTH-HI,-0.10547785547785549,9.850987187584592e-05,0.0006282252080474504
UG_REAL,BREADTH-LO,-0.1757776706052568,0.004882277643990185,0.0007314163322361678
UG_REAL,CORR-HI,-0.10895426412667793,-0.004157131323526159,0.0021306590333915187
UG_REAL,CORR-LO,0.10433244916003537,-0.001186195822089453,0.0029253197015839394
UG_REAL,DISP-HI,-0.1933405674784985,0.00023888056432758153,0.00013875441310312597
UG_REAL,DISP-LO,0.05823084961015996,0.010946754280443033,-0.005649735765496752
UG_REAL,VOL20-HI,0.12387669801462904,0.0014023169118146939,0.003314980987099911
UG_REAL,VOL20-LO,-0.07620770034563139,0.0072978521117587625,0.00111930802489274
SM_DOM,BREADTH-HI,0.0038220400289365806,-0.018248476536992603,-0.015986294855985864
SM_DOM,BREADTH-LO,0.06992203199099752,-0.010358203630805557,-0.014647180354789957
SM_DOM,CORR-HI,-0.04356161080299012,-0.017194454480159382,-0.012227596142813407
SM_DOM,CORR-LO,-0.015360501567398118,-0.009028303785907243,-0.011683863659825253
SM_DOM,DISP-HI,0.08353026284060766,-0.016760474821786164,-0.014962470940683023
SM_DOM,DISP-LO,0.07889237199582028,-0.006760757215187485,-0.018870532238674673
SM_DOM,VOL20-HI,0.05822683064062375,-0.011955927179874482,-0.013414506119224123
SM_DOM,VOL20-LO,0.08767783940197733,-0.009910235526029515,-0.014782687486561169
OP_DOM,BREADTH-HI,-0.07777911743428985,-0.018537622562985995,-0.011988976631090484
OP_DOM,BREADTH-LO,0.01882083433807572,-0.013769946925546034,-0.009956139003470768
OP_DOM,CORR-HI,0.045812233743268226,-0.017648811615767146,-0.010698440281479454
OP_DOM,CORR-LO,0.07476890925166788,-0.016318426363979288,-0.005915298365381877
OP_DOM,DISP-HI,0.06341933928140825,-0.015861208606314486,-0.011156996114163042
OP_DOM,DISP-LO,0.04536210915521261,-0.013182031538865657,-0.010018946421543828
OP_DOM,VOL20-HI,0.018133590547383654,-0.019740690451148096,-0.009846296168696173
OP_DOM,VOL20-LO,0.11112450767623182,-0.015462305979887958,-0.008770400618065693
SM_SPLIT8,BREADTH-HI,-0.0839803874286633,0.002555766916935834,0.00018837786297401515
SM_SPLIT8,BREADTH-LO,0.06869624628245317,0.0015459306954517804,-0.0004766342959947045
SM_SPLIT8,CORR-HI,-0.0430391447632827,0.0029681447149797757,0.0010610219835180124
SM_SPLIT8,CORR-LO,0.018057230126195645,0.009481970133931178,0.010422412023879057
SM_SPLIT8,DISP-HI,-0.018443051201671893,0.0016703296820768376,-0.001462732948552592
SM_SPLIT8,DISP-LO,0.11698416526002732,0.01042145490570634,0.0002969992817447864
SM_SPLIT8,VOL20-HI,-0.049999999999999996,0.007277863216417102,0.0002846393810553016
SM_SPLIT8,VOL20-LO,0.07748975162768267,0.0064722507714828625,-0.0010143883720673263
OP_SPLIT8,BREADTH-HI,-0.030552206414275383,-0.0006195667239859703,-0.006051813844182158
OP_SPLIT8,BREADTH-LO,0.09385499557913353,-0.0037202325335833064,0.00022575510207437088
OP_SPLIT8,CORR-HI,-0.06563781046539667,-0.0007406998601394155,0.0018097097160111875
OP_SPLIT8,CORR-LO,-0.035435254400771644,-0.0006786481295583402,0.000879589298564798
OP_SPLIT8,DISP-HI,-0.04797042038421349,-0.00012972850084283505,-0.0033752594027987165
OP_SPLIT8,DISP-LO,0.0063700667148943015,0.005175173348876211,-0.0034118348719721775
OP_SPLIT8,VOL20-HI,0.09069608552367173,-0.00020723036958983365,0.002047438087265152
OP_SPLIT8,VOL20-LO,-0.16928301583474,0.0004299885856159369,-0.0019551748404678243
SM_LONE,BREADTH-HI,-0.04236395788119926,-0.00028017962693230314,0.003222714601284621
SM_LONE,BREADTH-LO,-0.047978458323285914,-0.0017727361863461022,0.0014393344073059533
SM_LONE,CORR-HI,-0.023105055863676553,-0.0007947892141927648,0.0016323077630668592
SM_LONE,CORR-LO,0.0187042842215256,0.007217979070456709,0.003407732521859025
SM_LONE,DISP-HI,-0.0509163250542561,-9.816774369092451e-06,-0.003263599003038478
SM_LONE,DISP-LO,0.01803311630897838,0.008462244167551813,-0.0014163279660929645
SM_LONE,VOL20-HI,0.029169680893818824,0.001157007816707467,0.0010305259138950473
SM_LONE,VOL20-LO,-0.08477614339683306,0.004275738097844789,0.0004575321767129603
OP_LONE,BREADTH-HI,0.01865605658709107,-0.0024834332129421988,0.001536803355536319
OP_LONE,BREADTH-LO,-0.06043324491600355,-0.004158326425897085,0.001118055748800667
OP_LONE,CORR-HI,-0.03940197733301182,-0.002290910344507957,-0.0004686939891309083
OP_LONE,CORR-LO,-0.004734346113656459,0.0008325301940687035,0.003148700563495782
OP_LONE,DISP-HI,-0.01589100554617796,-0.00027993425287703433,-0.001089558824802897
OP_LONE,DISP-LO,-0.08275460172011896,0.005557562343150024,-0.003551168260721882
OP_LONE,VOL20-HI,0.04987139297484126,-0.0015985726757216934,-0.0006520278608114771
OP_LONE,VOL20-LO,-0.018844948155292987,-6.700062231559945e-05,-0.0003677641527794484
SM_FILL,BREADTH-HI,-0.08883530262840608,0.006461170756435708,0.0011135621860997313
SM_FILL,BREADTH-LO,0.02727272727272727,-0.0010072024223610476,0.00030533711754038295
SM_FILL,CORR-HI,-0.0025801784422474073,0.002295777981274061,0.0016746707301186492
SM_FILL,CORR-LO,0.09031428341773169,-0.0007153450261560834,0.007970734321278039
SM_FILL,DISP-HI,0.12425448115103288,0.004495646870393194,-0.005591208980610149
SM_FILL,DISP-LO,-0.019210674383088176,0.008245896444286416,0.0033344223293204633
SM_FILL,VOL20-HI,-0.08495297805642633,-0.0032335144611616295,0.003906635704365086
SM_FILL,VOL20-LO,-0.03647616751065027,0.004615310707887066,0.002797458703843597
