pair,shp,s,k,basis,rep,char,n_rungs,min_n,tot_n,n_thin,n_thick,abs_resid,abs_resid_perseed,neff_min,fill
BS,SYM,40,24,FULL,0,tpers,2,40,80,40,40,0.0012239291488492232,0.0013050744843746223,29.265098768688993,0.6
BS,SYM,40,24,FULL,1,momac,1,39,79,40,39,0.011257607410521508,0.011570732863338188,32.2315986733547,0.6153846153846154
BS,SYM,40,24,FULL,1,tpers,1,40,80,40,40,0.003258461251427036,0.003258461251426962,29.998761811443533,0.6
BS,SYM,40,24,FULL,2,momac,2,38,78,40,38,0.006767017853072599,0.006774321565527486,30.4247026324678,0.631578947368421
BS,SYM,40,24,FULL,2,tpers,2,40,80,40,40,0.002072255459873995,0.0023239342807911305,27.05005561998557,0.6
BS,SYM,40,24,FULL,3,momac,2,40,80,40,40,0.0024087854705672207,0.0033635358628838945,30.414821047911353,0.6
BS,SYM,40,24,FULL,3,tpers,2,40,80,40,40,0.0005795166534071083,0.0011552382334564144,24.019315057704173,0.6
BS,SYM,40,24,FULL,4,momac,1,40,80,40,40,0.011722758631107277,0.011722758631107314,33.32964389424706,0.6
BS,SYM,40,24,FULL,4,tpers,2,40,80,40,40,0.0024567168954948704,0.0024649536758373503,26.050514808958795,0.6
BS,SYM,40,24,FULL,5,momac,1,40,80,40,40,0.00888358820014723,0.008883588200147174,33.6869423680133,0.6
BS,SYM,40,24,FULL,5,tpers,1,40,80,40,40,0.0026302931866794,0.0026302931866793813,29.076102179327624,0.6
BS,SYM,40,24,SUB,0,momac,1,40,80,40,40,0.004718613834814422,0.005046793371216163,25.653035797538195,0.6
BS,SYM,40,24,SUB,0,tpers,2,40,80,40,40,0.0011713436107899655,0.0013111809147426192,23.15826376401878,0.6
BS,SYM,40,24,SUB,1,momac,2,39,79,40,39,0.011732581586318513,0.011732581586318586,23.14313329778335,0.6153846153846154
BS,SYM,40,24,SUB,1,tpers,1,40,80,40,40,0.0019306972115868959,0.0019306972115867294,22.45815722698591,0.6
BS,SYM,40,24,SUB,2,momac,2,38,78,40,38,0.005071266701335064,0.005649365970392034,21.764827974126412,0.631578947368421
BS,SYM,40,24,SUB,2,tpers,2,40,80,40,40,0.0017703037699875468,0.0018793527194898387,24.04677090353917,0.6
BS,SYM,40,24,SUB,3,momac,2,40,80,40,40,0.0057505357092744736,0.006204884046012132,26.39526990651349,0.6
BS,SYM,40,24,SUB,3,tpers,2,40,80,40,40,0.00014597790957049384,0.0009358549144301287,20.70256480541748,0.6
BS,SYM,40,24,SUB,4,momac,2,40,80,40,40,0.013642102642100806,0.013642102642100834,28.18295190570451,0.6
BS,SYM,40,24,SUB,4,tpers,2,40,80,40,40,0.0019600741304593994,0.0019600741304593994,22.938004387007624,0.6
BS,SYM,40,24,SUB,5,momac,2,40,80,40,40,0.004690931460552217,0.004983579103735684,22.853032370939673,0.6
BS,SYM,40,24,SUB,5,tpers,1,40,80,40,40,0.0015924215844933531,0.0015924215844934642,25.649230892504146,0.6
BS,SYM,40,36,FULL,3,tpers,1,40,80,40,40,0.0015622171232679838,0.0015622171232679467,25.057077506415286,0.9
BS,SYM,40,36,SUB,3,tpers,1,40,80,40,40,0.0015764086248998277,0.0015764086248996427,21.390946334684475,0.9
BS,SYM,60,12,FULL,0,momac,3,59,119,60,59,0.00734087781441306,0.009325121289542881,47.14620246909737,0.2033898305084746
BS,SYM,60,12,FULL,0,tpers,3,60,120,60,60,0.0007650031562308849,0.0017752025669619225,38.584802303459035,0.2
BS,SYM,60,12,FULL,1,momac,3,59,119,60,59,0.008128632983156395,0.008732350975459985,49.288857463505984,0.2033898305084746
BS,SYM,60,12,FULL,1,tpers,4,60,120,60,60,0.0008501520112586536,0.0018117177844143204,38.29190470353485,0.2
BS,SYM,60,12,FULL,2,momac,3,60,120,60,60,0.01278191063168225,0.013254660927592976,44.566046089101896,0.2
BS,SYM,60,12,FULL,2,tpers,4,60,120,60,60,0.0011223030318355254,0.002015640289978827,33.08732367514922,0.2
BS,SYM,60,12,FULL,3,momac,4,59,119,60,59,0.00790360619079647,0.008464494278063436,42.37335999301072,0.2033898305084746
BS,SYM,60,12,FULL,3,tpers,3,60,120,60,60,0.0007013355305271288,0.001658299441552571,35.74441432267589,0.2
BS,SYM,60,12,FULL,4,momac,3,57,117,60,57,0.010089359666626163,0.010546816833405649,46.934757970864666,0.21052631578947367
BS,SYM,60,12,FULL,4,tpers,4,60,120,60,60,0.0021414653732707845,0.0023290010086346553,32.055163601166655,0.2
BS,SYM,60,12,FULL,5,momac,4,58,118,60,58,0.005793276807752351,0.011131877140297411,40.26094970825021,0.20689655172413793
BS,SYM,60,12,FULL,5,tpers,4,60,120,60,60,0.0016056056179745981,0.0020742906056079543,34.34473455100159,0.2
BS,SYM,60,12,SUB,0,momac,3,59,119,60,59,0.0031411793769324423,0.007298880687575659,36.95548983173173,0.2033898305084746
BS,SYM,60,12,SUB,0,tpers,3,60,120,60,60,0.0007715732214300663,0.0016354152631003977,41.86807206709641,0.2
BS,SYM,60,12,SUB,1,momac,3,59,119,60,59,0.0065880542941261595,0.008355644970528745,35.954866495429876,0.2033898305084746
BS,SYM,60,12,SUB,1,tpers,4,60,120,60,60,0.0009620690066799442,0.0014362582921191719,30.131664124501636,0.2
BS,SYM,60,12,SUB,2,momac,3,60,120,60,60,0.007818239790865747,0.009849705344893224,32.05798259743728,0.2
BS,SYM,60,12,SUB,2,tpers,4,60,120,60,60,0.0013097690763057002,0.002152903942831713,32.564009880719205,0.2
BS,SYM,60,12,SUB,3,momac,4,59,119,60,59,0.009853778950551145,0.012817542763090425,42.799587276530005,0.2033898305084746
BS,SYM,60,12,SUB,3,tpers,3,60,120,60,60,0.0006285146431196376,0.0019558282024023962,33.36859847919456,0.2
BS,SYM,60,12,SUB,4,momac,4,57,117,60,57,0.009939976166961961,0.011313048236376123,38.31943989501333,0.21052631578947367
BS,SYM,60,12,SUB,4,tpers,4,60,120,60,60,0.0017884857635404594,0.001979217950804732,35.327006739795806,0.2
BS,SYM,60,12,SUB,5,momac,3,58,118,60,58,0.008900353784887701,0.010519564757217034,37.83845954683634,0.20689655172413793
BS,SYM,60,12,SUB,5,tpers,4,60,120,60,60,0.000993678174910001,0.0014782314291551107,28.11152888609859,0.2
BS,SYM,60,24,FULL,0,momac,2,59,119,60,59,0.00531005224108011,0.005465754315020638,47.696163191013994,0.4067796610169492
BS,SYM,60,24,FULL,0,tpers,3,60,120,60,60,0.00023618829338604522,0.000985179422727738,38.584802303459035,0.4
BS,SYM,60,24,FULL,1,momac,2,59,119,60,59,0.007068545922878644,0.007068545922878718,50.60001239680703,0.4067796610169492
BS,SYM,60,24,FULL,1,tpers,3,60,120,60,60,0.0006009890046150638,0.0011649580726966694,40.87295050213635,0.4
BS,SYM,60,24,FULL,2,momac,2,60,120,60,60,0.009556777714034514,0.009556777714034487,43.80344781709513,0.4
BS,SYM,60,24,FULL,2,tpers,2,60,120,60,60,0.001263261640809643,0.0014420188271708212,36.636038482607404,0.4
BS,SYM,60,24,FULL,3,momac,3,59,119,60,59,0.008653770182937929,0.009069154447757435,44.340255223971404,0.4067796610169492
BS,SYM,60,24,FULL,3,tpers,3,60,120,60,60,0.0010437701612145227,0.001458686428666478,35.74441432267589,0.4
BS,SYM,60,24,FULL,4,momac,3,57,117,60,57,0.010066763353318872,0.010349962019017415,46.934757970864666,0.42105263157894735
BS,SYM,60,24,FULL,4,tpers,2,60,120,60,60,0.002164949917898673,0.0021649499178986544,34.643948945306924,0.4
BS,SYM,60,24,FULL,5,momac,3,58,118,60,58,0.00953227376582592,0.010151217236799416,42.16815198324658,0.41379310344827586
BS,SYM,60,24,FULL,5,tpers,2,60,120,60,60,0.0008686675105226138,0.0011670203477825436,37.85222265597274,0.4
BS,SYM,60,24,SUB,0,momac,3,59,119,60,59,0.003443978102215417,0.004861359289783873,36.95548983173173,0.4067796610169492
BS,SYM,60,24,SUB,0,tpers,3,60,120,60,60,0.0007211672820562528,0.0011948323770227438,41.86807206709641,0.4
BS,SYM,60,24,SUB,1,momac,2,59,119,60,59,0.007079708089657799,0.00707970808965778,37.38727283239139,0.4067796610169492
BS,SYM,60,24,SUB,1,tpers,3,60,120,60,60,0.0007605124811520906,0.0009123766911223433,32.91543618330379,0.4
BS,SYM,60,24,SUB,2,momac,2,60,120,60,60,0.005654890897057008,0.00711279904509444,34.00102645970529,0.4
BS,SYM,60,24,SUB,2,tpers,2,60,120,60,60,0.001680586290630559,0.001852388600231995,36.180802011827154,0.4
BS,SYM,60,24,SUB,3,momac,3,59,119,60,59,0.00841725190630486,0.009727869106071924,46.04802592315218,0.4067796610169492
BS,SYM,60,24,SUB,3,tpers,3,60,120,60,60,0.0009232913565699145,0.0012424923554256297,33.36859847919456,0.4
BS,SYM,60,24,SUB,4,momac,2,57,117,60,57,0.009481712299142242,0.010175073433406706,45.062612762109005,0.42105263157894735
BS,SYM,60,24,SUB,4,tpers,2,60,120,60,60,0.0021036433076257466,0.002103643307625802,38.01362551342215,0.4
BS,SYM,60,24,SUB,5,momac,3,58,118,60,58,0.009653623142859705,0.009881815655271563,37.83845954683634,0.41379310344827586
BS,SYM,60,24,SUB,5,tpers,2,60,120,60,60,0.0004797217878023119,0.0008391240249719101,31.868548258436984,0.4
BS,SYM,60,36,FULL,0,momac,2,59,119,60,59,0.003238520047871729,0.003938503677583,47.696163191013994,0.6101694915254238
BS,SYM,60,36,FULL,0,tpers,2,60,120,60,60,0.00022290343445602323,0.0005957243847459585,40.01204806038964,0.6
BS,SYM,60,36,FULL,1,momac,1,59,119,60,59,0.00875357944088928,0.008753579440889262,51.51828155013326,0.6101694915254238
BS,SYM,60,36,FULL,1,tpers,2,60,120,60,60,0.000350990045723254,0.0007804823766438818,43.028164192359895,0.6
BS,SYM,60,36,FULL,2,momac,1,60,120,60,60,0.007552070993333548,0.007552070993333715,46.24543627013071,0.6
BS,SYM,60,36,FULL,2,tpers,2,60,120,60,60,0.001933236044482034,0.0019332360444819599,36.636038482607404,0.6
BS,SYM,60,36,FULL,3,momac,2,59,119,60,59,0.006725384391056299,0.007869280559540642,44.743964784915335,0.6101694915254238
BS,SYM,60,36,FULL,3,tpers,2,60,120,60,60,0.00046242408287044956,0.0010895488658962116,35.61081436387104,0.6
BS,SYM,60,36,FULL,4,momac,1,57,117,60,57,0.008635619396327843,0.008804530076865416,48.64164205680695,0.631578947368421
BS,SYM,60,36,FULL,4,tpers,2,60,120,60,60,0.0024520722132658213,0.0024520722132658768,34.643948945306924,0.6
BS,SYM,60,36,FULL,5,momac,2,58,118,60,58,0.008673403152036407,0.00867340315203626,42.67846199425091,0.6206896551724138
BS,SYM,60,36,FULL,5,tpers,2,60,120,60,60,0.0009762180787128982,0.0011840407654388947,37.85222265597274,0.6
BS,SYM,60,36,SUB,0,momac,2,59,119,60,59,0.005758743273254097,0.005758743273253977,37.44364648173176,0.6101694915254238
BS,SYM,60,36,SUB,0,tpers,2,60,120,60,60,0.0003256047890318192,0.0005479252071143673,43.111522868404876,0.6
BS,SYM,60,36,SUB,1,momac,1,59,119,60,59,0.010692870942215604,0.010692870942215715,41.01105749116159,0.6101694915254238
BS,SYM,60,36,SUB,1,tpers,2,60,120,60,60,0.0005746167644823386,0.0006411678112495841,35.26230799820956,0.6
BS,SYM,60,36,SUB,2,momac,2,60,120,60,60,0.00901795987987436,0.009017959879874388,34.00102645970529,0.6
BS,SYM,60,36,SUB,2,tpers,2,60,120,60,60,0.001898457773160278,0.001898457773160315,36.180802011827154,0.6
BS,SYM,60,36,SUB,3,momac,2,59,119,60,59,0.007001663488075627,0.007158468515240167,47.26487938100992,0.6101694915254238
BS,SYM,60,36,SUB,3,tpers,2,60,120,60,60,0.0010586321762265372,0.0012049115829190216,33.19910646438648,0.6
BS,SYM,60,36,SUB,4,momac,2,57,117,60,57,0.009582132948021238,0.009582132948021127,45.062612762109005,0.631578947368421
BS,SYM,60,36,SUB,4,tpers,2,60,120,60,60,0.002273269960215041,0.0022732699602150503,38.01362551342215,0.6
BS,SYM,60,36,SUB,5,momac,2,58,118,60,58,0.008275659280383485,0.008275659280383457,38.83474398150287,0.6206896551724138
BS,SYM,60,36,SUB,5,tpers,2,60,120,60,60,0.0007401148229179144,0.000971489343004885,31.868548258436984,0.6
BS,SYM,60,48,FULL,0,momac,1,59,119,60,59,0.007881347086073909,0.007881347086073798,49.08304742915676,0.8135593220338984
BS,SYM,60,48,FULL,0,tpers,1,60,120,60,60,0.00033686921457365404,0.0004371781629067817,41.01727157757754,0.8
BS,SYM,60,48,FULL,1,momac,1,59,119,60,59,0.011179554494061716,0.01117955449406168,51.51828155013326,0.8135593220338984
BS,SYM,60,48,FULL,1,tpers,1,60,120,60,60,0.00022016540356151193,0.0006876334133456193,43.97561245094535,0.8
BS,SYM,60,48,FULL,3,momac,1,59,119,60,59,0.006789011613592577,0.006789011613592484,46.082910840613415,0.8135593220338984
BS,SYM,60,48,FULL,3,tpers,1,60,120,60,60,0.00124241626385313,0.001242416263853389,36.09029567264436,0.8
BS,SYM,60,48,FULL,4,momac,1,57,117,60,57,0.01052360070574232,0.010523600705742653,48.64164205680695,0.8421052631578947
BS,SYM,60,48,FULL,5,momac,1,58,118,60,58,0.010640782186176034,0.010640782186175868,43.87592944814599,0.8275862068965517
BS,SYM,60,48,SUB,0,tpers,1,60,120,60,60,0.00018594092573165355,0.0004227771614242852,43.967272665350734,0.8
BS,SYM,60,48,SUB,1,tpers,1,60,120,60,60,0.00027175586586136724,0.0003883517350375583,35.17327045789125,0.8
BS,SYM,60,48,SUB,3,tpers,1,60,120,60,60,0.0014338357217176245,0.001433835721717532,33.738117514073124,0.8
BS,SYM,90,12,FULL,0,momac,4,89,179,90,89,0.009928493567700397,0.011402465148732046,63.262906017525836,0.1348314606741573
BS,SYM,90,12,FULL,0,tpers,4,90,180,90,90,0.0019126513783333243,0.0023012868472794316,52.640707261367226,0.13333333333333333
BS,SYM,90,12,FULL,1,momac,4,87,177,90,87,0.0065923537183269765,0.010879050356574202,64.65556975325863,0.13793103448275862
BS,SYM,90,12,FULL,1,tpers,4,90,180,90,90,0.0011924440051187535,0.0016902728943618782,50.72003035627806,0.13333333333333333
BS,SYM,90,12,FULL,2,momac,4,89,179,90,89,0.009923608727759547,0.010971293573182259,64.53064579070751,0.1348314606741573
BS,SYM,90,12,FULL,2,tpers,4,90,180,90,90,0.0007940494122093689,0.001900210064181419,49.172227925495136,0.13333333333333333
BS,SYM,90,12,FULL,3,momac,4,90,180,90,90,0.003805287262300644,0.0074587200153895155,66.48998313329113,0.13333333333333333
BS,SYM,90,12,FULL,3,tpers,4,90,180,90,90,0.0019615431074976597,0.0022885181900374795,48.855708052090115,0.13333333333333333
BS,SYM,90,12,FULL,4,momac,4,88,178,90,88,0.004901989271126672,0.009679061943133569,64.23235533974557,0.13636363636363635
BS,SYM,90,12,FULL,4,tpers,4,90,180,90,90,0.0008212096040917938,0.001987234070553831,53.29257458694596,0.13333333333333333
BS,SYM,90,12,FULL,5,momac,4,90,180,90,90,0.0030146923690098915,0.006980381192779892,66.66010437589611,0.13333333333333333
BS,SYM,90,12,FULL,5,tpers,4,90,180,90,90,0.0006974795798096178,0.0021737480359417666,53.54328045114575,0.13333333333333333
BS,SYM,90,12,SUB,0,momac,4,89,179,90,89,0.008306632609599685,0.009212343383847818,44.2985495582479,0.1348314606741573
BS,SYM,90,12,SUB,0,tpers,4,90,180,90,90,0.0020322947385413292,0.0023867352610694357,53.305592551900276,0.13333333333333333
BS,SYM,90,12,SUB,1,momac,5,87,177,90,87,0.006677961879251381,0.008349652713102089,52.41884476665687,0.13793103448275862
BS,SYM,90,12,SUB,1,tpers,4,90,180,90,90,0.0011042213076605523,0.0018046323812140794,51.34692363430332,0.13333333333333333
BS,SYM,90,12,SUB,2,momac,4,89,179,90,89,0.00849801096620395,0.009920325116972911,60.35188941637632,0.1348314606741573
BS,SYM,90,12,SUB,2,tpers,4,90,180,90,90,0.0009157356972908648,0.0020241364511366746,45.520293264587075,0.13333333333333333
BS,SYM,90,12,SUB,3,momac,5,90,180,90,90,0.005410106181107155,0.006953213312479385,42.84056067615304,0.13333333333333333
BS,SYM,90,12,SUB,3,tpers,4,90,180,90,90,0.001596704126027998,0.0017989286231281747,44.13891890461916,0.13333333333333333
BS,SYM,90,12,SUB,4,momac,5,88,178,90,88,0.006741353951732787,0.010647251190034079,58.75415412316353,0.13636363636363635
BS,SYM,90,12,SUB,4,tpers,4,90,180,90,90,0.00045093218229949605,0.0021673902328800863,56.3259454559322,0.13333333333333333
BS,SYM,90,12,SUB,5,momac,3,90,180,90,90,0.0025910556880860782,0.006593139748172087,57.00764097038359,0.13333333333333333
BS,SYM,90,12,SUB,5,tpers,4,90,180,90,90,0.000735312909439706,0.001338664663368928,46.37653659986057,0.13333333333333333
BS,SYM,90,24,FULL,0,momac,3,89,179,90,89,0.013452267609936749,0.013452267609936798,67.19959061505668,0.2696629213483146
BS,SYM,90,24,FULL,0,tpers,3,90,180,90,90,0.0020958850232071224,0.0021805074565761084,57.861558788498165,0.26666666666666666
BS,SYM,90,24,FULL,1,momac,3,87,177,90,87,0.007022361503887205,0.007698583751804668,67.47627435258019,0.27586206896551724
BS,SYM,90,24,FULL,1,tpers,3,90,180,90,90,0.0009330095504143099,0.0010289926041738777,53.227768180661805,0.26666666666666666
BS,SYM,90,24,FULL,2,momac,3,89,179,90,89,0.012488086537651285,0.01248808653765121,68.84072533261934,0.2696629213483146
BS,SYM,90,24,FULL,2,tpers,3,90,180,90,90,0.0017904423475241238,0.0018350305063432974,54.03198495362213,0.26666666666666666
BS,SYM,90,24,FULL,3,momac,3,90,180,90,90,0.005093683337007511,0.005944357221280894,69.54679730383833,0.26666666666666666
BS,SYM,90,24,FULL,3,tpers,3,90,180,90,90,0.0020593187549947656,0.002154226138482435,53.321813504009214,0.26666666666666666
BS,SYM,90,24,FULL,4,momac,3,88,178,90,88,0.0070999990779127,0.009055458879432618,67.0147022543266,0.2727272727272727
BS,SYM,90,24,FULL,4,tpers,3,90,180,90,90,0.0007825613662596487,0.0012900730057505449,56.87620773119939,0.26666666666666666
BS,SYM,90,24,FULL,5,momac,3,90,180,90,90,0.006174447371522285,0.006790986758874185,70.30129228749514,0.26666666666666666
BS,SYM,90,24,FULL,5,tpers,3,90,180,90,90,0.0005746445013610213,0.0012758858240420952,58.0346994361648,0.26666666666666666
BS,SYM,90,24,SUB,0,momac,3,89,179,90,89,0.010451709677562778,0.010474395274825146,52.10075865560964,0.2696629213483146
BS,SYM,90,24,SUB,0,tpers,3,90,180,90,90,0.0023046907798962937,0.0023059445440275863,58.549181414421376,0.26666666666666666
BS,SYM,90,24,SUB,1,momac,3,87,177,90,87,0.009366856195965667,0.009366856195965704,62.24596286542303,0.27586206896551724
BS,SYM,90,24,SUB,1,tpers,3,90,180,90,90,0.0010391497798555305,0.0012093898699348886,53.8849800193172,0.26666666666666666
BS,SYM,90,24,SUB,2,momac,3,89,179,90,89,0.012338336695966179,0.01233833669596616,66.59752598862845,0.2696629213483146
BS,SYM,90,24,SUB,2,tpers,3,90,180,90,90,0.0014915387750290554,0.0016509314159051842,50.49249245954592,0.26666666666666666
BS,SYM,90,24,SUB,3,momac,3,90,180,90,90,0.0064426381155313255,0.006596407870864653,52.996921586126916,0.26666666666666666
BS,SYM,90,24,SUB,3,tpers,3,90,180,90,90,0.0017317415729621495,0.001791642060427121,48.48876227992731,0.26666666666666666
BS,SYM,90,24,SUB,4,momac,3,88,178,90,88,0.007017493324913822,0.008856687220240356,66.79204006104152,0.2727272727272727
BS,SYM,90,24,SUB,4,tpers,3,90,180,90,90,0.0007985440053483636,0.0016813394753577942,59.90675884252139,0.26666666666666666
BS,SYM,90,24,SUB,5,momac,3,90,180,90,90,0.003270076272964828,0.006325075724346565,57.00764097038359,0.26666666666666666
BS,SYM,90,24,SUB,5,tpers,3,90,180,90,90,0.000828722991068472,0.001249274772320551,51.35375897266599,0.26666666666666666
BS,SYM,90,36,FULL,0,momac,3,89,179,90,89,0.0142434775178083,0.014243477517808257,67.19959061505668,0.4044943820224719
BS,SYM,90,36,FULL,0,tpers,3,90,180,90,90,0.002267101961592003,0.002267883717747554,57.861558788498165,0.4
BS,SYM,90,36,FULL,1,momac,3,87,177,90,87,0.006691470021829978,0.006728750178599648,67.47627435258019,0.41379310344827586
BS,SYM,90,36,FULL,1,tpers,2,90,180,90,90,0.0006417068786790936,0.0008827499474270695,55.626747315565154,0.4
BS,SYM,90,36,FULL,2,momac,3,89,179,90,89,0.012738756401904472,0.012738756401904472,68.84072533261934,0.4044943820224719
BS,SYM,90,36,FULL,2,tpers,2,90,180,90,90,0.0022534857738731318,0.0023197421811754957,54.507879502640634,0.4
BS,SYM,90,36,FULL,3,momac,3,90,180,90,90,0.009206641634183685,0.00935996947544108,69.54679730383833,0.4
BS,SYM,90,36,FULL,3,tpers,2,90,180,90,90,0.0024420959430933586,0.0024420959430934974,53.8379668230077,0.4
BS,SYM,90,36,FULL,4,momac,3,88,178,90,88,0.007220095125062276,0.007850754654376598,67.0147022543266,0.4090909090909091
BS,SYM,90,36,FULL,4,tpers,2,90,180,90,90,0.0005451754244534257,0.0008111597269181241,58.46478909803338,0.4
BS,SYM,90,36,FULL,5,momac,2,90,180,90,90,0.005651758119103623,0.00601565155283464,70.50807656261739,0.4
BS,SYM,90,36,FULL,5,tpers,2,90,180,90,90,0.0010300173713748695,0.0010670890935174002,59.24915195064153,0.4
BS,SYM,90,36,SUB,0,momac,3,89,179,90,89,0.010734470674058564,0.010734470674058522,52.10075865560964,0.4044943820224719
BS,SYM,90,36,SUB,0,tpers,3,90,180,90,90,0.002362246754574008,0.0023622467545740635,58.549181414421376,0.4
BS,SYM,90,36,SUB,1,momac,3,87,177,90,87,0.008661457930789615,0.008690530219060239,62.24596286542303,0.41379310344827586
BS,SYM,90,36,SUB,1,tpers,2,90,180,90,90,0.0008341652150231638,0.0008555977906481345,56.21242380183081,0.4
BS,SYM,90,36,SUB,2,momac,2,89,179,90,89,0.010544584702650739,0.010544584702650711,69.36205552134794,0.4044943820224719
BS,SYM,90,36,SUB,2,tpers,2,90,180,90,90,0.00173812923886979,0.001738129238869827,51.506120372956005,0.4
BS,SYM,90,36,SUB,3,momac,3,90,180,90,90,0.007297170969721822,0.007623615293457872,52.996921586126916,0.4
BS,SYM,90,36,SUB,3,tpers,2,90,180,90,90,0.001673670899235813,0.0016736708992358407,49.734886297630425,0.4
BS,SYM,90,36,SUB,4,momac,3,88,178,90,88,0.00676115396776622,0.006824519097153437,66.79204006104152,0.4090909090909091
BS,SYM,90,36,SUB,4,tpers,2,90,180,90,90,0.0003184368245311986,0.0007089323629452433,61.36244883278344,0.4
BS,SYM,90,36,SUB,5,momac,3,90,180,90,90,0.004094733639916452,0.004527697954402677,57.00764097038359,0.4
BS,SYM,90,36,SUB,5,tpers,2,90,180,90,90,0.0008260842159091286,0.0010727961245194928,53.27398128699757,0.4
BS,SYM,90,48,FULL,0,momac,2,89,179,90,89,0.01564407440335902,0.015644074403359076,67.24571900792489,0.5393258426966292
BS,SYM,90,48,FULL,0,tpers,2,90,180,90,90,0.001499983309590669,0.0014999833095907058,59.23588477246927,0.5333333333333333
BS,SYM,90,48,FULL,1,momac,2,87,177,90,87,0.006665173343778974,0.00735440499622996,68.14150987581405,0.5517241379310345
BS,SYM,90,48,FULL,1,tpers,2,90,180,90,90,0.0006676300263865342,0.0011215288955924905,55.626747315565154,0.5333333333333333
BS,SYM,90,48,FULL,2,momac,1,89,179,90,89,0.014019038109223558,0.014019038109223503,71.5469693909619,0.5393258426966292
BS,SYM,90,48,FULL,2,tpers,2,90,180,90,90,0.0025767232927643158,0.0025767232927641865,54.507879502640634,0.5333333333333333
BS,SYM,90,48,FULL,3,momac,2,90,180,90,90,0.005909761396959867,0.006170174421624948,70.57061177751629,0.5333333333333333
BS,SYM,90,48,FULL,3,tpers,2,90,180,90,90,0.002469358123519505,0.002469358123519551,53.8379668230077,0.5333333333333333
BS,SYM,90,48,FULL,4,momac,2,88,178,90,88,0.009245286786373985,0.009245286786374022,68.61161884663775,0.5454545454545454
BS,SYM,90,48,FULL,4,tpers,2,90,180,90,90,0.0003771540143454599,0.0007068784533511285,58.46478909803338,0.5333333333333333
BS,SYM,90,48,FULL,5,momac,2,90,180,90,90,0.005574877548079671,0.005692785551706991,70.50807656261739,0.5333333333333333
BS,SYM,90,48,FULL,5,tpers,2,90,180,90,90,0.0012614840210010136,0.0013377506773416166,59.24915195064153,0.5333333333333333
