file,rows,n_fail,unparsed,null_rows,recomp_fidelity,g1_disagree,g2_disagree,infail_L1_H1,sole_L1_H1,infail_L2_H2,sole_L2_H2,infail_L3_OOS,sole_L3_OOS,infail_L4_DD,sole_L4_DD,infail_L5_CAGR,sole_L5_CAGR
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.exact.csv,60,33,0,0,,0,0,0.7272727272727273,0.12121212121212122,0.24242424242424243,0.0,0.21212121212121213,0.0,0.30303030303030304,0.12121212121212122,0.6363636363636364,0.030303030303030304
2026-09-05_audit-every-committed-null-for-a-salted-seed_C.keep.csv,60,33,0,0,,0,0,0.7272727272727273,0.12121212121212122,0.24242424242424243,0.0,0.21212121212121213,0.0,0.30303030303030304,0.12121212121212122,0.6363636363636364,0.030303030303030304
2026-09-05_cagr-floor-calibration_B.grid.csv,306,277,0,0,,0,0,0.6534296028880866,0.0036101083032490976,0.7148014440433214,0.007220216606498195,0.6967509025270758,0.0,0.6462093862815884,0.16967509025270758,0.6678700361010831,0.09747292418772563
2026-09-05_cagr-floor-calibration_B.ladder.csv,342,332,0,0,,0,0,0.572289156626506,0.0,0.6295180722891566,0.0,0.6295180722891566,0.0,0.29819277108433734,0.0783132530120482,0.8734939759036144,0.2921686746987952
2026-09-05_clause-11b-draw-count-by-enumeration_cloud.exact.csv,180,152,0,0,,0,0,0.6776315789473685,0.02631578947368421,0.8223684210526315,0.013157894736842105,0.7763157894736842,0.0,0.756578947368421,0.039473684210526314,0.7039473684210527,0.006578947368421052
2026-09-05_de-gross-vs-reweight-across-gates_cloud.grid.csv,924,814,0,0,,0,0,0.6744471744471745,0.002457002457002457,0.7493857493857494,0.004914004914004914,0.7285012285012284,0.0,0.6302211302211302,0.11302211302211303,0.7469287469287469,0.12285012285012285
2026-09-05_defensive-class-census_B.grid.csv,2244,2100,0,0,,0,0,0.47904761904761906,0.006190476190476191,0.5466666666666666,0.0019047619047619048,0.5361904761904762,0.0,0.56,0.14285714285714285,0.6404761904761904,0.25285714285714284
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.choices.csv,1325,1091,0,0,,0,0,0.13657195233730524,0.00916590284142988,0.35013748854262144,0.01833180568285976,0.1842346471127406,0.0,0.27864344637946836,0.1310724106324473,0.7195233730522457,0.42621448212648944
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.keep.csv,1908,1658,0,0,,0,0,0.1881785283474065,0.011459589867310011,0.41556091676718937,0.016284680337756333,0.244270205066345,0.0,0.26960193003618815,0.07961399276236429,0.7376357056694813,0.4131483715319662
2026-09-05_do-gross-choice-rules-lose-to-constants-in-general_C.ladder.csv,1908,1658,0,0,,0,0,0.1881785283474065,0.011459589867310011,0.41556091676718937,0.016284680337756333,0.244270205066345,0.0,0.26960193003618815,0.07961399276236429,0.7376357056694813,0.4131483715319662
