panel,N,H,seed,null_CAGR_cash,null_CAGR_rebuilt,null_IS_CAGR_rebuilt,lam_cash,lam_rebuilt
U56,5,21,0,0.12978469477492327,0.12978469477492327,0.1266728346358048,1.0,1.0
U56,5,21,1,0.09526704603234237,0.09526704603234237,0.09423940238548023,1.0,1.0
U56,5,21,2,0.10665022256361745,0.10665022256361745,0.07304081206197077,1.0,1.0
U56,5,21,3,0.10805606813928126,0.10805606813928126,0.06463994297749664,1.0,1.0
U56,5,21,4,0.14109578792560873,0.14102365873446154,0.22593200006522918,0.8792532847451195,0.8789918401585164
U56,5,21,5,0.08909428916445639,0.08909428916445639,0.10501514458292993,1.0,1.0
U56,5,21,6,0.06651318547633789,0.06646082588994373,0.0693699368127032,0.9316645392489591,0.9311847310778307
U56,5,21,7,0.09796276616801491,0.09796276616801491,0.08345523872303406,1.0,1.0
U56,5,21,8,0.12631745579149967,0.12631745579149967,0.10217168947188293,1.0,1.0
U56,5,21,9,0.12702598479526728,0.12702598479526728,0.11908048745597855,1.0,1.0
U56,5,21,10,0.13858123450698412,0.13858123450698412,0.11055825241424411,1.0,1.0
U56,5,21,11,0.16963452095706644,0.16963452095706644,0.13769729826079002,1.0,1.0
U56,5,21,12,0.09489528196858776,0.09455664881221959,0.09610896397158686,0.8778597501710206,0.8760709373339459
U56,5,21,13,0.11816900184746415,0.11816900184746415,0.10222196082144142,1.0,1.0
U56,5,21,14,0.08489670813101347,0.08495033690546294,0.060436493377517,0.9442796764697734,0.9452340919537963
U56,5,21,15,0.10101365007458685,0.10058910635317186,0.1222892782993672,0.8539092263462227,0.8525451892795364
U56,5,21,16,0.06850143483609417,0.06789133475115428,0.09772139065419339,0.723918939392644,0.7215425099518993
U56,5,21,17,0.10668149744169142,0.10659318484055524,0.0863790179059245,0.9493475706208234,0.9490554421404989
U56,5,21,18,0.1219714811148529,0.1219714811148529,0.08791055694365957,1.0,1.0
U56,5,21,19,0.10316955242494008,0.10276761059819628,0.07920143847777261,0.8565466575739702,0.8545911072322139
U56,5,21,20,0.11081887027452964,0.11081887027452964,0.1159609921854432,1.0,1.0
U56,5,21,21,0.10560154690339396,0.10560154690339396,0.14044208487697696,1.0,1.0
U56,5,21,22,0.1062413125334396,0.10597086513159959,0.07454589787874344,0.8611914312731679,0.8600112394436525
U56,5,21,23,0.10411813007744763,0.10421514074747007,0.09302769404876332,0.9014183174282633,0.9028505991790181
U56,5,21,24,0.1250872109286727,0.1250872109286727,0.10184075278309823,1.0,1.0
U56,5,21,25,0.08201747484803046,0.08202789243076869,0.10651775762895888,0.9353511463555362,0.9357425942390079
U56,5,21,26,0.08462287571472826,0.08417850356904477,0.11312600744937606,0.7971180972418079,0.7946413485485042
U56,5,21,27,0.13278887780643966,0.13250932939240267,0.1363242304730552,0.8845387655443309,0.8835607469442563
U56,5,21,28,0.14850930886341862,0.14850930886341862,0.11859649992732657,1.0,1.0
