panel,dial,arm,gross_rung,cost_bps,chooser,pick,abstain,kappa,binds,at_ladder_end,is_live_rung,IS_MaxDD,IS_SPY_MaxDD,IS_Sharpe,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,regret_OOS_Sharpe,turnover_yr,mean_gross_IS,pass_4b_full,pass_4b_oos,pass_4a_full,pass_4a_oos,L_SHARPE_oos,L_DD_oos,L_CAGR_oos,cap_oos,floor_oos,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_Sharpe
u56,BAND,P,0.75,0.0,C_DDB_CAGR0.40,0.08,False,0.4,True,False,False,-0.0842290762360216,-0.22062001264433273,1.1375013826480593,0.08626769778907706,1.1602665903187044,-0.14455862774405104,1.2531064329787243,1.0841873418234154,0.09098702551368909,1.1790007645242055,-0.14455862774405104,-0.13019236153648328,1.1250631459711897,0.5136730516089898,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_SHARPE0.40,0.4,False,0.4,False,True,False,-0.036319936386150165,-0.22062001264433273,1.2743505930297012,0.050245242677866786,1.1874274944824577,-0.07251497235226811,1.3998299803179488,1.1423811473304026,0.06072469977602535,1.2014695656681411,-0.07251497235226767,-0.10772356039254771,0.3788233056146088,0.13112911428004773,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_CAGR0.50,0.12,False,0.5,False,False,False,-0.09779525760942498,-0.22062001264433273,1.1317640985700825,0.0877071336576225,1.1589712899641864,-0.12143639281973218,1.245373957977263,1.0810329352038142,0.09043407810997084,1.180738096717767,-0.12143639281973229,-0.12845502934292186,0.9210912529309667,0.5131116346895733,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_SHARPE0.50,0.4,False,0.5,False,True,False,-0.036319936386150165,-0.22062001264433273,1.2743505930297012,0.050245242677866786,1.1874274944824577,-0.07251497235226811,1.3998299803179488,1.1423811473304026,0.06072469977602535,1.2014695656681411,-0.07251497235226767,-0.10772356039254771,0.3788233056146088,0.13112911428004773,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_CAGR0.60,0.12,False,0.6,False,False,False,-0.09779525760942498,-0.22062001264433273,1.1317640985700825,0.0877071336576225,1.1589712899641864,-0.12143639281973218,1.245373957977263,1.0810329352038142,0.09043407810997084,1.180738096717767,-0.12143639281973229,-0.12845502934292186,0.9210912529309667,0.5131116346895733,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_SHARPE0.60,0.4,False,0.6,False,True,False,-0.036319936386150165,-0.22062001264433273,1.2743505930297012,0.050245242677866786,1.1874274944824577,-0.07251497235226811,1.3998299803179488,1.1423811473304026,0.06072469977602535,1.2014695656681411,-0.07251497235226767,-0.10772356039254771,0.3788233056146088,0.13112911428004773,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_CAGR0.70,0.12,False,0.7,False,False,False,-0.09779525760942498,-0.22062001264433273,1.1317640985700825,0.0877071336576225,1.1589712899641864,-0.12143639281973218,1.245373957977263,1.0810329352038142,0.09043407810997084,1.180738096717767,-0.12143639281973229,-0.12845502934292186,0.9210912529309667,0.5131116346895733,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_SHARPE0.70,0.4,False,0.7,False,True,False,-0.036319936386150165,-0.22062001264433273,1.2743505930297012,0.050245242677866786,1.1874274944824577,-0.07251497235226811,1.3998299803179488,1.1423811473304026,0.06072469977602535,1.2014695656681411,-0.07251497235226767,-0.10772356039254771,0.3788233056146088,0.13112911428004773,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_CAGR0.80,0.12,False,0.8,False,False,False,-0.09779525760942498,-0.22062001264433273,1.1317640985700825,0.0877071336576225,1.1589712899641864,-0.12143639281973218,1.245373957977263,1.0810329352038142,0.09043407810997084,1.180738096717767,-0.12143639281973229,-0.12845502934292186,0.9210912529309667,0.5131116346895733,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
u56,BAND,P,0.75,0.0,C_DDB_SHARPE0.80,0.4,False,0.8,False,True,False,-0.036319936386150165,-0.22062001264433273,1.2743505930297012,0.050245242677866786,1.1874274944824577,-0.07251497235226811,1.3998299803179488,1.1423811473304026,0.06072469977602535,1.2014695656681411,-0.07251497235226767,-0.10772356039254771,0.3788233056146088,0.13112911428004773,False,False,False,False,True,True,False,-0.20230354034511183,0.10700876349880425,1.3012453352065745,-0.12029812214763824,0.8750760816641813
