panel,L,w,seeds,real_Sharpe,perm_mean,perm_sd,z,beat,real_OOS,perm_OOS_mean,perm_OOS_sd,z_OOS,beat_OOS,real_MaxDD,perm_MaxDD_mean,best_cell_control
U56,63,0.2,20,1.1557320076784614,1.1418356615607212,0.027436013989144203,0.5065001834172638,15,1.1902608503797898,1.16509713257343,0.027171953384908836,0.9260916007730063,17,-0.1825469531461582,-0.20265635944455887,
U56,126,0.2,20,1.0931693475246784,1.1410240110226892,0.02908130358040603,-1.6455474000915702,1,1.107421407502674,1.1778298105178509,0.03429245941560886,-2.0531744941900874,0,-0.2117736884971546,-0.2045965602136323,
U56,252,0.2,20,1.1327939157612252,1.1504286414017846,0.027670438197043942,-0.6373128432220954,4,1.1658883125069672,1.1829486877855557,0.03434710757973947,-0.49670486048880585,5,-0.19621716633279507,-0.20502327656532246,
U56,63,0.5,20,1.1226253774587776,1.114204332634086,0.050242773502647234,0.16760708531044433,12,1.1299308466516926,1.1197751721962996,0.07034636143907384,0.1443667340803222,10,-0.19450093882913766,-0.2115068126970206,
U56,126,0.5,20,1.1216084414092713,1.1249046502452344,0.045544535537293006,-0.07237331102573516,9,1.1717936760792333,1.153079151524623,0.05903174370311897,0.3170247629602295,11,-0.1775242419805837,-0.20958422451783593,
U56,252,0.5,20,1.117654041392119,1.1232067746558676,0.03156147155131982,-0.1759339153347053,10,1.139837479332431,1.1444617239954822,0.03710551530413055,-0.12462418659730476,9,-0.18198599895303602,-0.2120952301150278,
U56,63,1.0,20,1.0614177713397488,1.0761664720717357,0.07898957894275802,-0.1867170445695744,11,1.0425763061525177,1.0666233944618058,0.09170718540408361,-0.2622159670840497,8,-0.1996363596322397,-0.20086042308284258,
U56,126,1.0,20,1.0575684411389206,1.0607523741892106,0.06475129199590443,-0.049171730048127284,13,1.0562938773486248,1.041670716542618,0.10045225039551456,0.14557325245009886,12,-0.1675261113805515,-0.20926950663465438,
U56,252,1.0,20,1.1206168316532668,1.065791858748781,0.06302403356687403,0.8699058089690775,17,1.1508754155932952,1.0627093822845584,0.06677847510431349,1.3202762292941583,19,-0.16458455637839065,-0.20400804465115133,
U56,252,0.1,20,1.1745465152998629,1.1474937900865794,0.023565719728596297,1.147969403219874,18,1.2231279845751042,1.1909200505039121,0.0283953322049163,1.1342686128396708,18,-0.18972702069232283,,True
B136,63,0.2,20,1.0712389271042206,1.0860365295212335,0.032625110895452274,-0.45356481589999986,7,1.0430986481145552,1.0321346069328663,0.05824751855647786,0.1882319016055248,11,-0.2002960213704752,-0.20295688142727344,
B136,126,0.2,20,1.066216685491361,1.0651466266602245,0.04220059458272296,0.02535648707600481,10,1.0085560750024605,1.0179530372815049,0.05762459531084989,-0.1630720741439219,6,-0.20877333715066937,-0.2028159714327809,
B136,252,0.2,20,1.0762555592257088,1.0655302619165783,0.034163300237374704,0.3139420733538216,15,1.03114599355906,1.0163652768726075,0.04627283259649935,0.3194253702888856,12,-0.20445208404495752,-0.20322070880567247,
B136,63,0.5,20,1.1127320289787686,1.0742454570600937,0.0440266730177478,0.8741648932491534,17,1.1021137914208883,1.038082561455291,0.056010837278069145,1.143193586764474,18,-0.20560325197711338,-0.20229576866164606,
B136,126,0.5,20,1.0291020849317716,1.0640369735525914,0.03860012553737355,-0.9050459845524351,3,1.0662726223468917,1.0460315110287493,0.07024997622040978,0.28812979601068917,11,-0.18329671402956982,-0.20060835364385032,
B136,252,0.5,20,1.0426040574720816,1.0537972327804481,0.05119953340893664,-0.21861869753705182,10,1.0054889974690902,1.0445739405361523,0.08067498461472786,-0.484474131029792,6,-0.20773411650815354,-0.1956242556739347,
B136,63,1.0,20,1.0962090997070129,1.0438584742290886,0.05917976196628237,0.8846035154340596,15,1.1091539333536105,1.0102039291827047,0.09356229215312299,1.0575842243044373,18,-0.19306591089568592,-0.21090495156174346,
B136,126,1.0,20,1.1317892060855885,1.0557972596668175,0.05116723537724321,1.4851681131196843,19,1.092339333580072,1.0245263688063393,0.10628650683510169,0.6380204486251596,12,-0.16706609670721584,-0.2044564575530034,
B136,252,1.0,20,1.0104628426290982,1.0245164688356703,0.05223582277715083,-0.26904192294486856,10,0.9990992028389942,0.9890750264816786,0.07337087280584068,0.13662337619783227,11,-0.17772624661710623,-0.20886846051338043,
B136,126,1.0,20,1.1317892060855885,1.0557972596668175,0.05116723537724321,1.4851681131196843,19,1.092339333580072,1.0245263688063393,0.10628650683510169,0.6380204486251596,12,-0.16706609670721584,,True
