panel,bps,selector,pick,IS_Sharpe,IS_CAGR,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,dial
BSTK100,10,S_SHARPE,EWall@g1.00,1.0401834501432206,0.17926285684159904,0.1611219583845689,1.0061832635929588,-0.3377512938599805,g
BSTK100,10,S_CAGR,TOP20@g1.00,1.0148729376640833,0.19822430469649288,0.1717700527467656,0.8904549118056303,-0.3519417960577216,g
BSTK100,10,EWALL_ref,EWall@g0.75,1.0388605326610394,0.13448453700049945,0.12155660613742114,1.0095999331099443,-0.2609327726929146,g
BSTK100,10,TOP20_ref,TOP20@g0.75,1.0130953078333733,0.1490304441683643,0.13046460605228716,0.8910729150865583,-0.27294930694382613,g
BSTK100,10,RULESv1,baseline,0.8837671937096808,0.10892662581655244,0.06545523820490917,0.5440056593573682,-0.2112535680441392,g
BSTK100,10,SPY,buy-and-hold,0.8986643995365173,0.14959762001990007,0.1545044425578177,0.8820239235972316,-0.3371595330739301,g
SMALL,0,S_SHARPE,TOP20@g1.00,0.5397385837239965,0.09475997803777636,0.11871081668788963,0.5899486810720534,-0.40527382098615083,g
SMALL,0,S_CAGR,TOP20@g1.00,0.5397385837239965,0.09475997803777636,0.11871081668788963,0.5899486810720534,-0.40527382098615083,g
SMALL,0,EWALL_ref,EWall@g0.75,0.5144957704523956,0.057306129135701545,0.046507467045281636,0.39486276949292853,-0.38621536487273866,g
SMALL,0,TOP20_ref,TOP20@g0.75,0.5382250903698914,0.07433627283404509,0.09331664899323333,0.5889205753173833,-0.3136917510583286,g
SMALL,0,RULESv1,baseline,0.9184989891474635,0.12848959428634,0.09792326013572539,0.7090195589449608,-0.29297971221590813,g
SMALL,0,SPY,buy-and-hold,0.8315578832896264,0.12023117374399339,0.15450717694493266,0.8820107671822842,-0.33717235283398284,g
SMALL,10,S_SHARPE,TOP20@g1.00,0.42475507745595054,0.06888931543997012,0.08636188725906946,0.4669556342065387,-0.4296201708455719,g
SMALL,10,S_CAGR,TOP20@g1.00,0.42475507745595054,0.06888931543997012,0.08636188725906946,0.4669556342065387,-0.4296201708455719,g
SMALL,10,EWALL_ref,EWall@g0.75,0.42105878487589055,0.045247157053363685,0.03139636424374004,0.29095981782086194,-0.39980691311185323,g
SMALL,10,TOP20_ref,TOP20@g0.75,0.42314714464226266,0.05523996598278136,0.06952666704630439,0.46573138739537995,-0.33479416717597366,g
SMALL,10,RULESv1,baseline,0.6853869446168335,0.09157102733113986,0.06352093691071903,0.49230650885687877,-0.3612439163986053,g
SMALL,10,SPY,buy-and-hold,0.8315578832896264,0.12023117374399339,0.15450717694493266,0.8820107671822842,-0.33717235283398284,g
U56,0,S_SHARPE,TOP20@g0.55,1.0731637525817885,0.08804066353032436,0.11477015943017843,1.2183461610198445,-0.1354872980250844,g
U56,0,S_CAGR,TOP20@g1.00,1.0726437778069744,0.1600544501559802,0.2109864753923163,1.218861069717608,-0.23868813822669688,g
U56,0,EWALL_ref,EWall@g0.75,1.0530336720591569,0.10174928028647812,0.12264409917161023,1.194763825348269,-0.15769540293383966,g
U56,0,TOP20_ref,TOP20@g0.75,1.0729399129541783,0.12009481730905458,0.1573376597525562,1.218588771085467,-0.1822003619415381,g
U56,0,RULESv1,baseline,0.7847264314088308,0.07260657232215895,0.10442384778230118,0.9780477105237235,-0.135943942404961,g
U56,0,SPY,buy-and-hold,0.8986374811215905,0.149587948062176,0.15450717694493266,0.8820107671822842,-0.33717235283398284,g
U56,10,S_SHARPE,TOP20@g0.85,0.9759426936018624,0.1222567564549959,0.1639938349316019,1.1309170331921883,-0.20602127401146664,g
U56,10,S_CAGR,TOP20@g1.00,0.9758599191176789,0.1434568375685661,0.19318469927152337,1.131166085677921,-0.23978888764278372,g
U56,10,EWALL_ref,EWall@g0.75,0.9696219470490614,0.09295248819931046,0.11329149227062874,1.111874408264675,-0.1587470484779454,g
U56,10,TOP20_ref,TOP20@g0.75,0.9759401521429143,0.10803155993739111,0.14453585654383216,1.1306969416161394,-0.1830834869787813,g
U56,10,RULESv1,baseline,0.5534299312214817,0.04925613582932131,0.07730300522922962,0.747063834691694,-0.13827796154480798,g
U56,10,SPY,buy-and-hold,0.8986374811215905,0.149587948062176,0.15450717694493266,0.8820107671822842,-0.33717235283398284,g
B136,0,S_SHARPE,EWall@band0.08,1.128575989569074,0.1223842222140592,0.11842475878984038,1.0902480625478292,-0.18683178618410157,band
B136,0,S_CAGR,TOP20@band0.00,1.1247401783290516,0.15213537478526207,0.14134119698337289,0.9861110497210084,-0.19983154054596786,band
B136,0,EWALL_ref,EWall@band0.00,1.1111006218848407,0.11765126852314145,0.1152808427800831,1.100499453025563,-0.173426895186108,band
B136,0,TOP20_ref,TOP20@band0.00,1.1247401783290516,0.15213537478526207,0.14134119698337289,0.9861110497210084,-0.19983154054596786,band
B136,0,RULESv1,baseline,0.9869967361854326,0.09900112963534413,0.09283844674412256,0.8568806821147589,-0.18353080750935924,band
B136,0,SPY,buy-and-hold,0.8986643995365173,0.14959762001990007,0.1545044425578177,0.8820239235972316,-0.3371595330739301,band
B136,10,S_SHARPE,EWall@band0.08,1.100913148298794,0.1190849816290025,0.11458985538748756,1.0582730734211432,-0.18826176644102088,band
B136,10,S_CAGR,TOP20@band0.00,1.0226042049000195,0.1364909901051221,0.12454335283909401,0.8836022780725372,-0.20052048331108296,band
B136,10,EWALL_ref,EWall@band0.00,1.0349765743906882,0.1087705617421808,0.10583657394304091,1.0185476662771331,-0.17687931105226462,band
B136,10,TOP20_ref,TOP20@band0.00,1.0226042049000195,0.1364909901051221,0.12454335283909401,0.8836022780725372,-0.20052048331108296,band
B136,10,RULESv1,baseline,0.714743531177852,0.06925295472432902,0.05941502665859644,0.5762505378038233,-0.2119126361153264,band
B136,10,SPY,buy-and-hold,0.8986643995365173,0.14959762001990007,0.1545044425578177,0.8820239235972316,-0.3371595330739301,band
BSTK100,0,S_SHARPE,EWall@band0.08,1.1059087039195425,0.14380343102243076,0.13127496995214893,1.0890891075304643,-0.23042541386691384,band
BSTK100,0,S_CAGR,TOP20@band0.00,1.1040841361789604,0.1645296405957979,0.1459228284017242,0.9818249098311408,-0.2706033625096158,band
BSTK100,0,EWALL_ref,EWall@band0.00,1.1058399718205227,0.14429772763156223,0.13132879645093487,1.082045875367407,-0.25809103219438734,band
BSTK100,0,TOP20_ref,TOP20@band0.00,1.1040841361789604,0.1645296405957979,0.1459228284017242,0.9818249098311408,-0.2706033625096158,band
BSTK100,0,RULESv1,baseline,1.0958492423633692,0.13890608780851021,0.09709412432343778,0.7645463153318292,-0.2079286541323384,band
BSTK100,0,SPY,buy-and-hold,0.8986643995365173,0.14959762001990007,0.1545044425578177,0.8820239235972316,-0.3371595330739301,band
BSTK100,10,S_SHARPE,EWall@band0.08,1.0781644636696253,0.13981237127378332,0.12712308127112282,1.0579637277489982,-0.23248982583129685,band
BSTK100,10,S_CAGR,TOP20@band0.00,1.0130953078333733,0.1490304441683643,0.13046460605228716,0.8910729150865583,-0.27294930694382613,band
BSTK100,10,EWALL_ref,EWall@band0.00,1.0388605326610394,0.13448453700049945,0.12155660613742114,1.0095999331099443,-0.2609327726929146,band
BSTK100,10,TOP20_ref,TOP20@band0.00,1.0130953078333733,0.1490304441683643,0.13046460605228716,0.8910729150865583,-0.27294930694382613,band
BSTK100,10,RULESv1,baseline,0.8837671937096808,0.10892662581655244,0.06545523820490917,0.5440056593573682,-0.2112535680441392,band
BSTK100,10,SPY,buy-and-hold,0.8986643995365173,0.14959762001990007,0.1545044425578177,0.8820239235972316,-0.3371595330739301,band
SMALL,0,S_SHARPE,EWall@band0.08,0.6456324941931691,0.07505140164364055,0.05377442155327827,0.43171660252134797,-0.4018730478596587,band
SMALL,0,S_CAGR,TOP20@band0.02,0.547937360514836,0.07598852559976721,0.09451329579095291,0.5974493632602902,-0.30359908849511374,band
SMALL,0,EWALL_ref,EWall@band0.00,0.5144957704523956,0.057306129135701545,0.046507467045281636,0.39486276949292853,-0.38621536487273866,band
SMALL,0,TOP20_ref,TOP20@band0.00,0.5382250903698914,0.07433627283404509,0.09331664899323333,0.5889205753173833,-0.3136917510583286,band
SMALL,0,RULESv1,baseline,0.9184989891474635,0.12848959428634,0.09792326013572539,0.7090195589449608,-0.29297971221590813,band
SMALL,0,SPY,buy-and-hold,0.8315578832896264,0.12023117374399339,0.15450717694493266,0.8820107671822842,-0.33717235283398284,band
SMALL,10,S_SHARPE,EWall@band0.08,0.5968601975577515,0.06859478786771778,0.04414239761500349,0.3688558003595914,-0.4097643393821251,band
SMALL,10,S_CAGR,EWall@band0.08,0.5968601975577515,0.06859478786771778,0.04414239761500349,0.3688558003595914,-0.4097643393821251,band
SMALL,10,EWALL_ref,EWall@band0.00,0.42105878487589055,0.045247157053363685,0.03139636424374004,0.29095981782086194,-0.39980691311185323,band
SMALL,10,TOP20_ref,TOP20@band0.00,0.42314714464226266,0.05523996598278136,0.06952666704630439,0.46573138739537995,-0.33479416717597366,band
SMALL,10,RULESv1,baseline,0.6853869446168335,0.09157102733113986,0.06352093691071903,0.49230650885687877,-0.3612439163986053,band
SMALL,10,SPY,buy-and-hold,0.8315578832896264,0.12023117374399339,0.15450717694493266,0.8820107671822842,-0.33717235283398284,band
U56,0,S_SHARPE,EWall@band0.08,1.123306942462898,0.11338315361819018,0.13099865998696614,1.1903373616018702,-0.17117432237279973,band
U56,0,S_CAGR,TOP20@band0.08,1.0946524465394665,0.12466273078016044,0.1632423360779538,1.2445192123637434,-0.18504668946017266,band
U56,0,EWALL_ref,EWall@band0.00,1.0530336720591569,0.10174928028647812,0.12264409917161023,1.194763825348269,-0.15769540293383966,band
U56,0,TOP20_ref,TOP20@band0.00,1.0729399129541783,0.12009481730905458,0.1573376597525562,1.218588771085467,-0.1822003619415381,band
U56,0,RULESv1,baseline,0.7847264314088308,0.07260657232215895,0.10442384778230118,0.9780477105237235,-0.135943942404961,band
U56,0,SPY,buy-and-hold,0.8986374811215905,0.149587948062176,0.15450717694493266,0.8820107671822842,-0.33717235283398284,band
U56,10,S_SHARPE,EWall@band0.08,1.0938519225529344,0.11012507504384561,0.12701029836332545,1.1578955508019464,-0.17141347397910034,band
U56,10,S_CAGR,TOP20@band0.08,1.0170455345379064,0.11481778446635982,0.1522560221662863,1.170838937186168,-0.18586431837245676,band
U56,10,EWALL_ref,EWall@band0.00,0.9696219470490614,0.09295248819931046,0.11329149227062874,1.111874408264675,-0.1587470484779454,band
U56,10,TOP20_ref,TOP20@band0.00,0.9759401521429143,0.10803155993739111,0.14453585654383216,1.1306969416161394,-0.1830834869787813,band
U56,10,RULESv1,baseline,0.5534299312214817,0.04925613582932131,0.07730300522922962,0.747063834691694,-0.13827796154480798,band
U56,10,SPY,buy-and-hold,0.8986374811215905,0.149587948062176,0.15450717694493266,0.8820107671822842,-0.33717235283398284,band
