universe,cost_bps,f,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe,4b
u56,5,0.0,0.13203177389434506,1.1338223083204293,-0.18264199464160413,1.133091465836341,1.1407964019451136,1.2073898010004953,True
u56,5,0.25,0.11224848099347251,1.1265221494236806,-0.1595382727173058,1.1053827916180567,1.1495537067106898,1.22346827916845,True
u56,10,0.0,0.1265973583235207,1.092135905431323,-0.1830834869787813,1.0882791557222313,1.1015451872229007,1.167991233806965,True
u56,10,0.25,0.1076354461888771,1.0845122321300773,-0.15993950448552097,1.060545210110957,1.109846954841518,1.1836131431692762,True
u56,15,0.0,0.12118839450014418,1.0504053546526724,-0.18352483897250882,1.0434143729678866,1.0622556357917008,1.1285509365590851,True
u56,15,0.25,0.10304109327433819,1.0424597036335386,-0.16034062084847422,1.015656509462625,1.0701037893634753,1.143717894056015,False
u56,20,0.0,0.11580476617401714,1.008635134542075,-0.1839660506422257,0.9985027659527218,1.022931432575491,1.0890726484428221,True
u56,20,0.25,0.09846534839993937,1.0003689523533579,-0.16074162182053675,0.9707220938237536,1.0303278703407335,1.1037862443185604,False
u56,25,0.0,0.11044635761256427,0.9668297371038527,-0.1844071220073723,0.9535500018905777,0.9835762726543062,1.0495601201126592,False
u56,25,0.25,0.09390813800061037,0.9582443792896799,-0.16114250741608083,0.9257473856531842,0.9905228668592299,1.063821916866444,False
broad,5,0.0,0.13867340408211537,1.006604631890961,-0.20017606041496727,1.175240810970218,0.8602666571738,0.9413662050802422,True
broad,5,0.25,0.11748252814925064,1.0220610156586503,-0.17289276488495464,1.15719567312769,0.9028845693711272,0.9894692870221066,True
broad,10,0.0,0.13086243556020016,0.9569274633118441,-0.20052048331108274,1.124588659762104,0.8113021031479172,0.8919165372280256,False
broad,10,0.25,0.11108102362229788,0.9721849859897319,-0.17322257642737482,1.106354410019069,0.8537671750238209,0.9399024173586361,True
broad,15,0.0,0.12310384675407438,0.9072080358304989,-0.20086480924775674,1.0738830922875446,0.7623040781160063,0.8424291290067256,False
broad,15,0.25,0.10471538415675985,0.9222663839825737,-0.17355230185655424,1.0554597436187796,0.804615927272904,0.8902969839600091,False
broad,20,0.0,0.11539729441327018,0.8574532058645457,-0.20120903823842917,1.023131385786085,0.713279116872656,0.7929107017317029,False
broad,20,0.25,0.09838541330497108,0.8723119746480291,-0.17388194118351963,1.004518819527385,0.755437287438921,0.8406596199024204,False
broad,25,0.0,0.10774243748456414,0.807669841872597,-0.20155317029654185,0.9723408351073488,0.6642337622100398,0.7433679864583754,False
broad,25,0.25,0.0920909156708396,0.8223285351748815,-0.17421149441929862,0.9535388015045879,0.7062377245468132,0.7909969679648831,False
