unit,panel,metric,slope_per_unit_cover,first,last,span,monotone_up,monotone_dn
ABS,U56,Sharpe,-0.04404870205022096,1.0702293603461333,1.049926270123323,-0.020303090222810294,False,False
ABS,U56,OOS_Sharpe,-0.060602118041369855,1.1368874058692116,1.1135433736702671,-0.02334403219894443,False,False
ABS,U56,CAGR,-0.05556841115322646,0.12830429793169018,0.10389321301255805,-0.02441108491913213,False,False
ABS,U56,OOS_CAGR,-0.07299962380761063,0.1448989385090318,0.11338284791209818,-0.03151609059693361,False,False
ABS,U56,MaxDD,0.05544523474384975,-0.18308337041384348,-0.15874702988527356,0.024336340528569922,False,False
ABS,B136,Sharpe,0.1077966638089015,0.9432811287815455,1.025189402398882,0.08190827361733644,True,False
ABS,B136,OOS_Sharpe,0.18990653472145574,0.8831928250442618,1.0191781609455184,0.1359853359012566,True,False
ABS,B136,CAGR,-0.028858867315798745,0.12960151096856287,0.10692080458602837,-0.0226807063825345,False,True
ABS,B136,OOS_CAGR,-0.021669263828490735,0.12406358878621937,0.10587434436112875,-0.018189244425090623,False,False
ABS,B136,MaxDD,0.0348666847555192,-0.20052048331108296,-0.1768793110522645,0.023641172258818455,False,False
ABS,SMALL439,Sharpe,-0.11943592230707976,0.4487805758432059,0.3324018918608732,-0.1163786839823327,False,False
ABS,SMALL439,OOS_Sharpe,-0.21581926254183675,0.4639797473659347,0.2855008466625638,-0.1784789007033709,False,False
ABS,SMALL439,CAGR,-0.028311267314368973,0.06383616952103299,0.036013314655917616,-0.027822854865115376,False,True
ABS,SMALL439,OOS_CAGR,-0.044673043862949936,0.0691801164497956,0.030502807362597695,-0.03867730908719791,False,False
ABS,SMALL439,MaxDD,-0.09271535576718637,-0.33479416717597366,-0.402061008587586,-0.06726684141161232,False,False
REL,U56,Sharpe,0.05508302164809679,1.004520902853565,1.049926270123323,0.04540536726975786,True,False
REL,U56,OOS_Sharpe,0.07795626186073631,1.0452607242322265,1.1135433736702671,0.06828264943804063,False,False
REL,U56,CAGR,-0.06548193193770327,0.153314406190457,0.10389321301255805,-0.04942119317789895,False,True
REL,U56,OOS_CAGR,-0.07619936942258683,0.17000956357246588,0.11338284791209818,-0.0566267156603677,False,True
REL,U56,MaxDD,0.153812752156438,-0.26929899090883447,-0.15874702988527356,0.11055196102356091,True,False
REL,B136,Sharpe,0.20836527854590822,0.8662796854448298,1.025189402398882,0.1589097169540521,True,False
REL,B136,OOS_Sharpe,0.30170437552156393,0.7817069183844291,1.0191781609455184,0.2374712425610893,True,False
REL,B136,CAGR,-0.018096853776323595,0.12062803480907536,0.10692080458602837,-0.013707230223046984,False,True
REL,B136,OOS_CAGR,-0.00604960087679125,0.10937520841498904,0.10587434436112875,-0.0035008640538602975,False,False
REL,B136,MaxDD,0.14544805020830248,-0.2906511884100319,-0.1768793110522645,0.11377187735776739,True,False
REL,SMALL439,Sharpe,-0.14120283870488784,0.4280931295583566,0.3324018918608732,-0.09569123769748339,False,False
REL,SMALL439,OOS_Sharpe,-0.263832248133712,0.4670507864143514,0.2855008466625638,-0.18154993975178757,False,True
REL,SMALL439,CAGR,-0.031734829346666354,0.05839922681700971,0.036013314655917616,-0.022385912161092092,False,True
REL,SMALL439,OOS_CAGR,-0.05347620653118044,0.06827519076253519,0.030502807362597695,-0.03777238339993749,False,True
REL,SMALL439,MaxDD,0.01388674623452809,-0.40745775362611825,-0.402061008587586,0.005396745038532269,False,False
