panel,dial,value,stat,max_abs_resid,span,resid_over_span
B136,K,1.0,CAGR,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,K,1.0,MaxDD,7.287099897945737e-07,0.0025631703492796643,0.00028430025729634604
B136,K,1.0,OOS_Sharpe,0.00013963089000046391,0.2963257044809958,0.00047120748517251503
B136,K,1.0,M4B,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,K,2.0,Sharpe,0.00017727703140812956,0.20278691086030765,0.0008742035206120828
B136,K,2.0,CAGR,0.00020483495825740494,0.04498703264753012,0.0045532000268226356
B136,K,2.0,MaxDD,1.1102230246251565e-16,0.0012783502006052938,8.684811283320254e-14
B136,K,2.0,OOS_Sharpe,0.00012463346602420433,0.19930086313487572,0.0006253533680878208
B136,K,2.0,M4B,0.00020483495825740494,0.04498703264753012,0.0045532000268226356
B136,K,3.0,Sharpe,0.00016116599668236642,0.16129446418516913,0.0009992035219345457
B136,K,3.0,CAGR,0.00012956548287434977,0.03610259921858194,0.003588813151371734
B136,K,3.0,MaxDD,1.6653345369377348e-16,0.001204761096749607,1.382294416237987e-13
B136,K,3.0,OOS_Sharpe,0.0001332671543912145,0.15812759087108907,0.0008427824243516008
B136,K,3.0,M4B,0.00012956548287434977,0.03610259921858194,0.003588813151371734
B136,K,4.0,Sharpe,0.00016978497711472862,0.13918302728222198,0.001219868402276198
B136,K,4.0,CAGR,9.604368313331779e-05,0.03166922722562515,0.0030327131902859964
B136,K,4.0,MaxDD,1.6653345369377348e-16,2.220446049250313e-16,0.75
B136,K,4.0,OOS_Sharpe,0.00012503897150017984,0.1378618495815691,0.000906987479710242
B136,K,4.0,M4B,9.604368313331779e-05,0.03166922722562515,0.0030327131902859964
B136,K,6.0,Sharpe,0.0001646960470502723,0.10915327953584075,0.0015088511105723942
B136,K,6.0,CAGR,5.9658588011712865e-05,0.025511915978462696,0.0023384597245489904
B136,K,6.0,MaxDD,1.1102230246251565e-16,1.1102230246251565e-16,1.0
B136,K,6.0,OOS_Sharpe,0.0001380677982694145,0.10840182063948967,0.0012736667839609867
B136,K,6.0,M4B,5.9658588011712865e-05,0.025511915978462696,0.0023384597245489904
B136,K,8.0,Sharpe,0.00015337045822028106,0.0898923539902311,0.0017061568800050373
B136,K,8.0,CAGR,4.259645218163133e-05,0.0221138566133654,0.0019262335343119862
B136,K,8.0,MaxDD,1.1102230246251565e-16,0.0,
B136,K,8.0,OOS_Sharpe,0.00010586088346820066,0.08726916431495335,0.0012130388127259935
B136,K,8.0,M4B,4.259645218163133e-05,0.0221138566133654,0.0019262335343119862
B136,K,13.0,Sharpe,0.00014628162694274582,0.06896373628086871,0.0021211383667930116
B136,K,13.0,CAGR,2.1230180309750324e-05,0.016516918948639603,0.0012853595985889924
B136,K,13.0,MaxDD,1.882950456555399e-06,0.0043925049872040045,0.00042867349315270055
B136,K,13.0,OOS_Sharpe,0.00011846010850791178,0.0665509593485828,0.0017799909973864921
B136,K,13.0,M4B,2.1230180309750324e-05,0.016516918948639603,0.0012853595985889924
B136,N,3.0,Sharpe,0.00018120977059665755,0.32195796522086906,0.0005628367370018143
B136,N,3.0,CAGR,0.001311395858894282,0.11245212414426375,0.011661814917892567
B136,N,3.0,MaxDD,0.0017610178991950831,0.14317379050882129,0.012299862236912576
B136,N,3.0,OOS_Sharpe,0.0001319486818209814,0.31706744884387766,0.0004161533525503977
B136,N,3.0,M4B,0.001311395858894282,0.11245212414426375,0.011661814917892567
B136,N,5.0,Sharpe,0.00018839124372838079,0.3254176643363117,0.0005789213812735216
B136,N,5.0,CAGR,0.0010634368462538735,0.10247708248542287,0.010377313838976094
B136,N,5.0,MaxDD,6.961507452524218e-05,0.020513462712082764,0.0033936286380474305
B136,N,5.0,OOS_Sharpe,0.0001738966487362381,0.31250031054768235,0.0005564687229637308
B136,N,5.0,M4B,0.0010634368462538596,0.10247708248542285,0.01037731383897596
B136,N,8.0,Sharpe,0.00023444360085167482,0.32136296450777746,0.0007295289960085022
B136,N,8.0,CAGR,0.0007936668481675069,0.08778470816681794,0.009041060393563031
B136,N,8.0,MaxDD,5.759493204027244e-07,0.002265211569759784,0.00025425851081265725
B136,N,8.0,OOS_Sharpe,0.00020626104072662965,0.3078853422430229,0.0006699280947380138
B136,N,8.0,M4B,0.0007936668481675069,0.08778470816681794,0.009041060393563031
B136,N,10.0,Sharpe,0.00022618529696183387,0.32125874973980806,0.0007040595692569448
B136,N,10.0,CAGR,0.0007015923752090591,0.08214844532312893,0.008540543554407663
B136,N,10.0,MaxDD,8.000519901019132e-07,0.0027137004284265576,0.0002948195687781922
B136,N,10.0,OOS_Sharpe,0.00020524240535513272,0.3136490408668897,0.0006543696253234712
B136,N,10.0,M4B,0.0007015923752090591,0.08214844532312893,0.008540543554407663
B136,N,15.0,Sharpe,0.0001921543496501421,0.30647734785923286,0.0006269773312525529
B136,N,15.0,CAGR,0.0005220174429582114,0.07059115493219559,0.007394941242420825
B136,N,15.0,MaxDD,1.0448809617535915e-06,0.0030098598587815495,0.00034715269506819493
B136,N,15.0,OOS_Sharpe,0.0001669642961196205,0.3026518634187926,0.0005516711320841422
B136,N,15.0,M4B,0.0005220174429582114,0.07059115493219559,0.007394941242420825
B136,N,20.0,Sharpe,0.00015914558198504292,0.2978043748666154,0.0005343963870790118
B136,N,20.0,CAGR,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,N,20.0,MaxDD,7.287099897945737e-07,0.0025631703492796643,0.00028430025729634604
B136,N,20.0,OOS_Sharpe,0.00013963089000046391,0.2963257044809958,0.00047120748517251503
B136,N,20.0,M4B,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,N,25.0,Sharpe,0.00015202075804277015,0.28586128864408156,0.0005317990370918926
B136,N,25.0,CAGR,0.00035784969053620497,0.058143141566363576,0.006154632874932661
B136,N,25.0,MaxDD,6.508866076115893e-07,0.0024207838846868057,0.0002688743145263458
B136,N,25.0,OOS_Sharpe,0.00012523560287325264,0.2827515590107659,0.00044291746192806755
B136,N,25.0,M4B,0.00035784969053620497,0.058143141566363576,0.006154632874932661
B136,N,30.0,Sharpe,0.00015923520770788624,0.27812039056282956,0.0005725405727557174
B136,N,30.0,CAGR,0.0003132461529918862,0.05437377661369802,0.00576097840724516
B136,N,30.0,MaxDD,9.958786141850418e-07,0.0030810118838210387,0.00032323102011212095
B136,N,30.0,OOS_Sharpe,0.0001252507090143684,0.2726400833080439,0.0004593994672194008
B136,N,30.0,M4B,0.0003132461529918862,0.05437377661369802,0.00576097840724516
B136,N,40.0,Sharpe,0.00013301064465853774,0.2587207408704236,0.0005141089354144749
B136,N,40.0,CAGR,0.0002389818621429951,0.047435553232470395,0.005038032569617175
B136,N,40.0,MaxDD,9.226580707233367e-07,0.002942588660524992,0.00031355319318015855
B136,N,40.0,OOS_Sharpe,0.00012376503554134555,0.253256813698445,0.0004886938034714186
B136,N,40.0,M4B,0.0002389818621429951,0.047435553232470395,0.005038032569617175
B136,N,56.0,Sharpe,0.00010876804263004747,0.2340154507962795,0.0004647900053605209
B136,N,56.0,CAGR,0.0001632528111503717,0.0390170340942575,0.004184142002080039
B136,N,56.0,MaxDD,8.409507308293485e-07,0.002868192363737476,0.0002931988598329314
B136,N,56.0,OOS_Sharpe,8.752612239903979e-05,0.22913058305064293,0.000381992317366445
B136,N,56.0,M4B,0.0001632528111503717,0.0390170340942575,0.004184142002080039
B136,V,0.2,Sharpe,0.0001571873424442427,0.6865540427958581,0.00022895115700452038
B136,V,0.2,CAGR,0.0007833778772491362,0.08312254153397736,0.00942437349475077
B136,V,0.2,MaxDD,0.03268355777372922,0.09017661454795856,0.3624393967057518
B136,V,0.2,OOS_Sharpe,0.0005720355995478266,0.7232110054032307,0.0007909663919299522
B136,V,0.2,M4B,0.0007833778772491362,0.08312254153397736,0.00942437349475077
B136,V,0.3,Sharpe,0.00023044763232593635,0.4686204497327928,0.0004917575245752452
B136,V,0.3,CAGR,0.0006286332297540387,0.07555017369651473,0.008320738378170515
B136,V,0.3,MaxDD,0.0034201095576756324,0.05513728199679113,0.062028983544649065
B136,V,0.3,OOS_Sharpe,0.00018704230822674806,0.4852214467293763,0.00038547823779740636
B136,V,0.3,M4B,0.0006286332297540387,0.07555017369651473,0.008320738378170515
B136,V,0.4,Sharpe,0.00016418788782024407,0.3615059047967133,0.0004541776099413157
B136,V,0.4,CAGR,0.0005021727042938684,0.06828004581236757,0.007354604091418313
B136,V,0.4,MaxDD,2.341209370038122e-06,0.005214420118005769,0.000448987484141095
B136,V,0.4,OOS_Sharpe,8.749654883666302e-05,0.3618322444624116,0.00024181523392604242
B136,V,0.4,M4B,0.0005021727042938684,0.06828004581236757,0.007354604091418313
B136,V,0.5,Sharpe,0.00014726522435326572,0.3175120568289397,0.00046380986543955143
B136,V,0.5,CAGR,0.0004509503244538582,0.06503111377714932,0.006934377996341706
B136,V,0.5,MaxDD,1.4893328977860776e-06,0.003669763480318,0.0004058389337007138
B136,V,0.5,OOS_Sharpe,0.00010711284763154083,0.31809496653780567,0.000336732293495158
B136,V,0.5,M4B,0.0004509503244538582,0.06503111377714932,0.006934377996341706
B136,V,0.6,Sharpe,0.00015914558198504292,0.2978043748666154,0.0005343963870790118
B136,V,0.6,CAGR,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,V,0.6,MaxDD,7.287099897945737e-07,0.0025631703492796643,0.00028430025729634604
B136,V,0.6,OOS_Sharpe,0.00013963089000046391,0.2963257044809958,0.00047120748517251503
B136,V,0.6,M4B,0.00043036023819154057,0.06401080829821404,0.006723243302702491
B136,V,0.8,Sharpe,0.00012909396198057532,0.2770560719936501,0.00046594886389472105
B136,V,0.8,CAGR,0.000407591694325804,0.06287387623120244,0.006482687544616954
B136,V,0.8,MaxDD,0.0009075117960687384,0.00344118731651355,0.26372054543900475
B136,V,0.8,OOS_Sharpe,0.00010267610276082362,0.27290150042133177,0.0003762386890592478
B136,V,0.8,M4B,0.000407591694325804,0.06287387623120244,0.006482687544616954
B136,V,1.0,Sharpe,0.00010579849743519443,0.2695727498167195,0.0003924673302740207
B136,V,1.0,CAGR,0.0004024914508675703,0.06244654809960437,0.006445375494984651
B136,V,1.0,MaxDD,4.761156365551411e-06,0.006030424281578406,0.0007895226178522258
B136,V,1.0,OOS_Sharpe,7.824563244229754e-05,0.2612200578595719,0.00029953914367617684
B136,V,1.0,M4B,0.0004024914508675703,0.06244654809960437,0.006445375494984651
B136,V,5.0,Sharpe,0.00010396268140333564,0.26386483095929314,0.00039399976505157723
B136,V,5.0,CAGR,0.00039917175447834463,0.062217564969832884,0.006415740549664537
B136,V,5.0,MaxDD,1.7366090980242e-06,0.0037207797798747277,0.00046673256703267415
B136,V,5.0,OOS_Sharpe,8.355898205480994e-05,0.2534536557401279,0.00032968150256425954
B136,V,5.0,M4B,0.00039917175447834463,0.062217564969832884,0.006415740549664537
SMALL439,G,0.0,Sharpe,4.051407371741256e-05,0.3612559904087051,0.0001121478253456148
SMALL439,G,0.0,CAGR,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,G,0.0,MaxDD,0.012273203580440206,0.15623783404684188,0.07855461934246068
SMALL439,G,0.0,OOS_Sharpe,4.15003993115004e-05,0.3711901631311873,0.00011180360751325512
SMALL439,G,0.0,M4B,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,G,0.01,Sharpe,3.857027077930342e-05,0.36142958627733857,0.00010671586456596
SMALL439,G,0.01,CAGR,0.0008529007896617147,0.08630628250243944,0.00988225613399126
SMALL439,G,0.01,MaxDD,0.012671085455185305,0.15896752055675933,0.07970864369530815
SMALL439,G,0.01,OOS_Sharpe,3.9930136471577615e-05,0.371054054465635,0.00010761272108744934
SMALL439,G,0.01,M4B,0.0008529007896617147,0.08630628250243944,0.00988225613399126
SMALL439,G,0.02,Sharpe,3.766861123571941e-05,0.3607572728439467,0.00010441538971277725
SMALL439,G,0.02,CAGR,0.0008519300737118707,0.08630485463691007,0.009871172106088283
SMALL439,G,0.02,MaxDD,0.01433920390566179,0.15121985648847613,0.09482355187101056
SMALL439,G,0.02,OOS_Sharpe,3.9439588430500994e-05,0.37033804759594596,0.00010649618284300944
SMALL439,G,0.02,M4B,0.0008519300737118707,0.08630485463691007,0.009871172106088283
SMALL439,G,0.03,Sharpe,3.5988132313979904e-05,0.3604440352625814,9.984388363581258e-05
SMALL439,G,0.03,CAGR,0.0008515846927723558,0.08627076728947491,0.009871068955662919
SMALL439,G,0.03,MaxDD,0.01697676943707982,0.14767900939702394,0.1149572272078224
SMALL439,G,0.03,OOS_Sharpe,3.8229201187234274e-05,0.36992738688816307,0.00010334244649691691
SMALL439,G,0.03,M4B,0.0008515846927723558,0.08627076728947491,0.009871068955662919
SMALL439,G,0.05,Sharpe,3.527733021985169e-05,0.3590575424767011,9.824979577511814e-05
SMALL439,G,0.05,CAGR,0.0008482363207564791,0.08606911804324158,0.009855292351553094
SMALL439,G,0.05,MaxDD,0.019861477723304544,0.12916843012608747,0.15376417986900365
SMALL439,G,0.05,OOS_Sharpe,3.509188780026484e-05,0.3682421714233031,9.529567910331998e-05
SMALL439,G,0.05,M4B,0.0008482363207564791,0.08606911804324158,0.009855292351553094
SMALL439,G,0.08,Sharpe,3.0490669931770853e-05,0.3580609676756096,8.51549671266998e-05
SMALL439,G,0.08,CAGR,0.00084277814621736,0.08570787607258423,0.00983314702027651
SMALL439,G,0.08,MaxDD,0.012185464520886369,0.15246925780837128,0.07992079646771474
SMALL439,G,0.08,OOS_Sharpe,2.769539048508296e-05,0.3669732925928543,7.546977135420629e-05
SMALL439,G,0.08,M4B,0.00084277814621736,0.08570787607258423,0.00983314702027651
SMALL439,G,0.12,Sharpe,2.0637751187324582e-05,0.3554696948598217,5.80576951727573e-05
SMALL439,G,0.12,CAGR,0.0008400636512589932,0.08550053096976407,0.009825244846211173
SMALL439,G,0.12,MaxDD,0.018697212355723747,0.11177574432171822,0.16727432654716706
SMALL439,G,0.12,OOS_Sharpe,2.350138618389952e-05,0.36279825147574263,6.47781131477445e-05
SMALL439,G,0.12,M4B,0.0008400636512589932,0.08550053096976407,0.009825244846211173
SMALL439,K,1.0,Sharpe,4.051407371741256e-05,0.3612559904087051,0.0001121478253456148
SMALL439,K,1.0,CAGR,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,K,1.0,MaxDD,0.012273203580440206,0.15623783404684188,0.07855461934246068
SMALL439,K,1.0,OOS_Sharpe,4.15003993115004e-05,0.3711901631311873,0.00011180360751325512
SMALL439,K,1.0,M4B,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,K,2.0,Sharpe,8.432755548332116e-05,0.25127943361789684,0.00033559274736169695
SMALL439,K,2.0,CAGR,0.00043083867364668293,0.06227864624024093,0.006917919698907961
SMALL439,K,2.0,MaxDD,0.0005105677625641403,0.048389020760739476,0.010551314214202707
SMALL439,K,2.0,OOS_Sharpe,0.0001173255379569027,0.25228266440106356,0.00046505588576782164
SMALL439,K,2.0,M4B,0.00043083867364668293,0.06227864624024093,0.006917919698907961
SMALL439,K,3.0,Sharpe,5.794843918655035e-05,0.208495606024105,0.00027793602125049437
SMALL439,K,3.0,CAGR,0.00028451340897484023,0.05121934804769834,0.005554803405734203
SMALL439,K,3.0,MaxDD,0.0076163152358085795,0.09074950593171494,0.08392679560745517
SMALL439,K,3.0,OOS_Sharpe,4.390644439833391e-05,0.21217702024976182,0.00020693308043750417
SMALL439,K,3.0,M4B,0.00028451340897484023,0.05121934804769834,0.005554803405734203
SMALL439,K,4.0,Sharpe,7.665144871843443e-05,0.1746250157147023,0.0004389488436391355
SMALL439,K,4.0,CAGR,0.00020390246327972594,0.043479971259624106,0.004689572172488338
SMALL439,K,4.0,MaxDD,0.006710558993363869,0.03622956466581795,0.1852232853268364
SMALL439,K,4.0,OOS_Sharpe,7.665009162988179e-05,0.1764713005794896,0.0004343487659363375
SMALL439,K,4.0,M4B,0.00020390246327972594,0.043479971259624106,0.004689572172488338
SMALL439,K,6.0,Sharpe,0.00012860435466788278,0.13611782598754685,0.0009448017093635373
SMALL439,K,6.0,CAGR,0.00012361628506518674,0.035348049422194494,0.0034971175803429192
SMALL439,K,6.0,MaxDD,0.00013603768834302699,0.025015002240983186,0.005438244099780667
SMALL439,K,6.0,OOS_Sharpe,0.00012745867260194332,0.13630929012839438,0.0009350695941698885
SMALL439,K,6.0,M4B,0.00012361628506518674,0.035348049422194494,0.0034971175803429192
SMALL439,K,8.0,Sharpe,0.0001025088733187518,0.11065165737376725,0.0009264106453687344
SMALL439,K,8.0,CAGR,7.887596124744878e-05,0.02868398609654954,0.0027498256686485055
SMALL439,K,8.0,MaxDD,9.160777219463512e-05,0.020015642492774877,0.004576808974665846
SMALL439,K,8.0,OOS_Sharpe,8.953524030747007e-05,0.11218818253725704,0.0007980808520339113
SMALL439,K,8.0,M4B,7.887596124744878e-05,0.02868398609654954,0.0027498256686485055
SMALL439,K,13.0,Sharpe,4.041575113139517e-05,0.07369423157793625,0.0005484248938623234
SMALL439,K,13.0,CAGR,3.1679790141181385e-05,0.018865635636411415,0.001679232587320734
SMALL439,K,13.0,MaxDD,3.084436003808477e-05,0.011631184029017194,0.002651867596724032
SMALL439,K,13.0,OOS_Sharpe,4.108925503962246e-05,0.07333004880681898,0.0005603331200265281
SMALL439,K,13.0,M4B,3.1679790141181385e-05,0.018865635636411415,0.001679232587320734
SMALL439,N,3.0,Sharpe,2.555653753497436e-05,0.354779172192613,7.203505599561935e-05
SMALL439,N,3.0,CAGR,0.002389336248570628,0.13703890249492945,0.01743545960358983
SMALL439,N,3.0,MaxDD,0.005748946020361911,0.1788790330115818,0.03213873601379367
SMALL439,N,3.0,OOS_Sharpe,2.2840551282821142e-05,0.34969274597391303,6.531605686932104e-05
SMALL439,N,3.0,M4B,0.002389336248570628,0.13703890249492945,0.01743545960358983
SMALL439,N,5.0,Sharpe,3.486425837359586e-05,0.3645670479267049,9.563195185047337e-05
SMALL439,N,5.0,CAGR,0.0018171350241681372,0.12395238450830504,0.014659944069461495
SMALL439,N,5.0,MaxDD,0.01712251028056655,0.20471531780728713,0.08364059154911489
SMALL439,N,5.0,OOS_Sharpe,3.639131316485189e-05,0.3652975578816434,9.962101410117472e-05
SMALL439,N,5.0,M4B,0.0018171350241681372,0.12395238450830504,0.014659944069461495
SMALL439,N,8.0,Sharpe,3.135409259380495e-05,0.37218003307255976,8.424442422383308e-05
SMALL439,N,8.0,CAGR,0.0013804044931390314,0.10862407748610692,0.012708089450201184
SMALL439,N,8.0,MaxDD,0.00670216778341981,0.16355269506441628,0.040978644716188374
SMALL439,N,8.0,OOS_Sharpe,3.6236453613891495e-05,0.3721063032263615,9.738199353169236e-05
SMALL439,N,8.0,M4B,0.0013804044931390314,0.10862407748610692,0.012708089450201184
SMALL439,N,10.0,Sharpe,3.3792433190460436e-05,0.3686308173788614,9.16701252237687e-05
SMALL439,N,10.0,CAGR,0.0012281102811126932,0.10411636468811736,0.011795554760210098
SMALL439,N,10.0,MaxDD,0.03105319043978605,0.08873838368223663,0.3499409066428847
SMALL439,N,10.0,OOS_Sharpe,2.910510089493279e-05,0.3676763398242712,7.915956982394734e-05
SMALL439,N,10.0,M4B,0.0012281102811126932,0.10411636468811736,0.011795554760210098
SMALL439,N,15.0,Sharpe,3.966653462161851e-05,0.3676397275485382,0.00010789512571483852
SMALL439,N,15.0,CAGR,0.0009995799375489556,0.09391753269943215,0.010643166497441422
SMALL439,N,15.0,MaxDD,0.017195272733720568,0.15247997791180856,0.11277069271131439
SMALL439,N,15.0,OOS_Sharpe,3.2990905283303285e-05,0.3773603682224175,8.742546399005614e-05
SMALL439,N,15.0,M4B,0.0009995799375489556,0.09391753269943215,0.010643166497441422
SMALL439,N,20.0,Sharpe,4.051407371741256e-05,0.3612559904087051,0.0001121478253456148
SMALL439,N,20.0,CAGR,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,N,20.0,MaxDD,0.012273203580440206,0.15623783404684188,0.07855461934246068
SMALL439,N,20.0,OOS_Sharpe,4.15003993115004e-05,0.3711901631311873,0.00011180360751325512
SMALL439,N,20.0,M4B,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,N,25.0,Sharpe,3.1569757087623884e-05,0.35518188331275824,8.888335405278788e-05
SMALL439,N,25.0,CAGR,0.0007560460948838887,0.08084030861685099,0.009352340531840728
SMALL439,N,25.0,MaxDD,0.02430181556869454,0.11126865937538644,0.2184066538153178
SMALL439,N,25.0,OOS_Sharpe,4.6303393099134116e-05,0.3611805145234438,0.00012820014158357543
SMALL439,N,25.0,M4B,0.0007560460948838887,0.08084030861685099,0.009352340531840728
SMALL439,N,30.0,Sharpe,2.095601297158467e-05,0.3556859703806249,5.891717615164671e-05
SMALL439,N,30.0,CAGR,0.0007043918833690155,0.07786881790717293,0.009045878726561868
SMALL439,N,30.0,MaxDD,0.024878634696893276,0.11308681857903735,0.21999588466188377
SMALL439,N,30.0,OOS_Sharpe,5.2811501287108875e-05,0.3615981995071753,0.00014605023299088887
SMALL439,N,30.0,M4B,0.0007043918833690155,0.07786881790717293,0.009045878726561868
SMALL439,N,40.0,Sharpe,2.1414377305795096e-05,0.3459001409241085,6.190913148686307e-05
SMALL439,N,40.0,CAGR,0.0006001030917013317,0.07185181805431995,0.00835195417390349
SMALL439,N,40.0,MaxDD,0.019618352530486105,0.12841682849669356,0.15277088493889437
SMALL439,N,40.0,OOS_Sharpe,3.9230882927621114e-05,0.3510279033503808,0.00011176001267472618
SMALL439,N,40.0,M4B,0.0006001030917013317,0.07185181805431995,0.00835195417390349
SMALL439,N,56.0,Sharpe,2.7218983688681586e-05,0.32802085256227753,8.297943096015163e-05
SMALL439,N,56.0,CAGR,0.00047857068384449253,0.06407741288461799,0.007468633053369967
SMALL439,N,56.0,MaxDD,0.007795127353485198,0.06933160996005039,0.11243251610595562
SMALL439,N,56.0,OOS_Sharpe,2.462810379905145e-05,0.33726930867489235,7.302207217079299e-05
SMALL439,N,56.0,M4B,0.00047857068384449253,0.06407741288461799,0.007468633053369967
SMALL439,V,0.2,Sharpe,0.0014414757466257588,0.8022885350315124,0.001796704905634904
SMALL439,V,0.2,CAGR,0.0007105693382045697,0.07629180152318216,0.009313836139898399
SMALL439,V,0.2,MaxDD,0.051671478814927285,0.31688462420979435,0.16306085832904924
SMALL439,V,0.2,OOS_Sharpe,0.0021114687459395654,0.761930906601429,0.0027712076352929575
SMALL439,V,0.2,M4B,0.0007105693382045697,0.07629180152318216,0.009313836139898399
SMALL439,V,0.3,Sharpe,0.000694752058116116,0.6535238821340567,0.0010630859515759858
SMALL439,V,0.3,CAGR,0.0013139231167833554,0.10518160018547151,0.012491948349012136
SMALL439,V,0.3,MaxDD,0.016014418448585754,0.24726280400629974,0.06476679140214611
SMALL439,V,0.3,OOS_Sharpe,0.0008275872401915171,0.6751582245793415,0.0012257678423559853
SMALL439,V,0.3,M4B,0.0013139231167833554,0.10518160018547151,0.012491948349012136
SMALL439,V,0.4,Sharpe,0.00017701432429925723,0.4977282600860027,0.0003556445122659317
SMALL439,V,0.4,CAGR,0.00112379198817536,0.0974185380630661,0.011535709840439688
SMALL439,V,0.4,MaxDD,0.035809587232854545,0.16989733343588886,0.2107719203631137
SMALL439,V,0.4,OOS_Sharpe,0.000292933830472214,0.5153654048995682,0.0005684002606447739
SMALL439,V,0.4,M4B,0.00112379198817536,0.0974185380630661,0.011535709840439688
SMALL439,V,0.5,Sharpe,9.371658938522875e-05,0.42013009078451624,0.0002230656442870591
SMALL439,V,0.5,CAGR,0.000994224725335946,0.09316266713837051,0.010671922089341502
SMALL439,V,0.5,MaxDD,0.007503727980984476,0.0892975531718565,0.0840306113040216
SMALL439,V,0.5,OOS_Sharpe,0.00011644297678758964,0.43456004819400496,0.00026795601038686565
SMALL439,V,0.5,M4B,0.000994224725335946,0.09316266713837051,0.010671922089341502
SMALL439,V,0.6,Sharpe,4.051407371741256e-05,0.3612559904087051,0.0001121478253456148
SMALL439,V,0.6,CAGR,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,V,0.6,MaxDD,0.012273203580440206,0.15623783404684188,0.07855461934246068
SMALL439,V,0.6,OOS_Sharpe,4.15003993115004e-05,0.3711901631311873,0.00011180360751325512
SMALL439,V,0.6,M4B,0.0008532537335219637,0.08630831984291154,0.009886112197236115
SMALL439,V,0.8,Sharpe,7.486073650053715e-05,0.30394301572693344,0.00024629859094309
