panel,anchor,ladder,chooser,k,L,L_eff,pick,O_PICK,O_REACH,O_MARGIN,O_LEVEL,O_GAPRATIO,B_PPICK,B_PMAX,B_MODALRUNG,B_MODALMATCH,B_Q95,B_Q05,B_NULLMED,B_RECRANGE,B_SD,B_PCTRANK,B_BOOT95,B_GAPEXCEEDS,B_RESOLVED
U56,A,N,CH_ISDD,9,252,252,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.985,0.985,8.0,1.0,-0.09854931827761515,-0.15784727711316254,-0.12581409077906586,0.0592979588355474,0.018495323500548503,0.477,0.030288301833491182,0.0,1.0
U56,A,N,CH_ISDD,9,378,378,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.994,0.994,8.0,1.0,-0.09854931827761493,-0.1464028529084989,-0.1258140907790659,0.04785353463088397,0.016052395067868527,0.493,0.026804295958073397,0.0,1.0
U56,A,N,CH_ISDD,9,504,504,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.987,0.987,8.0,1.0,-0.09854931827761504,-0.13841773528252446,-0.12581409077906602,0.03986841700490942,0.014897279747175063,0.515,0.02382486582678715,0.0,1.0
U56,A,N,CH_ISDD,9,756,756,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.98,0.98,8.0,1.0,-0.0952414122472299,-0.12581409077906713,-0.12581409077906602,0.030572678531837226,0.013003275366432586,0.564,0.018015566459385523,0.0,1.0
U56,A,N,CH_ISDD,9,1008,1008,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,0.996,0.996,8.0,1.0,-0.10160503097855011,-0.1258140907790669,-0.12581409077906613,0.024209059800516797,0.00942194024797716,0.599,0.01599845974653233,0.0,1.0
U56,A,N,CH_ISDD,9,T,2007,40,8.0,0.0,0.013708388792491255,-0.12581409077906602,0.11759921031908638,1.0,1.0,8.0,1.0,-0.12581409077906602,-0.12581409077906602,-0.12581409077906602,0.0,5.55389276409176e-17,1.0,0.013708388792491255,0.0,1.0
U56,A,H,CH_ISSHARPE,4,1,1,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.359,0.359,3.0,1.0,1.6916458372541452,0.4745608669685543,1.140219052936395,1.2170849702855908,0.37108197734100157,0.489,0.16417126201459128,0.0,0.0
U56,A,H,CH_ISSHARPE,4,2,2,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.363,0.363,3.0,1.0,1.7144447340092586,0.5377190439122481,1.148634051689154,1.1767256900970104,0.3648098531564918,0.474,0.16299416560419083,0.0,0.0
U56,A,H,CH_ISSHARPE,4,5,5,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.353,0.353,3.0,1.0,1.7038403399467847,0.5604844561663415,1.145458138008601,1.1433558837804432,0.3458821314369156,0.483,0.16668958559515798,0.0,0.0
U56,A,H,CH_ISSHARPE,4,10,10,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.361,0.361,3.0,1.0,1.6982210007059753,0.5802366194696694,1.1601478427953416,1.117984381236306,0.33909565139490844,0.467,0.1734627676848846,0.0,0.0
U56,A,H,CH_ISSHARPE,4,16,16,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.361,0.361,3.0,1.0,1.7493865471183738,0.5852772725085883,1.13656659073665,1.1641092746097854,0.3427947941235062,0.493,0.16593569878166728,0.0,0.0
U56,A,H,CH_ISSHARPE,4,21,21,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.385,0.385,3.0,1.0,1.6747334770992817,0.6012891711446057,1.1274262760801304,1.073444305954676,0.3316264845195206,0.504,0.1626102216566509,0.0,0.0
U56,A,H,CH_ISSHARPE,4,26,26,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.359,0.359,3.0,1.0,1.6772563712185378,0.5892090702237678,1.1127319916101506,1.08804730099477,0.33567299338424855,0.522,0.14802328876114093,0.0,0.0
U56,A,H,CH_ISSHARPE,4,32,32,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.361,0.361,3.0,1.0,1.6758580680594994,0.6514025775519285,1.1445277109240697,1.0244554905075707,0.31602597191878196,0.486,0.1440858772314284,0.0,0.0
U56,A,H,CH_ISSHARPE,4,42,42,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.399,0.399,3.0,1.0,1.7025591306684855,0.6562861490570538,1.1444698415392813,1.0462729816114318,0.31284861442475476,0.482,0.14789345803816095,0.0,0.0
U56,A,H,CH_ISSHARPE,4,52,52,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.43,0.43,3.0,1.0,1.6868564179510694,0.6341663709047644,1.1316266501247616,1.0526900470463052,0.31132745666362155,0.5,0.15035352841309405,0.0,0.0
U56,A,H,CH_ISSHARPE,4,63,63,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.42,0.42,3.0,1.0,1.67696163453687,0.6487010388870416,1.145202654646499,1.0282605956498285,0.3053411357161192,0.473,0.15237619114749543,0.0,0.0
U56,A,H,CH_ISSHARPE,4,79,79,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.391,0.391,3.0,1.0,1.6547635905120952,0.6535402608502235,1.1516076841345837,1.0012233296618718,0.310794535909767,0.478,0.16155242630715586,0.0,0.0
U56,A,H,CH_ISSHARPE,4,100,100,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.496,0.496,3.0,1.0,1.6573798763036522,0.6665459338097391,1.1703984248579138,0.9908339424939132,0.30419387602728143,0.447,0.16061339921388515,0.0,0.0
U56,A,H,CH_ISSHARPE,4,126,126,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.472,0.472,3.0,1.0,1.6928731287899468,0.6922216988783556,1.162794665848685,1.0006514299115912,0.30294440527546157,0.448,0.15919323581455058,0.0,0.0
U56,A,H,CH_ISSHARPE,4,160,160,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.479,0.479,3.0,1.0,1.6491809976028835,0.7024400361216963,1.1667130976260303,0.9467409614811872,0.28206476597847385,0.45,0.1621402577135471,0.0,0.0
U56,A,H,CH_ISSHARPE,4,200,200,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.517,0.517,3.0,1.0,1.596963573429496,0.6798967862381256,1.1495993778895568,0.9170667871913705,0.2806176417724954,0.479,0.16210187128143702,0.0,0.0
U56,A,H,CH_ISSHARPE,4,252,252,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.483,0.483,3.0,1.0,1.540938642045497,0.6884667183729829,1.1053098298003308,0.8524719236725141,0.25951857065745476,0.549,0.15070977043638467,0.0,0.0
U56,A,H,CH_ISSHARPE,4,378,378,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.479,0.479,3.0,1.0,1.5699712989924497,0.7244441118537218,1.1039243760333575,0.845527187138728,0.25819996656836125,0.544,0.15371354879916901,0.0,0.0
U56,A,H,CH_ISSHARPE,4,504,504,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.367,0.554,0.0,0.0,1.5420427913049901,0.7467613382245893,1.0897031072684367,0.7952814530804008,0.24195718628520219,0.57,0.1305593577310472,0.0,0.0
U56,A,H,CH_ISSHARPE,4,756,756,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.398,0.556,0.0,0.0,1.5030290407167026,0.8663511181388504,1.1422291985548094,0.6366779225778523,0.1968649802715171,0.479,0.11485722814992758,0.0,0.0
U56,A,H,CH_ISSHARPE,4,1008,1008,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,0.393,0.585,0.0,0.0,1.3634205875195125,1.017031837256303,1.162549673490371,0.3463887502632095,0.10612253009740269,0.381,0.09842717570908903,0.0,0.0
U56,A,H,CH_ISSHARPE,4,T,2007,252,3.0,0.0,0.009654153807072019,1.1315014434422046,0.4378617558223762,1.0,1.0,3.0,1.0,1.131501443442202,1.131501443442202,1.131501443442202,0.0,2.221557105636704e-16,1.0,0.009654153807069354,1.0,1.0
U56,A,H,CH_ISCAGR,4,1,1,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.473,0.473,3.0,1.0,0.2312664744903119,0.06707566857383483,0.14616540917882692,0.16419080591647706,0.049778363598535574,0.472,0.023360862630884688,0.0,0.0
U56,A,H,CH_ISCAGR,4,2,2,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.459,0.459,3.0,1.0,0.22930818198608222,0.057610553579873325,0.14541932482328557,0.1716976284062089,0.052071776246185565,0.478,0.024376412453948615,0.0,0.0
U56,A,H,CH_ISCAGR,4,5,5,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.445,0.445,3.0,1.0,0.22387623002980037,0.06555777716168407,0.13978163656429632,0.1583184528681163,0.04784046962913804,0.519,0.02335753067129541,0.0,0.0
U56,A,H,CH_ISCAGR,4,10,10,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.471,0.471,3.0,1.0,0.2177752196068659,0.06698990079310749,0.14000086944301704,0.1507853188137584,0.04746219820245374,0.512,0.02232114819922769,0.0,0.0
U56,A,H,CH_ISCAGR,4,16,16,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.448,0.448,3.0,1.0,0.2165715514961794,0.07102210865430707,0.14253737259622212,0.14554944284187232,0.04496957713266678,0.493,0.02158013924332796,0.0,0.0
U56,A,H,CH_ISCAGR,4,21,21,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.451,0.451,3.0,1.0,0.21330285195714052,0.07077099077567894,0.14461303677936,0.14253186118146155,0.043796024669763164,0.476,0.022176552601266875,0.0,0.0
U56,A,H,CH_ISCAGR,4,26,26,252,3.0,0.0,0.0026572077368389735,0.14177127967108416,0.24853088487223934,0.447,0.447,3.0,1.0,0.20642906996932436,0.06994113592805348,0.1416466394521504,0.13648793404127088,0.04111544707849362,0.502,0.019894785076667885,0.0,0.0
