panel,family,book,gross,convention,fit,x,cost_bps,CAGR,Sharpe,MaxDD,Calmar,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,IS_Calmar,beta,mean_eq_gross,turnover,max_name_w,pass4a,pass4b,L_H1,L_H2,L_OOS,L_DD,L_CAGR,max_name_w_held
U56,LIVE,rules_v2 (live),0.75,,,,0.0,0.08842859592114194,1.2301785415522146,-0.1202982109803481,0.7350782293477965,1.251416743282594,1.2146734192416844,0.09708168179295829,1.3084634507178121,-0.12029821098034799,1.1299629760136252,1.0073748239623563,0.31340624852771215,0.5205846589102606,1.7732585915909447,0.02073677306289915,False,False,True,True,True,True,False,
U56,LIVE,rules_v2 (live),0.75,,,,10.0,0.08650071953758953,1.2051536091601132,-0.12054950773958328,0.7175534861946716,1.2262110265004778,1.1897367036576658,0.0951245058604564,1.2839355379722956,-0.12054950773958317,1.104275220031679,0.9647922752805322,0.3134873576535573,0.5205846589102606,1.7732585915909447,0.02073677306289915,False,False,True,True,True,True,False,
U56,LIVE,rules_v2 (live),0.75,,,,25.0,0.08361508935052275,1.167577587507485,-0.1209263949626459,0.6914544122178736,1.188361366918254,1.1522949347156048,0.09219507341635946,1.2471042446353333,-0.12092639496264546,1.0657065780638444,0.8951271053113192,0.31360902134232477,0.5205846589102606,1.7732585915909447,0.02073677306289915,False,False,True,True,True,True,False,
U56,LIVE,rules_v2 (live),0.75,,,,50.0,0.07882215197225406,1.104859632753247,-0.12155438589978063,0.648451731204841,1.125181802143392,1.0898050923852554,0.08732952292477725,1.1856242391281901,-0.12155438589978085,1.0013401612079242,0.7785643953937192,0.3138117941569376,0.5205846589102606,1.7732585915909447,0.02073677306289915,False,False,True,True,True,True,False,
U56,SPY,SPY buy&hold,1.0,,,1.0,0.0,0.15230826012920673,0.8896695908092724,-0.33717256724185285,0.45172198134362596,0.9566187900099448,0.8353111897159258,0.15454794790057602,0.8831406547160487,-0.33717256724185274,0.8986391921544028,0.6780340720364829,1.0,1.0,0.0,1.0,False,False,False,False,False,False,True,
U56,CAND,CAND g=0.75,0.75,,,,0.0,0.13091115306515166,1.236081945622843,-0.17274816551070726,0.7578150116855368,1.2807509256361373,1.2090273914491203,0.14353853330986377,1.2803390722324455,-0.17274816551070737,1.180358816360604,1.2430758214498494,0.49933463219091545,0.7307389305908641,4.39457281063272,0.15,False,True,True,True,True,True,True,0.16905762295184193
U56,CAND,CAND g=0.75,0.75,,,,10.0,0.12594978357199493,1.1933695908106956,-0.17392304314971851,0.7241696171540267,1.2364672466858724,1.167296002072809,0.13852464950781207,1.2397071765466103,-0.17392304314971785,1.1346044674593434,1.1398035382729579,0.4996092481494921,0.7307389305908641,4.39457281063272,0.15,False,True,True,True,True,True,True,0.16905762295184193
U56,CAND,CAND g=0.75,0.75,,,,25.0,0.1185465394594245,1.1291912901285504,-0.1756836938565104,0.6747725805233089,1.169889847070909,1.104616438942883,0.13104300062203,1.178665567851114,-0.1756836938565105,1.065836403590113,1.0010733757351957,0.5000211720873567,0.7307389305908641,4.39457281063272,0.15,False,True,True,True,True,True,True,0.16905762295184193
U56,CAND,CAND g=0.75,0.75,,,,50.0,0.1063106078235736,1.0220208374642827,-0.17861367175230702,0.5951986025515456,1.0586218343412692,1.000008065087603,0.11867736655768168,1.0767540132346374,-0.17861367175230713,0.9509640652165173,0.8048439043976536,0.5007077119837982,0.7307389305908641,4.39457281063272,0.15,False,False,True,True,True,True,False,0.16905762295184193
U56,TWIN_MEAN_GROSS,TWIN[CAND g=0.75] MEAN_GROSS fit=FULL,0.75,MEAN_GROSS,FULL,0.7307389305908641,0.0,0.11625708931818557,0.9190572530471328,-0.25148706205418603,0.46227860935898374,0.9781549725455492,0.8720427013381807,0.11926441732470083,0.9191404986440705,-0.25148706205418603,0.9196374600651039,0.6784629017502494,0.7267209033807406,0.7309396802965791,0.34697096519004744,0.7307389305908641,False,False,True,True,True,False,True,
