panel,family,q,w,depth,cadence,g_eff,gate_Sharpe,static_Sharpe,dSharpe,gate_OOS,static_OOS,dOOS,gate_MaxDD,static_MaxDD,dMaxDD
U56,QEXP,0.07,0,0.25,D,0.75,1.0355275260381134,1.0461461916022803,-0.010618665564166907,1.0877681782544522,1.1066831562752688,-0.018914978020816653,-0.15874703883931918,-0.15874703883931918,0.0
U56,QEXP,0.07,0,0.5,D,0.75,1.0244926262073843,1.0461461916022803,-0.021653565394895935,1.0680595167171703,1.1066831562752688,-0.038623639558098555,-0.16073136280437472,-0.15874703883931918,-0.0019843239650555455
U56,QEXP,0.07,0,1.0,D,0.75,1.0012174703299561,1.0461461916022803,-0.04492872127232417,1.0263958294900615,1.1066831562752688,-0.08028732678520734,-0.18442157543796245,-0.15874703883931918,-0.02567453659864327
U56,QROLL,0.07,252,0.25,D,0.73,1.1156980703460588,1.0461319449802309,0.06956612536582796,1.218228094273825,1.1066807316691045,0.11154736260472053,-0.14371106825195357,-0.1546805981746605,0.010969529922706944
U56,QROLL,0.07,252,0.5,D,0.71,1.175130929605401,1.0461172431352772,0.1290136864701239,1.3222679249258034,1.1066777997984947,0.21559012512730868,-0.1287802940139664,-0.15060498759390206,0.02182469357993566
U56,QROLL,0.07,252,1.0,D,0.67,1.2333625458717437,1.0460864751078849,0.18727607076385877,1.4477796827419898,1.1066702452372035,0.3411094375047863,-0.11366823465090592,-0.14242626649490298,0.028758031843997056
U56,QROLL,0.07,504,0.25,D,0.73,1.0962521300037504,1.0461319449802309,0.05012018502351956,1.1711218010620525,1.1066807316691045,0.06444106939294802,-0.15128651339401944,-0.1546805981746605,0.0033940847806410712
U56,QROLL,0.07,504,0.5,D,0.71,1.1352617094552375,1.0461172431352772,0.08914446631996031,1.2232443270745497,1.1066777997984947,0.11656652727605499,-0.14394708222731745,-0.15060498759390206,0.0066579053665846155
U56,QROLL,0.07,504,1.0,D,0.67,1.1582030083058175,1.0460864751078849,0.11211653319793258,1.256914679446046,1.1066702452372035,0.15024443420884248,-0.129631228699029,-0.14242626649490298,0.012795037795873987
U56,QROLL,0.07,1008,0.25,D,0.74,1.0634609723545818,1.046139127547717,0.017321844806864828,1.128057722188749,1.1066820144297949,0.021375707758954032,-0.15613071822666402,-0.15671496489956704,0.0005842466729030216
U56,QROLL,0.07,1008,0.5,D,0.73,1.0715751430600144,1.0461319449802309,0.02544319807978357,1.138298456215864,1.1066807316691045,0.031617724546759485,-0.1537174818279491,-0.1546805981746605,0.0009631163467114234
U56,QROLL,0.07,1008,1.0,D,0.71,1.0536036006374985,1.0461172431352772,0.007486357502221264,1.115710973927085,1.1066777997984947,0.009033174128590282,-0.14949151998272503,-0.15060498759390206,0.0011134676111770325
U56,QROLL,0.07,2016,0.25,D,0.74,1.0629970737336019,1.046139127547717,0.016857946185884876,1.139722098691001,1.1066820144297949,0.03304008426120619,-0.15128651339401933,-0.15671496489956704,0.005428451505547716
U56,QROLL,0.07,2016,0.5,D,0.73,1.0729675202020135,1.0461319449802309,0.026835575221782593,1.1612613287279174,1.1066807316691045,0.05458059705881291,-0.14394708222731767,-0.1546805981746605,0.010733515947342842
U56,QROLL,0.07,2016,1.0,D,0.72,1.068394198712003,1.0461246428692295,0.02226955584277346,1.1560724083855765,1.1066793301779145,0.04939307820766192,-0.1296312286990292,-0.15264393897066386,0.02301271027163465
U56,QEXP,0.12,0,0.25,D,0.74,1.0666357097356467,1.046139127547717,0.020496582187929713,1.1457914777227054,1.1066820144297949,0.03910946329291054,-0.14687559309555664,-0.15671496489956704,0.0098393718040104
U56,QEXP,0.12,0,0.5,D,0.74,1.081460524486709,1.046139127547717,0.035321396938992056,1.1755556847654705,1.1066820144297949,0.0688736703356756,-0.13500414735179356,-0.15671496489956704,0.021710817547773487
U56,QEXP,0.12,0,1.0,D,0.73,1.0909237628264759,1.0461319449802309,0.044791817846244975,1.1959739645331344,1.1066807316691045,0.0892932328640299,-0.12141914072158377,-0.1546805981746605,0.03326145745307674
U56,QROLL,0.12,252,0.25,D,0.72,1.1153817369197725,1.0461246428692295,0.06925709405054303,1.2095700923403392,1.1066793301779145,0.10289076216242465,-0.14085977023683727,-0.15264393897066386,0.011784168733826594
U56,QROLL,0.12,252,0.5,D,0.69,1.1724688628209516,1.0461021061654892,0.1263667566554625,1.3034241083810125,1.1066743429138297,0.1967497654671828,-0.12297444923330092,-0.14652020954869804,0.023545760315397124
U56,QROLL,0.12,252,1.0,D,0.63,1.203854943559298,1.0460538789591698,0.15780106460012822,1.3880923360181199,1.106660530215887,0.2814318058022329,-0.1065777016380125,-0.13421089877810688,0.02763319714009438
U56,QROLL,0.12,504,0.25,D,0.72,1.0986563686367097,1.0461246428692295,0.05253172576748022,1.1677560342293527,1.1066793301779145,0.06107670405143817,-0.15128651339401955,-0.15264393897066386,0.001357425576644311
U56,QROLL,0.12,504,0.5,D,0.7,1.1385881509614535,1.0461097333081795,0.09247841765327403,1.214935440795143,1.1066761343388847,0.10825930645625825,-0.14394708222731745,-0.14856374435096287,0.004616662123645421
U56,QROLL,0.12,504,1.0,D,0.64,1.15077635666289,1.046062202540466,0.10471415412242391,1.2268501668856442,1.1066631230001178,0.12018704388552637,-0.12963122869902932,-0.1362681755569083,0.006636946857878967
U56,QROLL,0.12,1008,0.25,D,0.73,1.088714836048209,1.0461319449802309,0.04258289106797819,1.1659613011769763,1.1066807316691045,0.05928056950787175,-0.14371106825195368,-0.1546805981746605,0.010969529922706833
U56,QROLL,0.12,1008,0.5,D,0.71,1.1199328228598844,1.0461172431352772,0.07381557972460717,1.2123307319487024,1.1066777997984947,0.10565293215020777,-0.1287802940139663,-0.15060498759390206,0.021824693579935772
