panel,n,gross,R_loo,W_H2margin,W_DDmargin,predicted_DD_cost,predicted_M_ok,pred_FREE,pred_R329,M_H2margin,M_DDmargin,actual_M_ok,correct,correct_FREE,correct_R329
B136,10,0.5,-1.8200042721128802,-0.12824051356727073,0.05604868895792406,0.07046165524567352,False,True,True,0.10296666574044877,0.009616588938647391,True,False,True,True
B136,10,0.75,-1.8200042721128802,-0.12361933917363721,-0.012152209478238113,0.06792255439605369,False,False,False,0.11178460043813387,-0.07610199677823234,False,True,True,True
B136,10,1.0,-1.8200042721128802,-0.11917735827052744,-0.0771785307277226,0.06548191127714882,False,False,False,0.12035815135823802,-0.15561546122490674,False,True,True,True
B136,20,0.5,-1.8200042721128802,-0.03343549385677458,0.06589980249613805,0.018371107347983657,True,True,True,0.11957215590517756,0.022306804836385502,True,True,True,True
B136,20,0.75,-1.8200042721128802,-0.031516089723591545,0.0017752365332748543,0.017316492167902372,False,True,False,0.12446129357868041,-0.05875021542138412,False,True,False,True
B136,20,1.0,-1.8200042721128802,-0.02978834157504362,-0.0596888506482702,0.01636718222669979,False,False,False,0.12920064242142748,-0.13444868359594495,False,True,True,True
B136,40,0.5,-1.8200042721128802,0.04625550201047368,0.07236441933399065,0.0,True,True,True,0.21995762448680756,0.03939541241759806,True,True,True,True
B136,40,0.75,-1.8200042721128802,0.04623787250893119,0.011161990817756512,0.0,True,True,True,0.2218820490860065,-0.034975044032794916,False,False,False,False
B136,40,1.0,-1.8200042721128802,0.04601299531603953,-0.04825817349909253,0.0,False,False,False,0.22368540010881177,-0.10498414990546509,False,True,True,True
SMALL484,10,0.5,-3.744042569913688,-0.4271968999147622,-0.0163090371684802,0.11410043874704405,False,False,False,-0.40414598169691085,-0.030584008662851714,False,True,True,True
SMALL484,10,0.75,-3.744042569913688,-0.4244787346241073,-0.11171983829290333,0.11337444131515119,False,False,False,-0.40887892998281056,-0.13939829956562544,False,True,True,True
SMALL484,10,1.0,-3.744042569913688,-0.4218757352731286,-0.19860153800324454,0.11267920366697491,False,False,False,-0.41297110783851326,-0.2436298111076518,False,True,True,True
SMALL484,20,0.5,-3.744042569913688,-0.5326704434261802,-0.029124298073282207,0.14227147087124598,False,False,False,-0.5311788313854123,-0.04367153443449423,False,True,True,True
SMALL484,20,0.75,-3.744042569913688,-0.5314515730240494,-0.13249075547558442,0.1419459215807744,False,False,False,-0.5319555129522306,-0.15674847749511112,False,True,True,True
SMALL484,20,1.0,-3.744042569913688,-0.5303340580503921,-0.22731675914518168,0.14164744341104488,False,False,False,-0.531875912526581,-0.2626469399277973,False,True,True,True
SMALL484,40,0.5,-3.744042569913688,-0.46009359757708645,-0.022581474797930823,0.12288684997181884,False,False,False,-0.5426741998112632,-0.055145046488159766,False,True,True,True
SMALL484,40,0.75,-3.744042569913688,-0.46153077361715894,-0.12322254534391242,0.12327070672911677,False,False,False,-0.5424710678330652,-0.16894979309008695,False,True,True,True
SMALL484,40,1.0,-3.744042569913688,-0.4630468965157806,-0.2158259299005446,0.12367564948025025,False,False,False,-0.5412313447296357,-0.2730603951063243,False,True,True,True
U56,10,0.5,-1.8707208801422288,0.1235568633791615,0.08343066027727342,0.0,True,True,True,0.25831679020346454,0.041317393454727736,True,True,True,True
U56,10,0.75,-1.8707208801422288,0.12538246522930874,0.026921508142594197,0.0,True,True,True,0.2615297358722172,-0.02984765435347614,False,False,False,False
U56,10,1.0,-1.8707208801422288,0.12698763895017007,-0.027649312959193595,0.0,False,False,False,0.264650921208997,-0.09562346146541778,False,True,True,True
U56,20,0.5,-1.8707208801422288,0.2316645749730445,0.07807455258233809,0.0,True,True,True,0.3962458640532397,0.06828300655756392,True,True,True,True
U56,20,0.75,-1.8707208801422288,0.2323740614790456,0.019219924721608495,0.0,True,True,True,0.3976222189507729,0.007234997003651156,True,True,True,True
U56,20,1.0,-1.8707208801422288,0.23285588204221497,-0.03748547594239371,0.0,False,False,False,0.3988961266226839,-0.05019535836798117,False,True,True,True
U56,40,0.5,-1.8707208801422288,0.22102657972356454,0.0895670133763985,0.0,True,True,True,0.33168196656955906,0.08033963224412122,True,True,True,True
U56,40,0.75,-1.8707208801422288,0.2209349528291008,0.03566893840421492,0.0,True,True,True,0.3323434259702561,0.023848219228967626,True,True,True,True
U56,40,1.0,-1.8707208801422288,0.22067938083128735,-0.016579984768703593,0.0,False,False,False,0.33295214275536533,-0.029856597699536747,False,True,True,True
